0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;
1;0.884339255;0.923818183;0.937208392;0.971725025;0.968623945;0.995948026;0.99452372;0.998692023;0.997134513;0.98887195;0.912576415;0.950854069;0.922533597;0.9780033;0.989791899;0.993896048;0.988101951;0.881749074;0.9682656;0.880767545;0.90681844;0.867024854;0.861134977;0.928937195;0.967548861;0.908070986;0.931919174;0.860354906;0.853706022;0.894348456;0.755061836;0.673437503;0.674176407;0.86413815;0.696384358;0.49875567;0.544491087;0.833497644;0.122551559;0.571912759;0.778908172;0.904345593;0.833501754;0.952959201;0.82188837;0.414064189;0.857628287;0.88388878;0.958530701;0.923614527;0.908158718;0.939400796;0.965629088;0.965124461;0.953571814;0.826525037;0.965997603;0.969646712;0.980652358;0.967245861;0.85308708;0.752924048;0.98565907;0.948696715;0.96957589;0.829203765;0.912583969;0.92901688;0.940026305;0.867760078;0.83546419;0.849626959;0.962871831;0.982263254;0.808891422;0.858055492;0.84758622;0.959447487;0.937563963;0.84040112;0.789722265;0.769471432;0.791305905;0.793785454;0.889864354;0.890199375;0.974405672;0.940859221;0.790367222;0.969747507;0.943635126;0.958931402;0.748753245;0.752924636;0.92114425;0.777488798;0.461232153;0.911553991;0.995805277;0.984988417;0.870398688
3.162;0.307754522;0.439092903;0.513726673;0.807354914;0.761190919;0.959570256;0.952579208;0.987607536;0.971325241;0.890279747;0.542444759;0.710769111;0.636485247;0.855738716;0.902423539;0.939702488;0.919341676;0.094141175;0.766622899;0.440615176;0.494672097;0.275370906;0.383212548;0.672648108;0.696530027;0.535701484;0.592182591;0.424327457;0.402570666;0.580483454;0.251330481;0.136614554;-0.516651503;0.301050301;-0.148771709;-0.325782238;-0.157340212;0.234062982;-5.250013096;-0.025605249;-0.030624102;0.628796032;0.378252696;0.736548268;0.083124637;-0.227457737;0.275590787;0.281892219;0.665099683;0.535019384;0.383782422;0.657565448;0.752608823;0.753417556;0.687129565;-0.033037304;0.729026109;0.873886094;0.861724124;0.720776467;0.187605153;-0.016798491;0.886653806;0.677603659;0.88000137;0.143609386;0.468769728;0.638736017;0.617190595;0.266639638;0.228051993;0.104319531;0.753734895;0.877023842;0.178988185;0.250708171;0.436558443;0.693372751;0.70376073;0.236308998;-0.000779105;-0.287408405;0.014932182;0.273332535;0.414135089;0.497719856;0.813286002;0.616586592;-0.001966432;0.724995159;0.607097911;0.757623575;-0.182802324;0.068327828;0.441881558;0.055491919;-0.072687958;0.498015083;0.967199327;0.9135953;
10;-0.001434611;-0.178342529;-0.032129344;0.329366312;0.046714125;0.691670438;0.671860563;0.888979543;0.753628537;0.421653526;-0.036584763;-0.084136576;-0.053140337;0.396088095;0.570831598;0.732813359;0.630804616;-0.04329425;-0.028067288;0.031565847;-0.123755375;-0.18421522;-0.265897792;0.274042317;-0.307048354;-0.094097688;-0.063017733;-0.021933305;-0.047029028;-0.000394798;-0.289129232;-0.005495623;-1.14707834;-0.122776613;-0.148774014;-0.325782385;-0.157340212;-0.05317288;-7.995423607;-0.02560525;-0.030624165;-0.099810255;-0.07581827;-0.027428753;-0.027258814;-0.227461216;-0.002648238;-0.006055767;-0.003250274;-0.174993856;-0.415419447;-0.174852658;-0.411503362;-0.171506247;-0.000164143;-1.158069811;-0.020411697;0.1940426;0.258057929;-0.118119882;-0.002089476;-0.016798585;0.457248644;0.371829;0.691005386;-0.167565371;0.204612965;-0.264508094;-0.101564768;-0.149157434;-0.110083736;-0.800615841;0.030473869;0.249830841;-0.011755522;-0.019469848;-0.485478792;0.019847533;0.424490955;-0.012795759;-0.00078022;-0.311620436;-0.009999766;-8.29E-07;-0.165378294;-0.045372625;0.029227674;0.077403546;-0.008297279;0.071782507;-0.012648769;-0.126756328;-1.774089141;-0.01161671;-0.036472611;-0.090774094;-0.072688004;-0.012923961;0.829541674;0.419509277;
31.623;-0.001434617;-0.178342519;-0.085972632;0.01395248;-0.108523101;0.1617319;0.029077092;0.607438018;0.391109278;-0.000728674;-0.036584777;-0.084136607;-0.053140755;-0.417765492;-0.006579704;0.041325544;-0.071594512;-0.043294336;-0.05265182;-1.139401778;-0.12375533;-0.184215255;-0.309122981;-0.238189778;-0.659163623;-0.094097806;-0.063017744;-0.021933336;-0.047029036;-0.000395052;-0.289129252;-0.00549595;-1.147078454;-0.122776593;-0.148774204;-0.325782385;-0.15734021;-0.053173074;-7.995423613;-0.025605248;-0.030624177;-0.099810258;-0.075818266;-0.027429295;-0.027258811;-0.227461261;-0.002648302;-0.006055775;-0.003250288;-0.174993859;-0.415419462;-0.292349252;-0.506882744;-0.190643169;-0.000164145;-1.158069921;-0.446088568;-0.096193915;-0.116115571;-0.118119902;-0.002089619;-0.016798586;-0.020334586;-0.000648455;-0.082272298;-0.269506817;-0.105114654;-0.68148224;-0.101565389;-0.14915768;-0.11008399;-0.800617757;-0.003313476;-0.041213175;-0.011755599;-0.019469852;-0.48547887;-0.010658793;-0.085847818;-0.012795767;-0.000780334;-0.311620459;-0.009999952;-8.45E-07;-0.165378353;-0.045372636;-0.109289133;-0.16058924;-0.008297287;-0.000683564;-0.012648806;-0.270380413;-1.774089306;-0.01161671;-0.036472612;-0.090774106;-0.072688001;-1.106509768;0.196198885;-0.181254269;
100;-0.001434625;-0.178342538;-0.085972704;-0.413963343;-0.152938426;-0.038020325;-0.398705323;0.072225623;0.25386701;-0.000728689;-0.036584798;-0.084136609;-0.053140759;-0.453436444;-0.006579719;-0.013994991;-0.071594589;-0.043294357;-0.052651908;-1.139401946;-0.123755384;-0.184215256;-0.309123006;-0.270657391;-0.659163746;-0.094097827;-0.063017773;-0.021933343;-0.047029036;-0.000395065;-0.289129264;-0.00549595;-1.14707846;-0.122776614;-0.148774204;-0.325782386;-0.157340213;-0.053173074;-7.99542363;-0.02560525;-0.030624177;-0.099810258;-0.075818278;-0.027429295;-0.027258815;-0.227461261;-0.002648303;-0.006055775;-0.003250294;-0.174993859;-0.415419452;-0.292349266;-0.506882901;-0.190643341;-0.000164142;-1.158069921;-0.446088937;-0.096193921;-0.116115569;-0.118119903;-0.002089619;-0.016798586;-0.020334683;-0.000648865;-0.082275085;-0.269506817;-0.1051147;-0.681482536;-0.101565403;-0.149157705;-0.110083992;-0.800617761;-0.003313544;-0.041213194;-0.011755599;-0.019469853;-0.485478881;-0.010658832;-0.085847824;-0.012795768;-0.000780336;-0.31162046;-0.009999953;-8.49E-07;-0.165378353;-0.045372636;-0.109289145;-0.160589243;-0.008297287;-0.00068402;-0.012648809;-0.270380413;-1.774089349;-0.01161671;-0.036472613;-0.090774111;-0.072688004;-1.106517901;-0.457818079;-0.181254275;
