Year/Month,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,31.93,53.05,38.49,84.59,89.75,350.36,39.19,25.52,81.22,52.19
192608,32.35,61.05,40.17,83.49,92.3,353.27,39.13,25.8,86.81,53.17
192609,33.55,62.94,41.16,86.27,94.49,360.96,38.76,26.73,85.01,55.3
192610,33.69,65.75,41.39,82.94,93.38,364.16,38.77,26.87,86.41,55.21
192611,33.2,60.18,39.77,82.19,89.05,363.74,37.79,26.54,83.92,53.49
192612,35.16,58.76,41.25,81.69,93.02,369.65,40.02,27.81,86.7,54.76
192701,35.17,64.38,42.37,85.19,92.25,371.52,40.19,27.62,86.12,56.14
192702,35.61,63.63,42.21,86.11,91.14,378.52,39.06,28.85,84.41,57.33
192703,36.68,68.73,44.53,86.96,94.97,393.55,40.28,29.16,87.9,60.01
192704,37.36,69.66,44.88,81.29,95.58,500.46,40.05,29.4,87.84,60.97
192705,38.56,71.7,45.09,76.9,100.74,489.8,41.58,30.03,89.13,61.41
192706,41.6,74.97,47.65,80.21,107.82,506.18,42.51,31.08,97,65.08
192707,39.42,67.29,45.74,85.18,93.43,421.56,39.24,33.05,100.48,60.01
192708,41.26,75.92,51.52,87.49,104.79,437.31,43,36.12,105.48,63.43
192709,42.3,80.69,52.8,86.93,110.48,439.17,45.98,36.02,108.73,62.54
192710,44.56,85.09,55.06,89.49,111.14,462.04,49.36,37.99,117.36,65.07
192711,42.32,81.24,52.06,87.42,108.19,452.37,46.81,39.62,111.96,62.49
192712,45.12,84.82,57.39,90.69,119.56,465.15,52.09,40.86,118.67,65.62
192801,46.13,91.22,58.87,90.6,120.27,465.55,51.66,40.55,120.98,66.46
192802,46.33,88.04,58.4,88.78,119.76,466.92,51.1,41.46,127.73,65.63
192803,44.25,88.53,57.43,88.11,118.9,465.52,50.33,34.35,131.36,64.09
192804,45.9,112.7,61.82,92.54,141.29,468.84,54.5,37.75,139.7,67.68
192805,45.63,114.21,62.61,106.44,144.41,592,54.28,38.56,154.57,70.38
192806,45.94,119.28,64.64,100.33,147.42,631.15,57.52,41.86,156.5,70.18
192807,42.82,112.49,60.19,96.24,140.92,644.26,52.7,62.28,154.49,69.65
192808,43.9,115.79,61.25,97.14,141.81,636.03,55.47,63.68,152.09,69.23
192809,46.44,125.67,66.26,99,155.34,664.99,62.81,72.5,161.4,72.21
192810,46.75,135.35,68.82,104.02,155.57,657.74,62.84,71.51,167.22,72.4
192811,47.09,135.29,71.67,106.03,158.37,677.23,66.45,71.46,163.61,71.94
192812,50.28,139.75,80.62,123.6,189.05,722.45,76.41,74.61,199.02,78.84
192901,49.95,140.82,82.76,118.03,201.3,711.49,75.33,86.73,201.74,79.26
192902,51.54,142.5,91.72,108.91,222.35,806.64,72.3,89.6,227.83,83.51
192903,49.95,141.59,94.64,108.33,226.65,797.33,70.35,89.08,222.83,83.81
192904,47.38,138.71,92.46,119.6,235.97,823.33,66.65,87.52,215.35,81.61
192905,48.43,137.18,94.46,120.36,240.17,851.22,68.93,88.71,232.08,81.88
192906,46.37,115.26,84.78,113.11,240.64,776.59,62.87,81.19,242.71,81.47
192907,47.72,114.14,94.99,110.63,269.48,864.12,66.62,85.62,352.91,89.61
192908,49.15,110.52,98.85,110.65,294.37,982.32,67.14,87.74,384.67,95.32
192909,51.35,113.11,107.51,122.71,330.99,1090.2,72.2,89.94,417.99,101.65
192910,49.39,103.43,99.51,120.7,305.26,1067.01,68.22,83.3,426.04,96.14
192911,44.36,73.3,79.73,108.36,220.2,902.81,51.72,68.18,297.67,84.49
192912,40.78,59.62,68.02,100.88,177.53,817.32,44.97,62.27,253.18,76.92
193001,40.8,62.27,68.7,100.83,195.52,817.28,42.21,62.54,272.48,76.49
193002,43.11,67.18,73.19,99.86,216.27,827.04,44.08,64.01,291.75,79.83
193003,43.88,68.08,74.95,94.83,232.7,885.44,41.64,71.64,315.58,82.18
193004,44.9,75.52,79.98,113.42,250.42,954.99,40.52,75.54,345.95,86.04
193005,45.04,69.5,73.8,120.5,255.36,911.8,41.37,74.54,356.98,80.26
193006,45.65,73.13,72.68,115.46,243.85,915.48,41.21,81.58,351.07,79.8
193007,45.29,52.26,59.13,100.53,158.13,916.69,34.6,61.53,321.25,66.33
193008,46.59,58.51,61.72,105.39,164.57,928.36,35.45,65.5,333.49,68.38
193009,47.3,56.67,61.47,103.19,167.96,943.67,37.02,69.96,336.3,67.8
193010,42.76,47.01,53.07,88.03,136.43,884.75,32.87,63.53,295.61,60.3
193011,40.53,42.27,47.59,80.4,112.75,848.31,29.96,60.71,270.63,55.78
193012,40.45,43.83,47.26,76.98,108.84,820.53,30.62,58.16,245.85,52.72
193101,38.29,43.16,43.45,67.27,96.24,779.31,26.39,53.87,236.07,48.23
193102,40.23,46.55,45.24,70.68,101.2,816.62,28.19,58.26,248.65,53.78
193103,43.12,53.94,50.84,74.22,123.78,865.17,32.23,62.22,285.51,56.6
193104,42.09,51.8,47.19,63.43,117.6,824.15,31.06,63,276.53,50.98
193105,39.76,48.58,40.35,54.76,102.17,789.11,29.39,60.68,250.98,45.82
193106,35.21,40.06,33.6,47.38,88.92,718.54,28.37,53.86,221.94,37.85
193107,39.27,45.93,37.55,60.02,104.77,896.06,30.02,60.13,252.15,46.44
193108,37.66,44.9,33.56,57.77,93.79,852.38,29.48,61.66,238.05,41.89
193109,37.28,42.96,33.37,62.64,97.22,859.33,30.24,61.28,221.53,40.14
193110,28.01,27.94,23.32,43.83,63.82,662.64,20.99,42.9,147.67,29.39
193111,29.84,31.51,24.66,49.91,70.59,691.4,23.84,47.7,162.68,29.81
193112,28.41,30.31,22.72,45.05,60.55,644,21.18,45.75,153.99,23.97
193201,25.41,27.6,19.07,36.41,51.56,581.57,17.86,43.55,132.96,19.76
193202,25.84,25.65,18.88,34.61,45.61,558.06,17.93,42.36,129.35,21.03
193203,27.14,25.74,19.99,37.14,48.43,622.98,18.81,42.61,137.29,20.89
193204,25.45,19.99,17.04,37.29,40.93,550.15,16.97,39.56,123.51,17.4
193205,22.44,14.01,13.05,31.94,31.01,481.95,14.29,31.7,104.1,13.59
193206,17.85,11.18,10.6,29.66,22.1,429.87,10.35,20.28,75.24,9.57
193207,17.67,9.98,10.19,31.29,24.31,390.21,10.14,22.2,76.37,9.06
193208,22.36,14.74,14.37,42.26,35.05,455.35,12.85,28.65,98.58,14.1
193209,27.56,21.19,20.99,50.83,51,583.62,16.98,38.31,140.53,22.34
193210,27.05,22.96,20.43,45.59,47.89,573.76,17.41,33.56,133.47,21.3
193211,24.11,17.26,17.12,43.84,38.77,527.11,15.18,27.3,118.83,17.46
193212,22.47,16.57,15.38,41.38,35.55,521.22,14.2,28.19,113.65,16.32
193301,23.04,17.28,15.83,41.33,37.21,529.07,14.83,29.95,123.5,16.99
193302,24.27,17.35,16.3,40.05,37.53,530.67,14.66,29.57,117.9,18.43
193303,21.92,13.14,13.49,34.15,29.97,489.43,11.9,25.9,93.6,15.31
193304,23.93,14.34,14.94,35.59,31.63,449.62,12.85,24.92,81.18,15.79
193305,32.07,25.79,23.65,49.44,48.5,509.07,18.21,34.15,101.58,20.63
193306,36.01,33.65,29.79,58.95,58.1,597.5,21.94,41.71,120.35,27.09
193307,38.94,40.69,33.52,63.9,59.89,649.17,25.26,46.26,136.8,29.62
193308,36.32,37.8,29.64,56.17,53.24,620.83,21.84,37.39,123.55,27.64
193309,39.78,45.37,34.44,66.8,60.11,648.94,23.3,36.78,121.16,31.88
193310,36.53,38.41,30.91,64.95,49.57,614.63,21.18,36.16,96.84,26.54
193311,33.13,34.53,28.33,61.77,44.73,570.47,19.5,33.96,89.42,23.66
193312,34.74,42.77,31.84,70.32,52.36,602.61,22.21,36.66,86.24,24.85
193401,33.29,47.22,33.25,69.36,52.9,568.84,23.14,32.24,86.98,26.1
193402,36.53,53.42,36.86,75.36,61.4,602.77,27.08,37.63,104.67,30.9
193403,34.56,52.05,35.65,72.53,57.51,615.56,27.78,35.78,101.88,30.17
193404,34.66,51.88,35.15,71.37,59.04,612.22,28.37,35.44,99.82,30.35
193405,35.68,48.3,34.24,71.2,57.67,604.54,27.91,38.25,95.93,29.82
193406,34.49,41.82,30.72,67.54,53.83,578.52,25.69,37.62,87.64,27.58
193407,35.47,40.24,32.02,66.98,53.94,574.97,25.99,25.4,91.03,27.77
193408,33.6,34.64,28.24,60.43,47.53,549.97,23.8,24.91,75.2,22.84
193409,34.85,37.69,30.25,63.8,50.64,564.04,24.81,23.85,75.85,23.78
193410,34.71,37.93,30,62.17,50.16,564.28,25.36,23.97,76.85,24.26
193411,34.83,37.1,29.93,59.22,49.69,554.76,25.76,23.78,70.87,23.7
193412,37.67,43.37,33.6,62.93,56.32,545.14,28.11,24.46,69.8,24.97
193501,36.98,44.88,34.26,63.28,57.97,530.76,27.64,24.53,63.48,24.97
193502,36.37,42.59,33.34,60.46,58.46,528.3,26.17,24.31,61.34,23.23
193503,36.78,40.95,32.68,57.99,58.57,533.78,25.89,25.05,53.19,22.01
193504,34.84,39.4,31.04,55.73,55.82,518.74,24.62,24.18,59.48,20.72
193505,36.75,41.61,33.73,64.31,61.54,566.09,26.19,24.94,65.99,22.68
193506,37.01,42.54,34.28,66.21,63.12,613.53,26.74,23.64,74.4,23.48
193507,39.34,44.83,35.69,73.63,70.34,635.19,28.06,24.53,81.05,25.2
193508,40.5,53.34,39.64,73.67,77.04,671.63,30.14,25.3,88.42,26.96
193509,40.11,57.38,40.81,72.02,79.48,698.97,30.96,25.08,94.13,27.57
193510,40.51,63.72,42.65,69.48,85.19,717.72,30.69,25.3,91.94,27.61
193511,42.25,72.34,45.06,78.76,92.55,740.01,31.04,26.79,104.72,28.25
193512,42.58,73.86,46.94,81.94,97.87,811.96,31.74,26.97,104.94,31.86
193601,43.19,78.06,48.54,93.35,100.79,798.98,31.25,27.54,110.51,33.09
193602,44.5,81.02,51.15,108.41,107.34,832.25,30.35,28.48,124.25,36.93
193603,45.01,83.47,53.9,109.47,107.57,886.93,30.93,29.17,115.43,37.86
193604,43.83,91.92,55.35,111.28,107,846.56,31.16,30.14,115.89,36.63
193605,41.79,82.56,50.32,99.69,97.67,798,29.92,27.35,105.98,33.89
193606,43.73,84.6,53.27,98.47,102.73,849.55,31.75,28.37,115.49,36.31
193607,42.81,86.69,51.76,96.89,100.91,859.01,33.01,46.06,119.91,35.83
193608,43.98,90.89,55.89,101.39,112.93,880,35.01,48.19,133.7,39.45
193609,44.2,89.15,56.66,100.23,115.56,895.48,35.71,47.21,131.53,40.09
193610,43.64,91.96,57.9,101.03,113.58,887.05,36.6,47.34,128.56,40.61
193611,45.02,96.55,62.28,113.42,119.84,932.15,40.66,49.11,135.69,43.86
193612,46.63,93.27,65.25,113.78,125.42,968.21,44.76,50.45,130.82,43.77
193701,45.56,87.57,66.19,124.18,128.21,952.73,40.38,48.53,128.22,43.66
193702,46.55,93.92,69.13,127.07,139.25,944.66,40.27,50.21,131.4,43.99
193703,46.77,93.05,70.85,130.59,137.25,915.72,41.29,48.07,125.12,46
193704,46.05,89.09,72.18,134.99,130.37,885.01,40.03,45.4,116.88,47.09
193705,43.01,82.02,65.46,127.74,120.39,838.56,37,43.88,107.89,43.85
193706,42.64,79.3,65.87,126.34,121.21,851.39,35.2,44.19,101.44,42.26
193707,39.71,66.34,61.82,121.07,107.43,852.59,34.58,38.25,91.99,37.92
193708,41.64,75.07,67.41,130.99,117.64,880.48,38.09,39.82,109.61,41.12
193709,40.43,72.22,64.19,124.17,111.84,858.12,36.27,40.03,97.73,37.59
193710,36.47,62.94,52.7,107.62,95.34,828.72,31.03,35.49,85.91,31.45
193711,33.82,54.78,45.28,100.01,88.34,784.32,28.79,34.21,81.4,28.22
193712,31.52,44.85,40.57,86.9,83.02,756.16,24.42,32.13,82.98,25.91
193801,30.5,37.36,39.25,85.42,80.66,733.1,22.46,31.08,73.54,23.78
193802,31.29,41.49,38.71,85.75,78.64,715.24,23.69,32.15,69.16,23.82
193803,32.19,42.7,41.96,93.41,81.93,698.62,25.76,34.7,71,24.92
193804,26.95,31.01,31.04,69.73,58.66,565.59,19.94,29.46,56.74,17.44
193805,30.13,35.61,35.45,80.72,68.47,641.79,23.36,32.93,64.99,20.1
193806,29.91,32.9,32.93,75.24,66.36,647.12,22.34,33.27,65.77,19.23
193807,33.24,44.95,41.86,88.78,84.31,579.17,27.45,36.38,83.24,23.54
193808,35.6,53.89,44.8,95.2,89.18,586.57,30.3,38.47,83.55,26.02
193809,34.01,56.89,43.86,88.05,88.06,588.15,29.37,38.39,78.28,24.97
193810,34.02,57.26,44.49,88.64,89.04,584.17,29.32,38.16,78.92,24.69
193811,35.68,60.97,49.13,87.15,98,604.94,31.63,40.29,95.27,27.57
193812,34.61,59.51,48.22,88.16,93.56,608.78,31.58,40.65,87.85,27.46
193901,35.3,60.68,50.79,92.16,95.96,615.27,31.75,40.78,91.06,28.92
193902,34.53,55.62,46,86.26,88.74,626.39,30.7,40.37,91.81,26.37
193903,35.24,58.82,47.27,84.84,91.12,648.39,32.41,41.66,99.22,27.54
193904,33.06,48.42,39.8,77.64,76.98,625.03,29.2,39.63,85.37,23.43
193905,33.42,48.77,39.22,76.71,74.86,642.22,29.04,40.01,87.66,22.99
193906,35.09,51.84,42.08,78.15,80.99,677.84,32.24,41.98,92.81,24.94
193907,34.25,47.68,39.08,71.74,75.14,537.68,30.97,42.48,89.43,22.73
193908,36.27,56.05,44.06,73.75,85.67,572.67,33.61,43.77,100.5,25.39
193909,33.45,51.4,41.1,70.49,78.58,548.56,30.93,41.17,93.8,23.12
193910,34.88,63.55,52.08,88.36,87.69,553.99,31.34,43.86,96.84,29.1
193911,35.91,62.64,50.69,84.78,86.9,570.91,33.11,43.93,98.57,28.83
193912,35.43,59.76,47.21,78.82,83.82,576.31,32,44.25,96.44,27.12
194001,36.35,61.82,48.83,80.05,86.39,585.18,32.68,45.59,98.74,27.39
194002,36.87,59.45,46.51,78.2,82.76,584.48,32.29,44.75,98.32,26.62
194003,37.04,59.94,47.57,78.46,82.16,590.45,32.88,45.2,96.45,26.74
194004,37.5,62.16,48.18,79.77,84.05,589.75,33.77,45.83,97.8,27.3
194005,38.35,63,48.44,79.8,82.76,591.68,33.6,45.67,96.04,27.08
194006,30.17,45.63,37.45,59.43,65.46,507.92,25.25,35.71,76.23,20.41
194007,31.35,47.1,37.93,61.95,66.68,544.65,27.17,35.44,87.63,21.61
194008,31.47,49.88,39.51,63.77,69.98,555.37,28.31,35.24,87.36,22.45
194009,31.75,52.65,40.22,64.18,72.1,553.24,28.92,34.22,85.83,23.32
194010,32.38,54.24,41.76,62.6,74.55,554.85,29.77,35.58,83.57,23.92
194011,31.8,56.36,43.37,66.44,76.3,563.78,29.75,34.5,86.37,25.16
194012,31.42,56.03,42.31,67.57,73.22,566.84,28.79,33.64,74.45,24.82
194101,31.38,54.01,42.48,68.82,72.61,570.84,28.67,33.33,75.37,24.57
194102,31.11,49.02,39.41,68.65,70.72,558.85,27.57,32.58,73.27,24.12
194103,30.15,48.9,38.36,67.77,70.36,546.24,26.64,30.82,71.95,23.93
194104,30.16,47.99,38.49,70.15,69.99,548.37,26.84,31.15,69.07,24.18
194105,28.8,42.91,36.22,71.05,63.78,513.53,25.33,29.51,62.13,23.1
194106,28.23,42.13,37.23,74.08,63.36,515.48,25.75,28.83,58.91,22.94
194107,29.65,43.83,38.73,77.03,67.52,458.21,26.91,30.51,57.03,22.74
194108,31.17,45.54,41.41,85.33,68.63,456.41,28.13,32.94,59.73,24.54
194109,31.27,45.64,40.82,81.89,69.02,461.14,28.6,32.75,58.05,24.48
194110,31.67,47.44,39.49,81.2,67.87,455.78,28.6,32.62,56.01,23.68
194111,29.31,43.62,36.81,82.86,60.96,443.38,27.07,31.24,50.28,22.78
194112,28.12,40.95,35.86,83.8,59.15,425.21,25.54,30.11,46.56,22.09
194201,26.78,35.95,35.74,74.23,58.53,382.14,22.78,29.52,42.7,20.58
194202,27.35,38.19,34.91,72.96,59.06,376.92,22.86,28.47,44.11,22.5
194203,25.7,40.37,33.81,68.23,57.48,374.68,22.24,26.71,42.67,21.99
194204,23.4,40.87,31.77,62.48,53.26,342.16,20.51,25.17,37.12,19.82
194205,22.32,39.07,30.26,60.16,51.28,317.1,19.23,23.91,35.55,19.35
194206,24.15,42.44,30.54,63.39,55.19,341.5,21.35,27.22,38.24,19.92
194207,25.19,41.78,31.27,65.83,56.97,330.86,21.87,27.47,38.66,19.79
194208,25.69,42.6,32.07,69.63,57.97,345.68,22.92,27.78,38.22,21
194209,25.77,43.11,32.24,71.66,58.24,354.19,23.12,28.28,38.27,21.39
194210,25.61,44.15,33.16,73.21,60.7,354.9,23.37,28.3,40.13,21.95
194211,26.66,46.71,35.31,80.19,64.46,376.87,23.48,29.35,45.93,23.85
194212,27.17,46.09,34.08,81.44,65.63,386.56,24.74,29.64,45.02,22.96
194301,28.24,49.73,35.6,87.22,68.88,381.44,25.2,32.13,46.6,23.61
194302,30.73,52.33,38.15,92.74,75.6,395.86,26.9,32.8,53.19,25.21
194303,31.69,55.8,40.04,99.61,78.01,430.65,27.54,33.84,57.1,27.48
194304,32.93,58.5,42.28,108.32,83.28,426.79,29.78,35.29,59.4,30.06
194305,33.15,58.8,41.61,109.29,84.22,444.53,30.25,35.66,61.53,30.69
194306,35.19,62.16,43.6,114.61,89.29,464.77,32.38,37.33,64.02,32.49
194307,35.61,64.17,43.79,114.04,88.91,470.68,34.09,37.63,66.36,32.14
194308,34.84,57.93,40.75,110.61,82.33,469.83,32.98,36.27,65.77,30.39
194309,35.04,59.47,40.77,111.24,82.55,474.04,34.02,36.21,66.76,30.72
194310,35.64,60.39,41.68,114.9,86.32,474.18,34.6,37.58,68.84,31.21
194311,35.44,59.7,41.27,114.85,83.34,477.63,33.73,37.64,69.08,30.83
194312,33.57,55.98,38.22,105.59,77.73,469.04,31.88,35.98,63.07,28.36
194401,35.44,60.33,40.18,115.13,83.29,477.12,33.87,37.27,67.39,30.48
194402,36.72,60.93,40.91,115.76,83.81,481.2,34.08,37.25,66.9,32
194403,36.37,62.47,40.52,115.33,81.81,485.35,34.24,36.09,67.69,32.56
194404,37.24,65.36,41.27,117.32,84.39,482.31,34.88,36.9,68.5,33.23
194405,36.4,64.57,40.37,115.62,82.75,479.56,34.43,35.9,70.17,32.4
194406,38.17,68.98,42.37,120.17,85.5,493.06,36.04,37.76,71.33,33.59
194407,40.02,75.59,43.95,124.39,85.12,505.95,37.76,38.71,67.49,34.86
194408,39.76,71.86,43.04,122.66,83.54,504.07,37.69,38.11,67.38,34.51
194409,40.63,74.04,43.68,119.54,85,507.33,39.15,38.21,69.44,34.53
194410,40.69,74.41,43.78,117.75,83.99,502.01,39.72,38.31,68.17,34.65
194411,40.56,72.36,43.59,119.83,84.66,505.75,39.86,38.58,68.71,34.84
194412,40.81,73.2,43.55,121,85.69,509.05,40.63,38.52,68.12,36.15
194501,41.49,77.28,45.12,126.9,89.04,506.01,41.27,39.11,69.93,38.89
194502,42.44,78.33,46.35,133.04,89.62,495.31,41.25,39.22,73.63,39.05
194503,43.96,83.59,49.33,142.24,95.35,509.31,42.9,40.7,77.91,41.98
194504,42.47,78.45,46.8,134.49,91.18,502.04,42.18,39.88,75.06,40.33
194505,45.37,87.18,50.69,143.65,98.5,514.65,45.11,42.29,82.3,43.86
194506,46.25,87.16,50.79,141.24,100.07,533.91,47.76,43.84,83.43,44.82
194507,45.33,85.43,50.79,137.63,91.09,556.59,45.07,42.93,86.86,45.99
194508,44.56,84.58,49.23,132.93,89.51,568.73,44.98,42.12,86.34,43.39
194509,47.85,91.85,53.29,135.21,98.04,578.52,48.46,45.8,86.82,44.35
194510,51.09,94.28,56.43,137.66,100.89,582.55,51.05,48.71,92.31,46.9
194511,54.43,94.46,57.65,148.89,101.65,596.27,54.04,51.79,97.65,49.88
194512,56.16,96.18,60,159.53,104.15,616.23,57.43,55.94,101.87,53.95
194601,56.72,98.52,60.85,158.83,106.18,612.28,59.21,56.72,100.65,53.79
194602,59.56,105.09,65.67,158.57,113,623.97,65.6,61.01,111.3,57.67
194603,56.51,95,61.4,150.54,104.51,606.25,62.6,58.17,104.6,54
194604,59.95,95.86,64.74,167,106.26,606.52,69.59,66.55,110.77,56.2
194605,61.92,97.21,67.48,181.53,108.02,616.18,74.42,76.2,115.24,57.13
194606,63.79,103.14,70.57,186.85,113.4,633.46,75.6,80.19,118.23,58.82
194607,60.51,93.83,67.5,176.79,104.99,650.58,68.2,72.08,106.53,57.73
194608,59.9,89.37,65.23,176.4,101.47,650.07,66.81,69.62,102.43,54.74
194609,56.55,79.62,60.54,165.74,94.3,604.45,63.31,67.05,96.56,50.86
194610,50.34,67.71,54.08,152.14,84.59,568.74,59.22,62.2,87.69,43.33
194611,50.35,65.46,52.97,150.92,83.88,539.56,57.78,61.9,88.55,43.08
194612,49.38,64.17,53.41,150.45,81.88,549,54.31,62.43,88.82,42.81
194701,50.91,68,56.62,156.3,85.01,562.59,55.98,66.71,94.01,43.63
194702,50.85,75.4,57.06,155.15,89.55,568.4,56.19,63.03,93.62,43.74
194703,50.47,75.8,56.32,150.18,87.5,556.63,55.62,60.13,92.37,42.99
194704,49.13,73.67,55.25,153.44,84.98,537.7,54.18,59.19,89.57,41.3
194705,45.66,70.66,51.99,152.52,80.48,536.52,49.71,53.97,85.77,38.68
194706,45.22,68.35,50.55,154.5,80.05,530.51,49.28,52.25,83.2,37.81
194707,46,71.59,52.72,164.47,77.68,519.91,51.47,55.77,77.02,37.33
194708,47.98,75.29,54.66,170.51,82.53,524.11,53.72,57.07,78.58,39.51
194709,47.07,73.93,53.76,165.72,78.88,525.88,51.51,54.62,78.45,38.07
194710,47.01,73.96,53.87,160.95,79.2,523.3,49.86,53.03,78.5,37.49
194711,47.47,76.09,55.53,169.18,80.51,524.41,51.27,53.54,78.22,37.79
194712,46.28,73.15,54.27,165.96,79.73,510.78,49.49,51.58,71.87,36.65
194801,46.27,74.51,55.22,180.62,80.88,505.95,49.25,52.96,72.41,37.71
194802,44.83,70.52,52.91,167.01,76.38,506.48,47.5,48.42,71.96,37.3
194803,41.85,65.88,49.71,161.05,73.17,500.98,45.34,46.45,69.15,35.6
194804,43.82,70.48,54.27,176.6,80.75,503.37,48.15,49.22,73.31,38.83
194805,44.24,71.28,55.56,195.64,80.21,516.72,50.43,50.15,74.13,40.06
194806,46.24,80.72,59.56,206.41,90.25,529.44,54.53,53.29,78.05,42.48
194807,44.86,76.69,58,212.17,84.9,542.11,53.1,51.99,75.18,40.98
194808,43.94,73.32,55.03,196.73,79.26,533.15,48.89,49.66,71.71,38.89
194809,43.68,73.12,54.92,191.36,81.48,533.34,49.83,48.46,71.48,39.29
194810,41.69,70.1,53.15,182.45,78.27,524.43,49.15,46.79,70.5,37.7
194811,42.99,75.64,56.63,198.42,83.57,530.23,51.07,49.09,73,39.43
194812,39.96,64.95,50.09,172.71,75.53,519.18,47.41,45.8,66.03,34.93
194901,39.96,66.8,51.67,179.82,79.32,517.13,47.75,47.62,67.47,35.49
194902,41.22,68.42,51.76,172.68,78.22,510.6,48.17,49.67,70.38,35.52
194903,40.16,64.71,49.51,164.24,74.76,509,46.67,48.94,70.57,34.18
194904,41.18,66.73,51.03,173.61,78.47,508.24,48.51,51.44,72.76,35.48
194905,40.34,63.89,49.15,174.7,75.5,499.9,47.56,51.44,73.37,34.9
194906,39.94,60.87,47.11,163.88,71.31,488.94,47.36,50.2,72.6,33.71
194907,40.05,60.82,46.28,154.76,68.87,454.98,47.82,51.13,72.41,32.72
194908,41.88,66.55,48.97,164.22,73.61,465.95,50.16,54.08,75.61,34.04
194909,43.31,66.89,49.55,171.77,73.84,470.38,50.56,53.9,78.04,34.31
194910,44.29,68.47,51.28,176.87,76.06,468.86,51.54,54.7,80.74,35.26
194911,44.78,73.47,53.43,183.25,78.87,477.67,51.79,56.42,81.47,36.04
194912,45.21,73.59,54.3,175.04,81.57,485.54,52.36,58.6,83.74,36.14
195001,47.26,79.27,57.41,176.03,87.82,485.96,55.34,63.48,86.04,38.44
195002,47.7,80.72,58.47,174.7,91.78,494.98,55.44,64.03,88.87,39.59
195003,47.7,82.14,59.18,172.01,94.63,498.14,56.32,64.95,90.75,39.79
195004,47.17,83.51,59.38,179.98,96.25,513.6,56.01,62.86,90.64,39.24
195005,47.07,92.31,63.68,185.48,102.93,525.78,55.66,66.21,91.17,39.77
195006,47.81,96.84,66.95,201.34,102.88,536.02,57.09,68.5,92.4,40.01
195007,44.63,91.52,62.81,185.49,94.86,565.36,54.54,65.87,85.86,36.06
195008,44.67,89,64.08,201.64,92.06,557.87,53.91,61.15,81.1,38.67
195009,46.15,94,67.39,208.11,96.49,572,55.88,63.08,83.38,39.31
195010,48.11,101.64,70.17,215.18,100.69,561.15,60.38,66.75,86.65,41.65
195011,47.72,102.23,70.39,215.61,99.14,562.33,60.79,65.38,85.65,40.89
195012,47.29,96.75,73.24,222.72,100.54,560.86,60.74,67.77,84.16,41.99
195101,48.37,97.79,77.64,241.59,103.28,562.84,61.9,71.57,86.74,46.4
195102,50.39,106.79,82.26,256.27,111.22,573.42,63.99,73.63,90.75,49.31
195103,50.61,107.86,82.74,256.72,111.91,596.86,65.55,74.44,93.09,48.87
195104,48.92,108.93,79.91,250.31,110.01,581.94,63.96,75.47,91.28,47.07
195105,49.22,112.64,85.27,277.23,113.31,586.88,64.04,83.18,91.14,48.76
195106,48.29,104.75,82.79,266.04,109.79,584.32,62.84,84.21,90.7,46.83
195107,46.77,95.98,80.56,270.43,112.07,639.01,61.96,82.77,87.51,43.75
195108,48.21,98.94,87.26,301.05,118.77,656.87,63.63,94.48,91.85,46.9
195109,49.58,103.99,91.05,314.74,125.31,674.15,64.91,92.9,93.28,48.23
195110,49.09,106.61,90.96,312.04,128.8,664.5,66.78,90.98,94.07,49.76
195111,47.42,104.36,87.08,315.12,121.21,657.33,64.58,85.41,95.33,47.87
195112,46.95,104.64,86.52,308.42,123.18,659.31,64.81,84.5,96.45,48.42
195201,47.6,107,90.02,322.59,128.44,656.57,64.35,88.5,99.12,49.08
195202,47.75,105.74,89.62,343.61,126.03,657.72,63.79,88.99,101.68,50.64
195203,46.44,104.41,85.52,328.79,121.31,653.51,61.04,84.92,101.93,49.86
195204,47.25,112.94,87.79,357.15,126.35,652.33,62.34,84.97,103.72,52.4
195205,45.58,109.51,81.78,329.57,121.82,647.48,61.05,80.18,101.43,50.55
195206,46.24,112.14,84.67,337.85,125.04,654.04,62.3,81.87,104.03,51.65
195207,46.73,116.27,88.68,354.93,125.73,752.53,62.5,82.27,116.19,53.87
195208,46.94,119.16,90.5,351.03,127.62,754.35,63.59,78.5,118.19,54.4
195209,47.08,119.83,88.35,338.08,127,760.91,62.98,77.72,120.02,54.05
195210,45.49,118.77,86.19,323.28,127.24,747.41,62.31,73.02,119.84,53.06
195211,44.84,120.1,84.94,324.17,125.67,754.28,61.5,71.9,119.86,52.05
195212,47.13,126.11,91.37,327.02,136.34,783.67,63.64,76.69,125.59,55.37
195301,47.57,134.77,93.41,341.6,139.11,780.79,64.03,74.9,127.26,57.1
195302,48.44,134.27,93.97,331.19,136.15,898.69,65.11,70.9,127.98,57.59
195303,49.32,130.84,92.31,328.9,138.46,894.69,64.61,72.07,127.98,57.09
195304,48.26,124.98,90.53,326.81,136.4,878.37,64.06,71.6,127.62,55.98
195305,48.05,122.49,88.17,309.76,135.07,869.21,63.37,68.84,123.12,54.99
195306,47.86,120.67,87.76,312.06,136.09,872.24,64,68.48,122.52,55.42
195307,48.44,117.58,85.46,313.72,128.55,875.95,61.81,64.15,119.32,53.51
195308,49.86,118.38,87.51,325.93,131.36,884.19,62.9,66.43,122.89,54.16
