Year/Month,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
201107,5789,2689.38,4038.78,8912.15,4243.01,8249.53,4054.39,3032.21,5957.65,3274.78
201108,5795.61,2449.23,3851.48,8938.41,4255.68,7793.27,4024.39,2927.59,5925.04,3154.55
201109,5762.08,2152.52,3612.87,8048.17,3961.56,7416.8,3898.05,2840.47,5961.81,2921.85
201110,5481.44,1847.46,3219.33,7042.23,3796.96,6965.66,3746.47,2733.65,5849.09,2632.13
201111,5872.03,2299.43,3687.08,8238.44,4287.87,7460.45,4133.33,2889.18,6259.92,3002.75
201112,6041.38,2112.42,3749.19,8471.47,4207.94,7516.71,4183.69,2929.28,6327.2,2967.98
201201,6131.56,2083.71,3730.77,8472.08,4185.45,7812.64,4232.17,3021.33,6560.54,3012.37
201202,6161.55,2362.8,3977.38,8624.88,4559.44,7952.18,4426.29,3143.76,6377.81,3226.81
201203,6378.27,2501.59,4139.37,9208.78,4886.46,8344.26,4573.7,3188.37,6421.42,3357.43
201204,6643.3,2523.65,4168.97,8904.41,5134.3,8544.13,4712.41,3335.56,6511.59,3528.98
201205,6689.45,2330.24,4152.38,8807.5,5029.66,8636.84,4769.12,3359.87,6465.38,3490.51
201206,6627.96,2136.7,3827.98,7871.09,4631.33,8539.67,4648.59,3266.32,6432.49,3254.34
201207,6508.77,1999.56,3699.76,7783.8,4668.83,8507.84,4483.49,3281.87,6643.78,3311.84
201208,6597.63,2025.9,3733.37,8129.46,4687.01,8815.68,4562.86,3366.6,6885.32,3280.89
201209,6686.96,2104,3865.49,8292.15,4899.35,8905.58,4699,3419.04,6613.38,3396.04
201210,6753.36,2200.92,3939.92,8747.7,5002.64,9321.91,4839.68,3579.5,6739.92,3546.81
201211,6632.18,2326.94,3921.85,8632.37,4725.75,9240.36,4801.21,3513.92,6803.9,3579.76
201212,6833.16,2421.7,4058.24,8515.68,4839.49,9328.2,4860.34,3587.3,6562.17,3584.67
201301,6683.13,2592.43,4165.07,8618.25,4852,9496.43,4824.56,3575.97,6550.72,3701.41
201302,7138.97,2679.69,4415.24,9280.06,4983.77,10017.66,5133.1,3866.79,6871.4,3971.02
201303,7360.55,2703.93,4471.9,9274.37,5036.9,10233.67,5169.39,3947.3,6985.31,4052.58
201304,7697.67,2840.91,4595.93,9578.51,5228.06,10813.15,5451.96,4208.7,7358.67,4232.83
201305,8085.94,2941.82,4640.91,9529.51,5279.37,11331.58,5628.37,4307.49,7722.78,4288.04
201306,7891.29,3224.15,4787.55,9810.8,5527.84,11082.42,5775.82,4405.6,7217.39,4565.19
201307,7593.43,2972.14,4623.78,9087.03,5133.56,10729.38,5399.96,4134.85,7799.14,4365.37
201308,7913.43,3269.28,4908.74,9596.36,5477.62,11198.41,5715.15,4470.8,8147.26,4606.62
201309,7612.32,3259.92,4816.44,9433.95,5490.91,10932.42,5461.53,4302.4,7749.28,4446.7
201310,7764.53,3491.07,5096.96,9668.1,5694.08,11361.86,5732.18,4505,7804.23,4616.31
201311,8215.34,3541.59,5329.67,10186.79,5976.65,11954.97,6137.67,4682.6,8049.75,4797.57
201312,8306.8,3608.33,5473.14,10289.7,6198.21,12244.2,6369.37,4890.61,7898.17,5022.87
201401,8478.46,3643.44,5633.37,10588.23,6477.51,12669.53,6408.3,4951.12,8013.3,5187.82
201402,8091.52,3505.26,5472.66,9841.19,6436.2,12117.92,6024.38,5033.2,8199.35,4978.76
201403,8369.68,3821.78,5781.27,10477.94,6757.51,12568.63,6337.08,5357.2,8411.43,5154.21
201404,8641.19,3777.49,5805.07,10795.97,6724.52,12697.99,6309.83,5225.85,8614.4,5285.16
201405,8712.16,3781.23,5890.89,11406.41,6641.31,12683.78,6263.75,5225.28,8946.09,5218.98
201406,9051.94,3801.36,5951.91,11518.13,6895.7,13326.24,6309.32,5323.69,8902.68,5322.33
201407,8911.49,3914.51,5872.64,10928.04,6587.7,13422.5,6222.34,4331.53,9322.67,5058.71
201408,8518.61,3726.9,5619.14,10528.14,6616.49,13441.63,6124.24,4309.83,8772.24,4965.77
201409,9051.88,3916.97,5875.44,10788.07,6891.75,13648.37,6426.79,4550.64,9207.73,5199.94
201410,9056.97,3581.31,5727.95,10036.04,6844.62,13544.65,6367.99,4551.34,8868.92,5154.97
201411,9287.59,3718.46,5868.89,9610.76,6952.45,13777.64,6575.86,4854,9445.85,5337.33
201412,9717.26,3923.4,5997.67,8671.78,7278.27,14328.06,7048.23,4983.3,9435.62,5505.76
201501,9507.42,3935.16,5979.37,8753.32,7232.3,14050.41,7165.99,4938.97,9584.14,5578.51
201502,9431.12,3762.8,5778.74,8417.88,7023.95,13310.93,7219.99,5030.46,9687.36,5247.48
201503,9965.51,4061.96,6140.53,8885.12,7624.7,14518.07,7618.78,5103.25,9215.8,5634.35
201504,9679.02,4085.93,6008.46,8642.21,7470.27,14327.95,7658.34,5151.12,9165.86,5615.15
201505,9740.31,3992.54,5960.87,9297.3,7620.01,14767.8,7485.98,5069.91,9182.11,5642.97
201506,9945.21,4028.56,6034.45,8832.45,7801.57,14878,7541.42,5302.53,9131.5,5761.16
201507,9348.13,3963.97,5617.13,8301.13,7084.91,14482.09,7067.35,4772.58,9052.99,5383.4
201508,9790.58,3884.04,5479.53,7594.42,7280.56,14619.91,7455.68,4946.85,9271.66,5499.72
201509,9440.1,3641.62,5235.3,7369.69,6865.88,13384.65,7043.42,4513.27,8856.45,5169
201510,9399.19,3557.24,5026.38,7025.07,6848.07,13018.63,6923.7,4200.26,8779.4,5040.11
201511,10016,3793.08,5500.69,7933.64,7580.22,14108.73,7229.29,4515.55,8942.53,5382.38
201512,9898.43,3862.4,5525.91,8030.4,7653.31,14300.13,7326.17,4559.02,8656.2,5487.68
201601,10004.35,3691.76,5403.64,7647.15,7503.26,13846.99,7381.9,4577.79,8423.96,5333.25
201602,10071.59,3185.98,5035.71,7342.35,7052.1,13734.12,7087.63,4168.73,8804.93,4921.56
201603,10087.82,3310.62,5222.61,7129.81,6992.37,13890.62,7079.56,4114.53,9036.81,4937.53
201604,10692.32,3703.48,5562.62,7955.38,7598.28,14711.86,7538.54,4235.41,9795.09,5283.59
201605,10704.46,3749.1,5694.23,8866.19,7328.61,14702.93,7525.04,4422.1,9708.69,5440.05
201606,10768.16,3746.89,5654.4,8797.64,7728.67,14802.51,7585.3,4529.83,9881.29,5499.05
201607,11637.33,3319.32,5484.03,9215.46,7322.7,14796.97,7378.22,4160.76,10715.84,5055.18
201608,11778.43,3640.61,5707.61,8953.93,7957.38,15051.22,7630.19,4447.48,10685.15,5265.77
201609,11684.82,3646.34,5742.99,9142.34,8065.69,14668.64,7539.67,4305.33,10285.06,5461.88
201610,11512.48,3619.33,5722.38,9403.28,8335.28,14738.91,7508.25,4349.64,10547.07,5391.92
201611,11487.97,3522.94,5569.39,9196.41,8343.49,14250.92,7204.39,4048.73,10473.3,5435.07
201612,11020.77,3786,5909.87,10025.14,8393.54,15458.3,7541.36,4108.43,10228.37,6084.75
201701,11376.26,3947.29,5939.32,10231.85,8498.84,16527.19,7500.72,4106.29,10684.41,6262.2
201702,11555.04,4045.87,6139.81,9788.44,8937.17,17221.32,7617.49,4219.16,10576.95,6348.81
201703,11977.42,4021.59,6392.65,9575.03,9374.94,17203.17,7891.72,4537.68,10955.26,6596.34
201704,12039.95,4045.84,6427.53,9586.56,9650.46,17334.6,7941.33,4544.54,10955.53,6514.52
201705,12180.7,4106.59,6565.24,9386.46,9963,17237.12,8176.04,4606.9,10985.02,6573.8
201706,12501.02,4132.09,6648.3,9049.32,10344.64,16896.93,8322.92,4591.32,11216.11,6581.13
201707,11084.12,4571.27,6396,8191.83,9497.04,16402.04,7797.1,4516.33,11135.55,6424.92
201708,11063.39,4511.03,6522.92,8366.95,9967.62,17380.23,7779.58,4553.82,11597.66,6524.52
201709,10875.44,4492.26,6184.88,7888.43,10366.4,16941.48,7695.68,4638.58,11945.79,6511.67
201710,10799.06,4717.09,6457.6,8814.61,10539.43,16847.49,7884.97,4726.3,11680.06,6851.66
