Perfect,1/N,Return 0.0,Pvalue 0.0,Return 0.267,Pvalue 0.267,Return 0.533,Pvalue 0.533,Return 0.8,Pvalue 0.8,Return 1.067,Pvalue 1.067,Return 1.333,Pvalue 1.333,Return 1.6,Pvalue 1.6,Return 1.867,Pvalue 1.867,Return 2.133,Pvalue 2.133,Return 2.4,Pvalue 2.4,Return 2.667,Pvalue 2.667,Return 2.933,Pvalue 2.933,Return 3.2,Pvalue 3.2,Return 3.467,Pvalue 3.467,Return 3.733,Pvalue 3.733,Return 4.0,Pvalue 4.0
-4.51000343138465,-7.162999981735317,-9.139992068895792,-0.7451921062238698,-8.429913980279254,-0.47754076362311104,-8.329153992394847,-0.4395610731214068,-7.835150125767542,-0.2533550765240842,-8.092910559897833,-0.35051330090859034,-8.031923215329083,-0.3275252029554707,-8.071035096889712,-0.34226773307879843,-8.07720294771233,-0.34459259506243045,-8.040779326873556,-0.33086335714315807,-8.010135473332722,-0.3193127000053704,-7.919895555546908,-0.2852983633588013,-7.959236954970554,-0.30012740617020106,-8.00395075861444,-0.3169814814753409,-8.036451316301738,-0.32923199031335715,-8.036326542599683,-0.3291849590791709,-8.05449955523613,-0.33603495390258886
-7.74000205692689,-12.8890000115378,-11.959998152909495,0.1804238158215593,-11.117915295197566,0.3439668712150552,-13.067893207877368,-0.03474330304974593,-12.998300775631304,-0.021227579629474524,-12.916208577735857,-0.005284244903164481,-12.711133676192423,0.03454387376209722,-12.637766228964114,0.048792752451708776,-12.597749807025641,0.05656444362176227,-12.584843028141815,0.059071102004150666,-12.587729504502882,0.05851051208228408,-12.598946322761229,0.056332065254915964,-12.617356335913906,0.05275660973619889,-12.651462783645472,0.04613270970123673,-12.666721721505146,0.04316923253651783,-12.683559649382847,0.03989909570093764,-12.701459169149425,0.036422784402241226
1.3625714835843696,-1.7039999947497142,-2.3699996900473743,-0.2171805548975705,-1.7574421379714062,-0.017427326771696228,-1.9413057735342416,-0.07738472116535955,-1.880882779437532,-0.05768095931809469,-1.7845214097628015,-0.02625779818992857,-1.7184445924973013,-0.004710341125142792,-1.7001550538551087,0.0012538239926155326,-1.7237932813747163,-0.006454532941705615,-1.7059022120164278,-0.0006203074932877861,-1.686101875213532,0.005836524490831607,-1.679673145719107,0.007932914397228763,-1.6761530875814812,0.009080795071948256,-1.6793715644245903,0.008031259176291328,-1.6930612127816596,0.003567104841788238,-1.7045347238781732,-0.00017437360656247236,-1.7075986399202003,-0.001173507676540897
1.4399997638224844,-0.5349999834760166,-2.119992366637302,-0.8025278916259679,1.0958588697108154,0.8257514237242808,0.5416526848729051,0.5451406613198906,0.37122876870699745,0.4588500598152466,0.06176620804425401,0.30216013563371635,0.1537890730110167,0.3487539972747804,0.3248989023837763,0.43539189665011535,0.39378465672072044,0.4702707640682856,0.45097466823857874,0.4992277356304772,0.500969464171665,0.5245415595949975,0.4193434623678011,0.48321193314035327,0.3403104387199568,0.4431952071858565,0.27620101504771644,0.41073473535038807,0.21742216614069385,0.3809732890578389,0.20222378804433647,0.3732779067586024,0.1809938023129932,0.36252854551924896
7.819995742504502,5.004999994631232,5.990004885500768,0.34991345603761814,7.264249783957691,0.8025766259268146,6.746588652546561,0.6186825181640503,6.939369761078965,0.6871661415151871,6.773633308199716,0.6282898703860162,6.783842614068694,0.6319166275051669,6.823444716005289,0.6459848910066357,6.971747252165422,0.6986679319214133,7.1860819087757255,0.774808244663354,7.19372136412874,0.7775220872539815,7.163040493418238,0.7666230048188906,7.132393015959408,0.7557357850133243,7.084681368536033,0.7387866839500559,7.046693928038901,0.7252920133006131,7.051578353690146,0.727027158248855,7.045916335644594,0.725015781126943
9.989998527132824,2.772999993441595,9.989976579957496,0.9999969589608164,5.530704414462975,0.38211237097354867,4.533491882718763,0.24393685007120824,4.3342397623660345,0.2163281261089467,4.187290523868632,0.19596658137377776,4.2487463679322115,0.2044820111298854,4.187052318687325,0.19593357524523347,4.137798071321032,0.18910882017061914,4.096203254708119,0.18334536928189638,4.10063994859003,0.18396012538323125,4.151268858403564,0.1909753561023706,4.207985524888029,0.1988341170844733,4.255043847215627,0.20535460092660174,4.288364437723309,0.2099715605050373,4.3108339191705625,0.2130849713422931,4.272842012611793,0.20782074600243605
0.2399967246660724,-1.587000006725221,0.17999519918969956,0.9671583837861163,-0.11289504997896296,0.8068459737329133,-0.31714698101336164,0.6950494239498949,-0.8023936365798466,0.42945143615439385,-0.9088756761482228,0.3711688800124965,-1.1180787093079594,0.2566623625320714,-1.2908145085407916,0.16211605258805162,-1.3898948517845273,0.10788478794408918,-1.307025254319984,0.15324315998750082,-1.2587490779145871,0.17966694913606351,-1.2492008122657106,0.1848931575275834,-1.2079257647942419,0.20748490427911537,-1.2279942191880566,0.1965005089329167,-1.241779956735069,0.18895493574707178,-1.2427581319162955,0.1884195351278919,-1.2318900278886773,0.1943681522441042
1.47999797333474,-2.8100000085197343,1.4799990313984661,1.0000002466350173,0.2875299577951344,0.7220352968501569,-0.1412819967786219,0.6220790832604268,-0.7784688590182741,0.4735506072716783,-0.8143361235567763,0.46518993561397326,-1.1702613728677906,0.3822236380034659,-1.3372975880407854,0.3432874389936966,-1.3414636457978055,0.34231632950258695,-1.5043272814259026,0.30435276021491686,-1.6920387911232886,0.260597142964896,-1.8674367777283252,0.21971181216825653,-1.9285459952503727,0.2054672326182141,-1.9580861136082703,0.19858142090388597,-1.9658139189362922,0.1967800668331594,-1.9724672502565623,0.1952291730219241,-1.9883626064960647,0.19152396003424088
-2.4300008793107555,-7.6479999975843365,-5.240018271078043,0.46147607002720126,-6.0415270817949756,0.3078714425541865,-5.66150944500755,0.38069967195280674,-5.849861876101726,0.3446029945052079,-5.553111728937541,0.40147348076591993,-5.85617812541339,0.34339252107113927,-6.116607260929755,0.29348275113569877,-6.359438626731682,0.24694549417229228,-6.455868728415317,0.22846521092618466,-6.484437872309173,0.2229900961846344,-6.4452193539730365,0.23050610326842103,-6.416065813090458,0.23609321438549313,-6.497002181169453,0.22058221749866846,-6.589996578318707,0.20276036758236915,-6.660123574413911,0.18932092566111303,-6.704110640167268,0.1808910534521827
-1.930000735086308,-3.62699999917075,-1.9300077833352411,0.9999958466399589,-2.30152694833617,0.7810687245935217,-2.7669241156647817,0.5068216007565525,-2.850576585439199,0.4575272542327493,-2.832892837935115,0.4679478524488746,-2.8043521322601577,0.4847661895448281,-2.7780851310462897,0.5002446884279961,-2.762072070793374,0.5096807916672954,-2.7644255741811103,0.5082939299063352,-2.787986617944924,0.49440998530926705,-2.769053705543124,0.5055666857289427,-2.8135688958061094,0.47933497708586204,-2.871914314818738,0.4449534542134247,-2.91947846443817,0.4169250686825131,-2.9734917011328243,0.38509639448223565,-2.997966489150549,0.3706740028314478
