Index,YM,Average,CumSumAverage,Month,Year,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Index,D12,E12,b.m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
1.00,192607.00,1.70,1.70,7.00,1926.00,1.17,4.03,2.3,-2.19,2.21,1.31,0.69,2.45,4.85,0.21,12.88,0.6525,1.244,0.43326258,0.0311,0.0471,0.0579,0.037,0,0.002591667,-0.011299435,4.00E-04,0.0057,0.000642888,0,0.040403,0.038168
2.00,192608.00,2.44,4.14,8.00,1926.00,5.28,0.28,2.11,4.41,2.61,1.08,-0.03,6.11,-2,4.53,13.1,0.66,1.243,0.427050643,0.0327,0.0472,0.0581,0.0373,0,0.002725,-0.005714286,0,0.0044,0.001208628,0,0.029822,0.025747
3.00,192609.00,-0.36,3.78,9.00,1926.00,0.03,-3.34,0.53,-3.51,0.86,0.22,-0.71,0.8,2.06,-0.53,13.4,0.6675,1.242,0.43871294,0.0342,0.0472,0.0579,0.0372,0,0.00285,0.005747126,0.0038,0.0057,0.000740769,0,0.01342,0.009122
4.00,192610.00,-2.98,0.80,10.00,1926.00,-2.59,-9.46,-5.11,2.67,-5.72,-0.99,-3.28,0.13,-2.98,-2.51,12.98,0.675,1.242,0.460334306,0.0358,0.0471,0.0581,0.0367,0,0.002983333,0.005714286,0.0102,0.0097,0.002161148,0,-0.030172,-0.032434
5.00,192611.00,2.69,3.49,11.00,1926.00,6.07,-0.38,1.69,1.59,1.32,1.48,1.35,7.2,5.71,0.85,13.27,0.6825,1.241,0.443308847,0.0335,0.0468,0.0577,0.0358,0,0.002791667,0.005681818,0.016,0.0057,0.000538589,0,0.026937,0.019367
6.00,192612.00,2.28,5.76,12.00,1926.00,0.41,4.8,3.39,4.92,1.46,1.62,2.81,0.42,1.72,1.23,13.49,0.69,1.24,0.441475827,0.0307,0.0468,0.0568,0.0354,0.05088521,0.002558333,0,0.0078,0.0056,0.000464618,0,0.026047,0.020321
7.00,192701.00,0.98,6.75,1.00,1927.00,-1.49,-2.27,0.78,3.68,0.44,0.13,-2.29,6.13,-0.44,5.16,13.21,0.6967,1.229,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,0,-0.00291,-0.005579
8.00,192702.00,5.58,12.33,2.00,1927.00,3.57,6.06,6.38,4.24,8.33,6.98,5.1,2.47,4.88,7.81,13.84,0.7033,1.218,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,0,0.045522,0.040566
9.00,192703.00,-1.39,10.94,3.00,1927.00,-3.23,-2.36,-1.24,-9.15,-1.58,1.35,0.25,-0.2,2.19,0.04,13.93,0.71,1.208,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,0,0.007324,0.00261
10.00,192704.00,1.27,12.20,4.00,1927.00,1.33,-1.17,1.57,-3.93,2.04,0.58,3.33,5.8,1.69,1.44,14.17,0.7167,1.197,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-5.00E-04,0.0055,0.000602589,0,0.013021,0.010907
11.00,192705.00,5.43,17.63,5.00,1927.00,7.13,4.15,6.24,7.43,3.14,1.6,2.11,4.79,9.29,8.42,14.91,0.7233,1.186,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,0,0.062353,0.057096
12.00,192706.00,-1.37,16.26,6.00,1927.00,-2.12,-3.97,-3.57,-0.27,1.57,-2.63,-1.84,3.64,-3.3,-1.25,14.77,0.73,1.175,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,0,-0.02037,-0.025705
13.00,192707.00,5.79,22.05,7.00,1927.00,6.56,6.21,7.82,2.2,7.44,4.36,5.96,8.59,4.18,4.56,15.73,0.7367,1.164,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,3.00E-04,0.00042578,0,0.08445,0.081687
14.00,192708.00,0.89,22.94,8.00,1927.00,1.07,1.74,0.73,-1.96,-1.61,1.31,2.97,0.15,6.17,-1.69,16.43,0.7433,1.153,0.396227409,0.027,0.0456,0.0548,0.0329,0.054525927,0.00225,-0.005780347,0.0076,0.0083,0.001276414,0,0.03332,0.028624
15.00,192709.00,4.02,26.96,9.00,1927.00,2.94,-0.77,1.42,3.97,4.28,5.2,3.75,6,9.42,3.98,17.14,0.75,1.143,0.380586062,0.0268,0.0454,0.0542,0.033,0.094616789,0.002233333,0.005813954,0.0018,0.0149,0.00112335,0,0.053016,0.049095
16.00,192710.00,-2.82,24.13,10.00,1927.00,-1.5,-3.69,-4.63,-4.5,-3.83,-2.33,-3.7,5.15,-4.68,-4.51,16.23,0.7567,1.132,0.413800693,0.0308,0.0451,0.0538,0.0325,0.094370727,0.002566667,0.005780347,0.0099,0.0055,0.001559338,0,-0.046804,-0.04896
17.00,192711.00,8.92,33.06,11.00,1927.00,7.66,11.38,14.47,9.83,14.85,3.66,8.7,5.05,5.96,7.67,17.33,0.7633,1.121,0.379395591,0.0304,0.0449,0.0535,0.032,0.082270951,0.002533333,-0.005747126,0.0097,0.0068,0.000929659,0,0.070546,0.06427
18.00,192712.00,2.43,35.48,12.00,1927.00,3.51,6.59,4.86,0.6,1,3.42,1.83,-1.42,1.8,2.08,17.66,0.77,1.11,0.37468859,0.0317,0.0446,0.0532,0.0316,0.076474752,0.002641667,0,0.0072,0.0068,0.000604204,0,0.019295,0.014403
19.00,192801.00,2.43,37.92,1.00,1928.00,4.18,-1.94,5.22,-0.48,1.8,-1.85,3.89,1.45,8.76,3.3,17.57,0.7767,1.133,0.378669621,0.0331,0.0446,0.0535,0.0321,0.062605155,0.002758333,0,-0.0036,0.0027,0.000860526,0,-0.007182,-0.0092
20.00,192802.00,-1.79,36.13,2.00,1928.00,-2.42,-2.45,-2.69,-2.02,0.08,-0.38,-1.46,-1.89,-1.63,-3.03,17.26,0.7833,1.155,0.386076599,0.0333,0.0446,0.0533,0.0318,0.055172634,0.002775,-0.011560694,0.0061,0.0068,0.000691124,0,-0.012549,-0.016679
21.00,192803.00,7.61,43.74,3.00,1928.00,5.56,14.9,6.48,6.21,13.47,3.2,6.16,8.96,4.95,6.19,19.13,0.79,1.177,0.363254838,0.0327,0.0446,0.0532,0.0317,0.054363937,0.002725,0,0.0045,0.0041,0.001381008,0,0.105752,0.101652
22.00,192804.00,7.75,51.49,4.00,1928.00,3.94,5.23,8.15,26.03,4.84,2.41,5.23,3.36,10.94,7.37,19.75,0.7967,1.2,0.368095261,0.0362,0.0446,0.0533,0.0319,0.049372064,0.003016667,0,-4.00E-04,0.0014,0.00148796,0,0.034725,0.032715
23.00,192805.00,4.89,56.38,5.00,1928.00,2.8,8.92,3.62,-3.41,11.82,6.53,4.62,7.21,1.7,5.11,20,0.8033,1.222,0.354396979,0.039,0.0449,0.0542,0.0327,0.047187376,0.00325,0.005847953,-0.0077,-0.0078,0.001898859,0,0.012325,0.007422
24.00,192806.00,-5.97,50.41,6.00,1928.00,-7.46,-11.47,-7.68,-6.13,-4.77,-6.27,-5.02,-1.46,-3.82,-5.64,19.19,0.81,1.245,0.370299948,0.0392,0.0457,0.0555,0.0326,0.050298789,0.003266667,-0.005813954,0.0041,-0.0024,0.003645477,0,-0.03433,-0.038725
25.00,192807.00,0.27,50.68,7.00,1928.00,0.16,0.19,0.17,1.77,0.17,-0.08,3.24,-0.81,-1.09,-1.02,19.43,0.8167,1.268,0.360648148,0.0412,0.0461,0.0558,0.0344,0.05938033,0.003433333,0,-0.0217,-0.001,0.00167498,0,0.010117,0.008278
26.00,192808.00,5.92,56.60,8.00,1928.00,5.14,10.53,7.57,0.98,5.49,2.33,7.68,9.38,5.72,4.38,20.87,0.8233,1.29,0.324029783,0.0436,0.0464,0.0561,0.0341,0.057398906,0.003633333,0,0.0076,0.0083,0.001229317,0,0.07023,0.065514
27.00,192809.00,4.13,60.72,9.00,1928.00,3,7.73,7.51,7.55,3.23,0.5,3.28,-0.06,4.94,3.6,21.37,0.83,1.312,0.32816581,0.0457,0.0461,0.0559,0.0346,0.027980057,0.003808333,0.011695906,-0.0041,0.003,0.000650464,0,0.022409,0.019937
28.00,192810.00,1.91,62.63,10.00,1928.00,3.15,0.59,1.2,2.31,1.81,7.54,4.45,0.25,-2.22,0,21.68,0.8367,1.335,0.308930838,0.047,0.0461,0.0558,0.0336,0.034019372,0.003916667,-0.005780347,0.0158,0.0083,0.000678846,0,0.013839,0.012055
29.00,192811.00,11.39,74.02,11.00,1928.00,8.63,11.8,12.96,14.61,14.16,8.89,10.37,3.51,18.29,10.7,24.28,0.8433,1.357,0.265525939,0.0426,0.0458,0.0555,0.0338,0.03837201,0.00355,0,3.00E-04,-0.0036,0.001523296,0,0.122975,0.116704
30.00,192812.00,-0.21,73.81,12.00,1928.00,-1.02,1.94,1.98,-7.11,3.64,-2.12,-0.15,-0.48,2.32,-1.11,24.35,0.85,1.38,0.259666667,0.0426,0.0461,0.056,0.034,0.063068738,0.00355,-0.005813954,4.00E-04,0.0084,0.00407747,0,0.006232,0.002888
31.00,192901.00,4.37,78.18,1.00,1929.00,1.93,3.24,6.04,-6.29,7.36,7.86,-2.26,4.61,15.63,5.55,25.74,0.86,1.399,0.245346603,0.0466,0.0462,0.0563,0.0349,0.078448656,0.003883333,0,-0.009,0.0043,0.001700823,0,0.055473,0.053892
32.00,192902.00,0.32,78.50,2.00,1929.00,-2.45,-0.95,2.44,0.98,5.55,-1.51,-0.6,-0.07,-1.52,1.29,25.59,0.87,1.418,0.2454239,0.0439,0.0466,0.0566,0.0363,0.071783137,0.003658333,0,-0.0157,0.003,0.002670117,0,-0.004874,-0.008075
33.00,192903.00,-0.76,77.74,3.00,1929.00,-5.37,-7.01,-2.94,5.21,5.41,10.14,-6.05,-0.5,-2.13,-4.32,25.53,0.88,1.438,0.27230047,0.046,0.047,0.0579,0.0377,0.079804566,0.003833333,-0.005847953,-0.0144,-0.0087,0.003611407,0,0.000154,-0.003213
34.00,192904.00,1.38,79.12,4.00,1929.00,2.4,-1.92,1.07,1.29,4.69,-2.6,0.82,2.42,4.06,1.59,25.94,0.89,1.457,0.263396912,0.048,0.0469,0.058,0.0358,0.099322633,0.004,-0.005882353,0.0275,0.0019,0.002304362,0,0.019559,0.018234
35.00,192905.00,-7.41,71.71,5.00,1929.00,-7.92,-13.89,-13.09,-8.31,-4.37,-7.24,-8.82,-6.92,2.77,-6.35,24.83,0.9,1.476,0.282774621,0.0509,0.047,0.058,0.0373,0.117986668,0.004241667,0.00591716,-0.0162,0.0045,0.004759808,0,-0.041281,-0.046101
36.00,192906.00,8.61,80.32,6.00,1929.00,4.41,7.04,11.75,3,13.39,6.37,7.41,4.73,22.76,5.28,27.62,0.91,1.495,0.253580582,0.048,0.0477,0.0594,0.0367,0.11619736,0.004,0.005882353,0.011,-0.0046,0.00134038,0,0.112294,0.109584
37.00,192907.00,3.41,83.73,7.00,1929.00,0.99,-1.52,1.82,1.66,6.51,10.42,0.83,3.11,7.56,2.75,28.88,0.92,1.514,0.24187518,0.0455,0.0477,0.0595,0.0369,0.11068794,0.003791667,0.011695906,0,0.002,0.001281813,0,0.050014,0.048186
38.00,192908.00,3.37,87.10,8.00,1929.00,-0.08,-2.27,3.25,3.22,6.91,5.06,4.17,-0.54,10.33,3.6,31.71,0.93,1.533,0.221123761,0.047,0.0479,0.0604,0.0375,0.115277315,0.003916667,0,-0.0034,0.002,0.003382102,0,0.094871,0.090733
39.00,192909.00,-3.83,83.27,9.00,1929.00,-3.64,-9.47,-5.17,-3.76,-2.39,-2.88,-3.27,-5.78,2.5,-4.46,30.16,0.94,1.552,0.244868249,0.0458,0.048,0.0612,0.0375,0.121390118,0.003816667,0,0.0027,0.0034,0.003392282,0,-0.050941,-0.053046
40.00,192910.00,-20.91,62.36,10.00,1929.00,-16.81,-29.46,-22.26,-16.25,-26.63,-11.92,-22.88,-17.09,-30.36,-15.46,24.15,0.95,1.572,0.307484187,0.0437,0.0477,0.0611,0.0347,0.159611836,0.003641667,0,0.0382,0.0073,0.053507543,0,-0.18615,-0.188115
41.00,192911.00,-12.12,50.24,11.00,1929.00,-12.89,-14.81,-12.76,-9.35,-20.51,-8.86,-13.73,-4.68,-12.47,-11.09,20.92,0.96,1.591,0.351956476,0.0347,0.0476,0.0603,0.0331,0.177039792,0.002891667,0,0.0236,-0.0018,0.036448746,0,-0.125359,-0.130374
42.00,192912.00,-0.24,50.00,12.00,1929.00,-4.45,-1.11,-3.34,-5.87,4.14,2.52,-6.86,4.01,8.98,-0.42,21.45,0.97,1.61,0.338457824,0.0303,0.0467,0.0595,0.034,0.163522172,0.002525,-0.005780347,-0.0089,0.0192,0.01021463,0,0.027753,0.023571
43.00,193001.00,8.56,58.56,1.00,1930.00,9.36,17.16,14.36,4.51,9.7,3.66,9.14,2.39,5.52,9.77,22.79,0.9708,1.557,0.314816201,0.0339,0.0466,0.0592,0.0347,0.153314199,0.002825,-0.005813954,-0.0057,0.0059,0.001433161,0,0.059632,0.057032
44.00,193002.00,4.00,62.56,2.00,1930.00,3.54,4.99,4.42,-3.15,7.29,5.48,-1.55,5.5,9.11,4.35,23.28,0.9717,1.503,0.310206189,0.0336,0.0469,0.0589,0.0339,0.159255629,0.0028,-0.005847953,0.0129,0.0072,0.001724706,0,0.026041,0.021516
45.00,193003.00,10.30,72.85,3.00,1930.00,7.67,16.76,10.79,24.92,11.39,3.85,2.27,7.68,10.6,7.05,25.14,0.9725,1.45,0.319119189,0.0295,0.0462,0.0573,0.0335,0.145496177,0.002458333,-0.005882353,0.0083,0.0138,0.001504044,0,0.072348,0.069351
46.00,193004.00,-2.87,69.98,4.00,1930.00,-4.88,-11.2,-8.52,1.67,-0.97,0.53,2.28,-3.32,1.34,-5.66,24.9,0.9733,1.397,0.326970598,0.03,0.046,0.057,0.0338,0.129680892,0.0025,0.00591716,-0.0016,0.0084,0.001933862,0,-0.013938,-0.015867
47.00,193005.00,-3.81,66.17,5.00,1930.00,-2.67,-6.39,-3.89,-5.89,-6.99,-2.33,-2.87,-1.81,-1.91,-3.35,24.49,0.9742,1.343,0.331915512,0.0241,0.046,0.0572,0.0329,0.124926807,0.002008333,-0.005882353,0.0139,0.0057,0.004693439,0,-0.011148,-0.015304
48.00,193006.00,-18.08,48.09,6.00,1930.00,-14.86,-27.64,-19.15,-17.68,-24.82,-10.33,-17.88,-14.01,-17.75,-16.67,20.46,0.975,1.29,0.403375453,0.0189,0.0457,0.0578,0.0328,0.131001045,0.001575,-0.00591716,0.0051,0.011,0.014447862,0,-0.155715,-0.159182
49.00,193007.00,4.66,52.75,7.00,1930.00,2.09,8.96,4.65,2.5,6.56,4.88,0.91,8.97,3.95,3.12,21.21,0.9758,1.237,0.390187615,0.0183,0.0452,0.0577,0.0327,0.140550833,0.001525,-0.011904762,0.0034,0.0056,0.004920446,0,0.038713,0.036395
50.00,193008.00,-1.03,51.72,8.00,1930.00,-0.75,-5.44,-2.61,-4.67,0.36,1.49,0.71,1.14,1.17,-1.71,21.37,0.9767,1.183,0.379752101,0.0153,0.0447,0.0573,0.0328,0.121494954,0.001275,-0.006024096,0.0013,0.0136,0.004049927,0,0.011266,0.006691
51.00,193009.00,-13.68,38.04,9.00,1930.00,-12.69,-19.95,-16.19,-17.44,-21.56,-5.65,-10.49,-5.74,-11.88,-15.2,18.59,0.9775,1.13,0.445583211,0.0177,0.0442,0.0565,0.0324,0.127200376,0.001475,0.006060606,0.0074,0.0108,0.003738406,0,-0.123549,-0.127635
52.00,193010.00,-9.71,28.34,10.00,1930.00,-3.58,-15.49,-10.54,-12.93,-15.43,-3.02,-11.81,-5.24,-9.69,-9.32,16.94,0.9783,1.077,0.497954731,0.0174,0.0442,0.0594,0.0324,0.129491358,0.00145,-0.006024096,0.0035,0.0054,0.012876666,0,-0.08368,-0.086394
53.00,193011.00,-2.20,26.14,11.00,1930.00,-1.27,6.37,-2.43,-6.57,-0.66,-2.39,-1.61,-2.67,-6.29,-4.44,16.57,0.9792,1.023,0.504670831,0.014,0.0447,0.0625,0.0322,0.137752868,0.001166667,-0.006060606,0.0042,-0.0012,0.007160072,0,-0.019736,-0.024113
54.00,193012.00,-11.69,14.45,12.00,1930.00,-12.13,-10.5,-14.68,-19.39,-12.84,-2.54,-16.11,-9.73,-4.63,-14.36,15.34,0.98,0.97,0.554745413,0.0148,0.0452,0.0671,0.033,0.113885891,0.001233333,-0.018292683,-0.007,-0.009,0.008166329,0,-0.071479,-0.077707
55.00,193101.00,12.12,26.57,1.00,1931.00,15.34,14.44,11.75,18.09,15.11,4.39,9.99,7.99,5.21,18.92,16.09,0.9667,0.94,0.539152002,0.0124,0.0442,0.0641,0.0343,0.089710832,0.001033333,-0.01242236,-0.0121,0.0203,0.005224312,0,0.059527,0.056729
56.00,193102.00,15.77,42.34,2.00,1931.00,13.34,22.95,17.06,14.37,23.64,6.01,17.06,16.19,15.43,11.64,17.93,0.9533,0.91,0.479667963,0.0106,0.0443,0.0638,0.0338,0.082533364,0.000883333,-0.012578616,0.0085,0.0068,0.002884626,0,0.110943,0.105279
57.00,193103.00,-5.27,37.07,3.00,1931.00,-0.55,-5.06,-7.82,-12.79,-11.27,-1,-1.26,0.65,-4.48,-9.11,16.69,0.94,0.88,0.529125087,0.0138,0.0439,0.0644,0.0332,0.073969172,0.00115,-0.006369427,0.0104,0.0094,0.004168752,0,-0.068939,-0.073451
58.00,193104.00,-13.91,23.16,4.00,1931.00,-14.1,-20.31,-17.47,-17.66,-16.35,-7.46,-10.21,-11.43,-9.96,-14.15,15.09,0.9267,0.85,0.603214498,0.0149,0.044,0.0672,0.0327,0.077768785,0.001241667,-0.006410256,0.0086,0.0067,0.006709266,0,-0.092955,-0.09546
59.00,193105.00,-13.41,9.75,5.00,1931.00,-9.66,-17.07,-16.41,-17.41,-11.98,-8.23,-9.48,-15.91,-11.67,-16.31,13.02,0.9133,0.82,0.709948622,0.0088,0.0437,0.0715,0.0317,0.071367404,0.000733333,-0.012903226,0.0145,0.0134,0.006910695,0,-0.137674,-0.14302
60.00,193106.00,15.64,25.39,6.00,1931.00,15.19,19.09,21.58,21.21,16.41,10.64,7.11,12.23,10.11,22.86,14.83,0.9,0.79,0.607271275,0.0055,0.0436,0.0736,0.0319,0.06374612,0.000458333,-0.013071895,4.00E-04,0.0052,0.02333295,0,0.146492,0.139763
61.00,193107.00,-5.49,19.91,7.00,1931.00,-2.14,-6.73,-9.62,-6.82,-9.92,-0.96,-3.66,-3.3,-2.66,-9.05,13.73,0.8867,0.76,0.673609572,0.0041,0.0436,0.0708,0.0325,0.033993967,0.000341667,0,-0.0042,0.0052,0.007039256,0,-0.075465,-0.07857
62.00,193108.00,-0.76,19.15,8.00,1931.00,-2.27,-3.48,-3.29,8.71,-2.3,-0.2,-0.14,-1.1,0.85,-4.37,13.86,0.8733,0.73,0.654185496,0.0042,0.044,0.0747,0.0326,0.02014481,0.00035,0,0.0012,0.0012,0.00454204,0,0.007779,0.002304
63.00,193109.00,-30.21,-11.07,9.00,1931.00,-27.38,-34.66,-32.23,-32.07,-37.66,-17.37,-28.87,-31.75,-32.02,-28.12,9.71,0.86,0.7,0.944001656,0.0045,0.0455,0.0807,0.0353,0.030352461,0.000375,-0.006622517,-0.0281,-0.0014,0.023458995,0,-0.287461,-0.291524
64.00,193110.00,9.54,-1.52,10.00,1931.00,10.53,13.24,12.38,10.84,13.91,0.98,7.54,13.21,8,4.81,10.53,0.8467,0.67,0.877176109,0.017,0.0499,0.0904,0.0385,0.011253173,0.001416667,-0.006666667,-0.033,-0.0363,0.042501956,0,0.076738,0.072834
65.00,193111.00,-8.61,-10.14,11.00,1931.00,-7.54,-0.95,-9.36,-7.95,-10.22,-13.82,-8.97,-9.05,-4.52,-13.74,9.5,0.8333,0.64,0.971556408,0.0177,0.0494,0.0893,0.0385,0.003378334,0.001475,-0.013422819,0.0027,-0.0189,0.011434544,0,-0.100909,-0.109396
66.00,193112.00,-16.96,-27.09,12.00,1931.00,-13.2,-17.39,-18.21,-21.94,-19.11,-13.49,-20.34,-11.51,-12.76,-21.63,8.12,0.82,0.61,1.170731707,0.0241,0.0532,0.1042,0.0407,-0.012944196,0.002008333,-0.006802721,-0.022,-0.0286,0.021195349,0,-0.137557,-0.145471
67.00,193201.00,5.58,-21.51,1.00,1932.00,6.46,8.62,6.47,8.92,6.74,-1.22,5.84,0.98,-2.15,15.14,7.89,0.7933,0.5933,1.191378184,0.0248,0.052,0.0913,0.039,-0.011577435,0.002066667,-0.020547945,0.0034,-0.0052,0.017376785,0,-0.018803,-0.021067
68.00,193202.00,2.64,-18.87,2.00,1932.00,2.96,2.21,1.29,4.42,3.54,5.31,1.21,-1.71,5.62,1.56,8.29,0.7667,0.5767,1.119842829,0.0242,0.0523,0.0887,0.0367,-0.015727669,0.002016667,-0.013986014,0.0413,-0.0238,0.026715251,0,0.053581,0.045233
69.00,193203.00,-11.08,-29.95,3.00,1932.00,-7.47,-16.49,-12.35,-4.08,-15.39,-4.34,-15.96,-8.89,-10.43,-15.35,7.31,0.74,0.56,1.185862445,0.0225,0.0498,0.0883,0.037,-0.008415512,0.001875,-0.007092199,-0.0018,0.0356,0.013408922,0,-0.118907,-0.125245
70.00,193204.00,-17.52,-47.47,4.00,1932.00,-15.92,-24.83,-19.78,-12.35,-23.4,-20.4,-10.09,-13.65,-16.22,-18.6,5.83,0.7133,0.5433,1.553727874,0.0111,0.0517,0.1046,0.0336,-0.015475088,0.000925,-0.007142857,0.0604,-0.0176,0.019851413,0,-0.205295,-0.207637
71.00,193205.00,-21.02,-68.49,5.00,1932.00,-16.27,-22.91,-20.44,-9.81,-19.63,-18.44,-22.22,-26.3,-29.55,-24.64,4.47,0.6867,0.5267,1.942333482,0.0031,0.0536,0.11,0.0349,-0.034051045,0.000258333,-0.014388489,-0.0188,0.0107,0.023183792,0,-0.232123,-0.240123
72.00,193206.00,2.45,-66.04,6.00,1932.00,7.75,4.12,5.13,2.21,6.82,-10.8,2.37,5.88,-0.29,1.34,4.43,0.66,0.51,2.028478058,0.0034,0.0541,0.11,0.0347,-0.040688628,0.000283333,-0.00729927,0.0065,-9.00E-04,0.034302583,0,0.002768,-0.006507
73.00,193207.00,39.26,-26.78,7.00,1932.00,36.22,37.56,46.85,47.72,46.06,30.19,24.2,30.86,36.79,56.12,6.1,0.6333,0.4933,1.612544071,0.0022,0.0526,0.1079,0.032,-0.029176509,0.000183333,0,0.0481,0.0043,0.020110579,0,0.391838,0.390006
74.00,193208.00,58.67,31.88,8.00,1932.00,57.45,74.74,70.08,43.35,53.99,36.21,67.83,40.14,65.6,77.27,8.39,0.6067,0.4767,1.187807545,0.0014,0.0491,0.0822,0.0321,-0.015063223,0.000116667,-0.007352941,3.00E-04,0.0436,0.040019306,0,0.401979,0.394164
75.00,193209.00,-4.45,27.44,9.00,1932.00,-4.98,2.85,-6.22,-7.89,-7.81,1.85,-3.94,-2.82,-7.78,-7.73,8.08,0.58,0.46,1.214365567,3.00E-04,0.047,0.0761,0.0319,0.000704981,2.50E-05,-0.007407407,0.0057,0.0301,0.043298566,0,-0.029526,-0.034118
76.00,193210.00,-15.76,11.68,10.00,1932.00,-13.58,-22.86,-18.3,-8.48,-18.75,-11.86,-14.84,-17.01,-13.79,-18.1,6.96,0.5533,0.4433,1.403877221,1.00E-04,0.0464,0.0787,0.0322,-0.002873481,8.33E-06,-0.007462687,-0.0017,0.0074,0.035644759,0,-0.142069,-0.143263
77.00,193211.00,-6.14,5.54,11.00,1932.00,-7.61,-7.44,-4.51,-4.45,-8.74,-1.24,-6.82,-3.77,-6.58,-10.25,6.55,0.5267,0.4267,1.542147294,1.00E-04,0.0463,0.0824,0.0322,-0.003321391,8.33E-06,-0.007518797,0.0032,0.0073,0.023316603,0,-0.052228,-0.058702
78.00,193212.00,-2.70,2.84,12.00,1932.00,-2.19,-5.77,-3.53,-4.94,-2.34,-0.48,-5.65,-0.92,3.05,-4.19,6.89,0.5,0.41,1.442084301,4.00E-04,0.0459,0.0842,0.0315,-0.005031571,3.33E-05,-0.007575758,0.0131,0.0139,0.010223099,0,0.061569,0.053749
79.00,193301.00,1.47,4.31,1.00,1933.00,2.81,2.61,4.37,-1.49,5.86,-0.55,0.53,-1.45,-5.68,7.7,6.94,0.495,0.4125,1.426929392,7.00E-04,0.0444,0.0801,0.0308,-0.006489814,5.83E-05,-0.015267176,0.0148,0.0547,0.005916609,0,0.013938,0.012575
80.00,193302.00,-15.57,-11.25,2.00,1933.00,-7.95,-25.58,-17.09,-9.45,-16.57,-12.29,-17.35,-11.27,-21.74,-16.37,5.66,0.49,0.415,1.690990465,1.00E-04,0.0448,0.0837,0.0325,-0.005816755,8.33E-06,-0.015503876,-0.0258,-0.0523,0.015666928,0,-0.179558,-0.186035
81.00,193303.00,6.54,-4.71,3.00,1933.00,14.73,4.63,15.51,8.54,9.86,-1.54,17.79,5.31,-12.56,3.14,5.85,0.485,0.4175,1.476534296,0.0134,0.0468,0.0891,0.0321,-0.021882756,0.001116667,-0.007874016,0.0097,0.0047,0.037454111,0,0.038627,0.032581
82.00,193304.00,44.90,40.18,4.00,1933.00,53.81,63.74,59.84,39.08,54.68,34.49,43.53,23.01,35.11,41.66,8.32,0.48,0.42,1.119015048,0.0045,0.0478,0.0912,0.0325,-0.006368252,0.000375,0,-0.0032,-0.0095,0.029151226,0,0.414312,0.412291
83.00,193305.00,53.02,93.21,5.00,1933.00,46.49,81.29,61.6,60.58,50.54,19.21,64.61,34.64,45.53,65.74,9.64,0.475,0.4225,0.928384973,0.0029,0.0463,0.0774,0.0308,-0.00300091,0.000241667,0,0.0303,0.0588,0.011963833,0,0.174816,0.170167
84.00,193306.00,20.30,113.51,6.00,1933.00,22.82,32.34,20.44,21.85,16.12,12.65,24.68,9,20.45,22.65,10.91,0.47,0.425,0.833503159,7.00E-04,0.0446,0.0707,0.0306,0.00076157,5.83E-05,0.007936508,0.005,0.019,0.019819363,0,0.137498,0.133994
85.00,193307.00,-10.35,103.16,7.00,1933.00,-9.05,-13.2,-10.41,-14.29,-6.68,0.95,-12.9,-18.42,-17.24,-2.23,9.95,0.465,0.4275,0.901178804,0.0019,0.0436,0.0662,0.0309,0.002714313,0.000158333,0.031496063,-0.0017,0.0161,0.032868097,0,-0.084736,-0.085471
86.00,193308.00,9.80,112.96,8.00,1933.00,10.54,14.63,13.08,15.25,15.62,6.11,10.12,3.55,1.55,7.59,11.09,0.46,0.43,0.798750122,1.00E-04,0.043,0.0677,0.0308,0.00214742,8.33E-06,0.007633588,0.0044,0.0093,0.011878964,0,0.123272,0.119807
87.00,193309.00,-14.14,98.83,9.00,1933.00,-13.86,-16.98,-14.43,-9.18,-14.81,-8.52,-15.37,-7.25,-23.04,-17.91,9.83,0.455,0.4325,0.867996604,4.00E-04,0.0436,0.0727,0.0308,-0.000458363,3.33E-05,0,0.0023,-0.0014,0.014249909,0,-0.118045,-0.121112
88.00,193310.00,-10.08,88.75,10.00,1933.00,-8.57,-13.39,-10.75,-9.68,-13.04,-7.82,-10.63,-4.94,-10.32,-11.62,8.96,0.45,0.435,0.927858439,9.00E-04,0.0434,0.0749,0.0315,0.00346314,7.50E-05,0,-0.0091,0.004,0.02767577,0,-0.090623,-0.091588
