Index,YM,Average,CumSumAverage,Month,Year,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Index,D12,E12,b.m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
271.00,194901.00,1.96,359.10,1.00,1949.00,4.07,1.15,1.33,-3.88,-2.27,4.51,3.26,4.85,4.51,2.02,15.22,0.9467,2.32,0.832402858,0.0117,0.0271,0.0346,0.0233,0.013297671,0.000975,-0.004149378,0.0082,0.0038,0.001312986,0.001776735,0.002676,0.001377
272.00,194902.00,-4.27,354.83,2.00,1949.00,-3.7,-6.35,-4.13,-5.41,-6.86,-6.76,-3.29,-2.45,0.45,-4.21,14.62,0.9633,2.35,0.861550907,0.0117,0.0271,0.0345,0.0231,0.017219044,0.000975,-0.008333333,0.0049,0.0038,0.001409679,0.002169999,-0.031639,-0.041472
273.00,194903.00,6.03,360.86,3.00,1949.00,5.32,7.32,5.93,6.54,4.87,6.64,5.56,6.21,5.44,6.47,15.06,0.98,2.38,0.901750424,0.0117,0.027,0.0347,0.0227,0.014658966,0.000975,0,0.0074,7.00E-04,0.001120894,0.002717067,0.033981,0.029349
274.00,194904.00,-3.03,357.84,4.00,1949.00,-2.43,-6.82,-4.79,-1.56,-5.28,-7.73,-0.91,0.26,0.75,-1.75,14.74,0.9933,2.3867,0.917499713,0.0117,0.027,0.0345,0.0227,0.015288746,0.000975,0.004201681,0.0011,0.0023,0.000499271,0.003658064,-0.018691,-0.021717
275.00,194905.00,-4.05,353.78,5.00,1949.00,-2.23,-6.52,-5.27,-5.93,-6.38,-4.46,-0.98,-2.68,-0.57,-5.52,14.19,1.0067,2.3933,0.948562604,0.0117,0.0271,0.0345,0.0227,0.016901438,0.000975,-0.0041841,0.0019,0.0038,0.00100766,0.003421857,-0.029423,-0.037792
276.00,194906.00,-0.16,353.62,6.00,1949.00,0.45,-0.93,-1.64,-0.41,-3.55,3.46,2.55,1.04,-0.89,-1.66,14.16,1.02,2.4,0.953888424,0.0117,0.0271,0.0347,0.0217,0.016812418,0.000975,0.004201681,0.0167,0.0084,0.001697812,0.004091914,0.001744,-0.003269
277.00,194907.00,6.00,359.62,7.00,1949.00,5.94,9.38,6.77,6.12,7.73,3.87,3.86,5.39,5.22,5.72,15.04,1.0267,2.3967,0.907799,0.0102,0.0267,0.0346,0.0216,0.0195114,0.00085,-0.008368201,0.0033,0.0099,0.000640881,0.003622809,0.062732,0.061657
278.00,194908.00,2.56,362.18,8.00,1949.00,2.59,2.13,2.21,6.26,1.57,1.35,2.31,0.81,4.37,1.96,15.22,1.0333,2.3933,0.893876637,0.0104,0.0262,0.034,0.021,0.019440801,0.000866667,0.004219409,0.0111,0.0037,0.001073536,0.003721688,0.0218,0.011738
279.00,194909.00,5.47,367.65,9.00,1949.00,3.08,6.08,4.08,4.34,4.99,15.09,4.45,3.5,4.52,4.54,15.58,1.04,2.39,0.875020547,0.0107,0.026,0.0337,0.0212,0.023343408,0.000891667,0.004201681,-0.0011,0.0021,0.001547594,0.002629813,0.027415,0.024293
280.00,194910.00,3.97,371.61,10.00,1949.00,3.4,6.96,4.4,3.72,4.38,6.21,1.55,3.45,0.89,4.72,16.04,1.0733,2.3667,0.842566213,0.0105,0.0261,0.0336,0.0212,0.0222333,0.000875,-0.008368201,0.0019,0.0067,0.000613502,0.002996892,0.02978,0.028437
281.00,194911.00,0.94,372.56,11.00,1949.00,0.93,2.89,1.17,-1.21,1.05,-1.73,0.29,2.58,3.71,-0.24,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.02364316,9.00E-04,0.004219409,0.0021,0.0021,0.000908862,0.004004392,0.020738,0.000482
282.00,194912.00,7.50,380.05,12.00,1949.00,6.8,9.42,7.29,1.56,9.35,13.93,5.89,8.13,4.06,8.53,16.76,1.14,2.32,0.796429284,0.011,0.0258,0.0331,0.0209,0.027175585,0.000916667,-0.008403361,0.0052,-0.0145,0.00047324,0.004252018,0.050984,0.046034
283.00,195001.00,3.96,384.01,1.00,1950.00,4.6,4.76,3.1,1.76,9.71,1.51,3.01,2.16,3.97,4.98,17.05,1.15,2.3367,0.79141682,0.0107,0.0257,0.0324,0.0215,0.027102233,0.000891667,-0.004237288,-0.0061,0.0037,0.000989153,0.004458223,0.019703,0.018245
284.00,195002.00,1.85,385.86,2.00,1950.00,-0.68,2.96,2.51,-0.84,4.31,0.88,0.92,3.93,3,1.52,17.22,1.16,2.3533,0.784998034,0.0112,0.0258,0.0324,0.0214,0.025491645,0.000933333,0,0.0021,7.00E-04,0.000426014,0.004246494,0.019603,0.009975
285.00,195003.00,0.90,386.76,3.00,1950.00,-0.55,1.67,-1.17,3.43,3.19,6.48,-1.58,-2.92,0.95,-0.55,17.29,1.17,2.37,0.825527785,0.0112,0.0258,0.0324,0.0215,0.029291342,0.000933333,0.004255319,8.00E-04,0.0022,0.000624303,0.00455264,0.008185,0.003542
286.00,195004.00,6.28,393.04,4.00,1950.00,1.82,10.33,6.19,4.09,8.77,19.07,2.75,5.63,0.21,3.94,18.07,1.18,2.4267,0.796497471,0.0115,0.026,0.0323,0.0214,0.026397519,0.000958333,0,0.003,-8.00E-04,0.000714011,0.004022212,0.045887,0.044493
287.00,195005.00,2.48,395.52,5.00,1950.00,3.24,3.74,4.33,9.24,-0.05,-2.72,2.53,1.45,1.25,1.78,18.78,1.19,2.4833,0.761346343,0.0116,0.0261,0.0325,0.0213,0.028572264,0.000966667,0.004237288,0.0033,-8.00E-04,0.000641263,0.003803212,0.046902,0.03759
288.00,195006.00,-7.72,387.80,6.00,1950.00,-6.73,-9.71,-7.66,-7,-9.47,-9.47,-4.91,-6.37,-7.69,-8.19,17.69,1.2,2.54,0.813447468,0.0115,0.0262,0.0328,0.0216,0.030396659,0.000958333,0.004219409,-0.0025,0.0023,0.005855717,0.004115374,-0.054224,-0.057849
289.00,195007.00,2.53,390.32,7.00,1950.00,6.35,1.66,6.79,10.7,-0.64,-2.26,1.89,-3.18,-4.75,8.69,17.84,1.2433,2.6,0.812320917,0.0116,0.0265,0.0332,0.0214,0.030117347,0.000966667,0.012605042,0.0055,0.0069,0.00311025,0.004320331,0.016981,0.015875
290.00,195008.00,5.38,395.70,8.00,1950.00,4.19,7.72,5.74,5.72,6.82,7.9,4.41,4.05,4.03,3.25,18.42,1.2867,2.66,0.784340849,0.012,0.0261,0.0323,0.0214,0.029550872,0.001,0.008298755,0.0014,0.0038,0.001075605,0.004452678,0.048063,0.031526
291.00,195009.00,5.36,401.06,9.00,1950.00,4.52,6.17,5.75,2.41,7.4,4.54,6.69,5.85,4.23,6.01,19.45,1.33,2.72,0.751457855,0.013,0.0264,0.0321,0.022,0.025914209,0.001083333,0.004115226,-0.0072,-0.0039,0.001318373,0.004031833,0.059466,0.05651
292.00,195010.00,-0.94,400.12,10.00,1950.00,-0.17,-2.21,0.31,0.04,-3.41,-2.02,-1.26,0.55,-1,-0.25,19.53,1.3767,2.76,0.755966402,0.0131,0.0267,0.0322,0.0225,0.027341038,0.001091667,0.008196721,-0.0048,-8.00E-04,0.001759407,0.003975191,0.005084,0.003425
293.00,195011.00,2.05,402.17,11.00,1950.00,0.93,-0.56,5.5,5.48,1.74,-1.29,0.81,3.28,-0.89,5.52,19.51,1.4233,2.8,0.747363796,0.0136,0.0267,0.0322,0.0224,0.025540133,0.001133333,0.004065041,0.0035,0.0054,0.002457673,0.004886765,0.02243,-7.30E-05
294.00,195012.00,7.23,409.40,12.00,1950.00,6.8,10.05,8.74,10.35,5.25,2.26,4.73,6.3,3.86,13.95,20.41,1.47,2.84,0.722538442,0.0134,0.0267,0.032,0.0224,0.031358256,0.001116667,0.012145749,0.0016,0.0023,0.002489541,0.005662515,0.055425,0.051025
295.00,195101.00,6.97,416.37,1.00,1951.00,6.77,9.26,8.48,6.28,9.77,4.31,7.68,4.05,6.17,6.91,21.66,1.4867,2.8367,0.683599245,0.0134,0.0266,0.0317,0.0221,0.030045078,0.001116667,0.016,0.0058,0.0019,0.001704689,0.005636073,0.065105,0.063309
296.00,195102.00,1.81,418.18,2.00,1951.00,1.32,1.49,0.84,0.05,2.89,4.47,1.71,2.16,2.72,0.49,21.8,1.5033,2.8333,0.674866098,0.0136,0.0266,0.0316,0.0228,0.031120052,0.001133333,0.011811024,-0.0074,-0.0044,0.000650644,0.00551025,0.014546,0.004185
297.00,195103.00,-2.76,415.42,3.00,1951.00,-3.96,-3.02,-3.79,-3.31,-3.39,-1.93,-3.82,-0.04,-0.67,-3.68,21.4,1.52,2.83,0.7813946,0.014,0.0278,0.0323,0.0241,0.032686771,0.001166667,0.003891051,-0.0157,-0.0237,0.001227665,0.005749029,-0.017484,-0.019706
298.00,195104.00,4.11,419.53,4.00,1951.00,2.1,4.01,6.47,8.62,4.79,2.81,-0.01,8.9,0.95,2.44,22.43,1.5333,2.7933,0.749430788,0.0147,0.0287,0.0335,0.0248,0.032092479,0.001225,0,-0.0063,-9.00E-04,0.000848198,0.004406234,0.049108,0.047903
299.00,195105.00,-2.55,416.97,5.00,1951.00,-1.31,-3.8,-2.79,-3.65,-2.71,-5.98,-1.93,-0.23,0.74,-3.88,21.52,1.5467,2.7567,0.777889045,0.0155,0.0289,0.034,0.0254,0.030675027,0.001291667,0.003875969,-0.0069,-0.0015,0.00140742,0.003968667,-0.029979,-0.040917
300.00,195106.00,-3.93,413.05,6.00,1951.00,-4.57,-7.66,-5.53,-1.25,-3.85,-5.38,-3.3,-1.45,-0.88,-5.4,20.96,1.56,2.72,0.800362677,0.0145,0.0294,0.0349,0.0259,0.036341121,0.001208333,0,-0.0062,-0.0093,0.001136773,0.004064516,-0.025848,-0.028186
301.00,195107.00,6.28,419.33,7.00,1951.00,2.63,4.31,8.78,9.41,4.91,7.4,2.68,10.8,5.02,6.86,22.4,1.5467,2.65,0.753121849,0.0156,0.0294,0.0353,0.0252,0.032598596,0.0013,0,0.0138,0.0205,0.001408208,0.003715416,0.070935,0.070014
302.00,195108.00,4.46,423.79,8.00,1951.00,3.16,6.51,5.74,5.44,6.18,6.56,4.21,-0.63,2.89,4.56,23.28,1.5333,2.58,0.718593895,0.0162,0.0288,0.035,0.0246,0.0303212,0.00135,0,0.0099,0.0114,0.00058178,0.003921612,0.05022,0.038396
303.00,195109.00,1.88,425.67,9.00,1951.00,0.41,2.4,2.7,2.27,2.91,0.57,2.29,0.02,1.12,4.09,23.26,1.52,2.51,0.716182328,0.0163,0.0284,0.0346,0.0253,0.028799506,0.001358333,0.007722008,-0.008,-0.0057,0.000254769,0.00393371,0.002868,0.001195
304.00,195110.00,-2.80,422.87,10.00,1951.00,-2.19,-2.86,-2.55,-0.85,-3.63,-6.55,-3.48,-3.58,0.96,-3.22,22.94,1.4833,2.4867,0.740232514,0.0154,0.0289,0.035,0.0254,0.029144255,0.001283333,0.003831418,0.001,-0.0145,0.001511076,0.003841898,-0.013321,-0.015088
305.00,195111.00,1.18,424.05,11.00,1951.00,-0.7,1.56,0.14,-0.24,2.53,4.73,1,-1.33,2.02,2.04,22.88,1.4467,2.4633,0.74329238,0.0156,0.0296,0.0356,0.0264,0.031620967,0.0013,0.007633588,-0.0136,-0.0061,0.001023982,0.004017421,0.011388,-0.002574
306.00,195112.00,1.61,425.66,12.00,1951.00,0.54,1.72,2.12,1.71,2.93,0.58,-0.59,3.19,2.89,1,23.77,1.41,2.44,0.721316347,0.0173,0.0301,0.0361,0.0269,0.036150788,0.001441667,0.003787879,-0.0061,0.0058,0.000427036,0.004146893,0.041815,0.038467
307.00,195201.00,2.01,427.67,1.00,1952.00,0.4,0.3,1.59,6.77,0.73,2,0.48,2.52,3.21,2.1,24.14,1.4133,2.4267,0.717425838,0.0157,0.0298,0.0359,0.0268,0.035150698,0.001308333,0,0.0028,0.0199,0.000538421,0.003515476,0.017768,0.016303
308.00,195202.00,-1.87,425.80,2.00,1952.00,-1.54,-1.61,-3.16,-2.21,-1.5,-1.36,-1.84,-3.56,-0.23,-1.69,23.26,1.4167,2.4133,0.746693325,0.0154,0.0293,0.0353,0.0269,0.034871705,0.001283333,-0.00754717,0.0014,-0.0085,0.000931601,0.003638871,-0.025241,-0.035743
309.00,195203.00,2.56,428.35,3.00,1952.00,1.69,3.5,2.7,6.11,3.51,0.09,1.58,0.21,1.69,4.47,24.37,1.42,2.4,0.751874119,0.0159,0.0296,0.0351,0.0263,0.032094137,0.001325,0,0.0111,0.0076,0.000631815,0.00332273,0.052805,0.050655
310.00,195204.00,-4.11,424.24,4.00,1952.00,-3.55,-4.42,-6.04,-7.58,-2.94,-3.59,-2.54,-4.83,-1.72,-3.91,23.32,1.43,2.38,0.7863991,0.0157,0.0293,0.035,0.0254,0.033231449,0.001308333,0.003802281,0.0171,-4.00E-04,0.000807835,0.003839016,-0.041423,-0.043268
311.00,195205.00,2.11,426.35,5.00,1952.00,1.93,2.51,2.31,3.19,1.13,0.44,2.65,1.06,3.23,2.63,23.86,1.44,2.36,0.770517989,0.0167,0.0293,0.0349,0.0257,0.032149121,0.001391667,0,-0.0033,0.0031,0.000526453,0.004511025,0.033698,0.023274
312.00,195206.00,2.79,429.14,6.00,1952.00,1.89,2.09,3.48,4.35,4.08,2.18,3.05,0.95,1.67,4.14,24.96,1.45,2.34,0.738715088,0.017,0.0294,0.035,0.0259,0.02773127,0.001416667,0.003787879,3.00E-04,0.0016,0.000325271,0.004430721,0.047832,0.045795
313.00,195207.00,0.84,429.98,7.00,1952.00,0.1,1.1,1.8,-0.97,1.65,3.11,1.25,-2.22,1.87,0.74,25.4,1.45,2.3467,0.724710259,0.0181,0.0295,0.035,0.0261,0.027922825,0.001508333,0.00754717,-0.002,0.0016,0.000344882,0.00411256,0.019129,0.017659
314.00,195208.00,0.22,430.20,8.00,1952.00,0.86,1.25,-0.69,-2.29,0.56,0.64,-0.24,-0.01,2.2,-0.07,25.03,1.45,2.3533,0.736620128,0.0183,0.0294,0.0351,0.0267,0.028042879,0.001525,0,-0.007,0.0063,0.000289537,0.003761577,-0.005674,-0.015007
315.00,195209.00,-0.87,429.33,9.00,1952.00,-2.32,-0.09,-2.3,-4.06,1.67,2.28,-1.07,-2.25,0.66,-1.2,24.54,1.45,2.36,0.748678911,0.0171,0.0295,0.0352,0.0277,0.031038055,0.001425,0,-0.013,-0.0018,0.000441173,0.003504369,-0.018085,-0.020098
316.00,195210.00,-0.83,428.50,10.00,1952.00,-1.87,-0.59,-1.5,0.02,-0.5,0,-0.99,-1.48,-0.22,-1.16,24.52,1.4367,2.3733,0.752516436,0.0174,0.0301,0.0354,0.0269,0.029927312,0.00145,0,0.0148,0.0039,0.001026218,0.003575481,0.00032,-0.001244
317.00,195211.00,5.24,433.74,11.00,1952.00,4.92,5.79,6.65,2.42,6.64,5.77,3.64,5.39,5.01,6.19,25.66,1.4233,2.3867,0.714235352,0.0185,0.0298,0.0353,0.0272,0.026550152,0.001541667,0,-0.0015,0.0108,0.000459089,0.003542352,0.061382,0.048273
318.00,195212.00,2.03,435.77,12.00,1952.00,2.2,1.78,1.9,4.82,2.91,0.76,0.73,-0.26,1.86,3.6,26.57,1.41,2.4,0.694073313,0.0209,0.0297,0.0351,0.0279,0.026534716,0.001741667,0,-0.0086,-0.0091,0.000267718,0.003445919,0.038215,0.035725
319.00,195301.00,2.07,437.85,1.00,1953.00,2.83,4.48,2.95,-1.42,1.68,6.22,2.17,-2.37,1.06,3.11,26.38,1.41,2.41,0.699175208,0.0196,0.0302,0.0351,0.0279,0.025934035,0.001633333,-0.003745318,0.0012,-0.008,0.000400959,0.003321363,-0.006207,-0.006795
320.00,195302.00,1.55,439.40,2.00,1953.00,2.69,1.65,1.02,0.36,0.72,4.57,0.79,2.07,1.07,0.6,25.9,1.41,2.42,0.712702712,0.0197,0.0307,0.0353,0.0287,0.026515491,0.001641667,-0.003759399,-0.0087,-0.004,0.000490664,0.003114091,-0.00754,-0.017804
321.00,195303.00,-0.76,438.64,3.00,1953.00,-1,-2.67,-1.9,2.58,-2.38,-1.32,0.03,-0.02,0.56,-1.47,25.29,1.41,2.43,0.762496874,0.0201,0.0312,0.0357,0.0294,0.024013353,0.001675,0.003773585,-0.0088,-0.0033,0.000682653,0.002897312,-0.022288,-0.024368
322.00,195304.00,-1.81,436.83,4.00,1953.00,-0.84,-3.31,-2.57,-3.62,-2.48,4.63,-1.59,-2.47,-3.14,-2.7,24.62,1.4133,2.4567,0.776706097,0.0219,0.0323,0.0365,0.0303,0.026293154,0.001825,0,-0.0105,-0.0248,0.001271595,0.00339691,-0.025308,-0.026832
323.00,195305.00,0.51,437.34,5.00,1953.00,0.73,-0.6,0.54,1.44,-0.2,0.51,0.88,0.65,-0.33,1.46,24.54,1.4167,2.4833,0.78375202,0.0216,0.0334,0.0378,0.0314,0.027225579,0.0018,0.003759399,-0.0148,-0.003,0.000593167,0.002853477,0.007401,-0.00273
324.00,195306.00,-2.66,434.68,6.00,1953.00,-3.04,-5.27,-3.54,-1.48,-2.98,1.78,-3.04,-3.13,-2.85,-3.04,24.14,1.42,2.51,0.795496906,0.0211,0.034,0.0386,0.0301,0.0274619,0.001758333,0.003745318,0.0223,0.0109,0.001105692,0.002853784,-0.014266,-0.016183
325.00,195307.00,1.96,436.64,7.00,1953.00,1.78,0.39,1.58,1.79,1.48,3.23,1.89,2.58,3.22,1.62,24.75,1.42,2.5233,0.774929189,0.0204,0.0328,0.0386,0.0301,0.02615187,0.0017,0,0.0039,0.0177,0.000581015,0.002560598,0.026314,0.024844
326.00,195308.00,-4.50,432.14,8.00,1953.00,-4.23,-6.42,-5.87,-7.58,-6.57,-2.46,-2.71,-1.86,-0.21,-7.07,23.32,1.42,2.5367,0.816935916,0.0204,0.0324,0.0385,0.0303,0.028087025,0.0017,0.003731343,-8.00E-04,-0.0085,0.000681474,0.002485169,-0.050101,-0.060097
327.00,195309.00,-0.67,431.47,9.00,1953.00,-1.56,-2.64,-0.7,-3.25,2.26,2.11,-1.32,-0.38,1.27,-2.45,23.35,1.42,2.55,0.808210877,0.0179,0.0329,0.0388,0.0284,0.025876606,0.001491667,0,0.0299,0.0253,0.001105643,0.002609423,0.002187,7.20E-05
328.00,195310.00,3.53,435.00,10.00,1953.00,1.37,6.61,4.99,4.23,3.97,2.72,0.77,2.7,4.68,3.26,24.54,1.43,2.5367,0.77372104,0.0138,0.0316,0.0382,0.0281,0.024695232,0.00115,0.003717472,0.0074,0.0227,0.000572852,0.00261672,0.051046,0.049806
329.00,195311.00,2.45,437.46,11.00,1953.00,0.55,1.94,2.77,2.12,1.03,3.52,0.63,6.31,2.91,2.75,24.76,1.44,2.5233,0.758431958,0.0144,0.0311,0.0375,0.0286,0.025798002,0.0012,-0.003703704,-0.0049,-0.0073,0.000376498,0.002867828,0.023763,0.009879
330.00,195312.00,-1.42,436.03,12.00,1953.00,-1.82,-3.1,-1.32,-1.58,-0.67,-2.33,-2.05,0.05,0.84,-2.26,24.81,1.45,2.51,0.759700961,0.016,0.0313,0.0374,0.0274,0.024822272,0.001333333,0,0.0206,0.0172,0.000417269,0.00279331,0.001713,-0.001189
331.00,195401.00,6.61,442.64,1.00,1954.00,6.57,6.79,7.95,10.12,7.3,3.75,6.72,5.92,3.51,7.46,26.08,1.4567,2.5233,0.729847122,0.0118,0.0306,0.0371,0.0291,0.02338334,0.000983333,0,0.0089,0.0124,0.000498225,0.002572827,0.053486,0.052586
332.00,195402.00,1.51,444.15,2.00,1954.00,0.7,0.26,1.53,1.97,1.88,3.37,0.16,1.34,2.13,1.73,26.15,1.4633,2.5367,0.72451959,0.0097,0.0295,0.0361,0.0279,0.022562565,0.000808333,0,0.024,0.0198,0.000340713,0.00259655,0.012916,0.002343
333.00,195403.00,2.24,446.39,3.00,1954.00,1.11,1.33,4.39,2.84,4.01,1.65,1.31,0.15,2.78,2.86,26.94,1.47,2.55,0.804915818,0.0103,0.0286,0.0351,0.0278,0.022093476,0.000858333,0,0.0058,0.0039,0.000356549,0.002326738,0.03053,0.028423
334.00,195404.00,1.57,447.96,4.00,1954.00,-0.97,-0.8,2.95,3.33,3.54,2.03,0.03,2.18,1.16,2.24,28.26,1.4633,2.5733,0.765039301,0.0097,0.0285,0.0347,0.0273,0.020856233,0.000808333,-0.003717472,0.0104,-0.0034,0.000730702,0.002569204,0.048358,0.04714
335.00,195405.00,3.70,451.66,5.00,1954.00,4.74,4.57,4.73,3.99,2.52,3.61,2.48,2.33,2.63,5.43,29.19,1.4567,2.5967,0.745976976,0.0076,0.0288,0.0347,0.0279,0.018492588,0.000633333,0.003731343,-0.0087,-0.0042,0.000429853,0.00236119,0.042777,0.033606
336.00,195406.00,0.96,452.62,6.00,1954.00,1.3,0.85,1.62,-2.79,3.78,0.83,1.63,-0.31,1.35,1.35,29.21,1.45,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.018357419,0.000533333,0,0.0163,0.0063,0.000935429,0.001838346,0.002467,0.000533
337.00,195407.00,7.00,459.63,7.00,1954.00,7.69,5.72,7.69,2.81,7.72,9.03,8.77,7.08,5.85,7.67,30.88,1.4567,2.6233,0.702172913,0.0072,0.0289,0.035,0.0266,0.017707472,6.00E-04,0,0.0134,0.004,0.000613307,0.002042287,0.058701,0.05778
338.00,195408.00,-0.86,458.77,8.00,1954.00,-1.35,-1.34,-1.36,0.57,-3.21,0.67,0.33,-1.74,-1.35,0.22,29.83,1.4633,2.6267,0.727516379,0.0092,0.0287,0.0349,0.0269,0.017527531,0.000766667,0,-0.0036,0.0018,0.001144967,0.001982037,-0.025894,-0.034753
339.00,195409.00,4.64,463.41,9.00,1954.00,3.1,5.02,4.84,6.89,6.1,4.61,4.27,5.43,1.9,4.28,32.31,1.47,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.016884189,0.000841667,-0.003717472,-0.001,0.004,0.00069179,0.002207768,0.0825,0.080888
340.00,195410.00,-0.68,462.74,10.00,1954.00,-0.62,-1.12,-0.23,-1.46,-0.26,1.61,-2.33,0.28,-3.51,0.88,31.68,1.4933,2.6767,0.693758164,0.0098,0.0287,0.0346,0.0271,0.017579611,0.000816667,0,6.00E-04,0.004,0.000499174,0.002914384,-0.017867,-0.018659
341.00,195411.00,8.91,471.64,11.00,1954.00,6.42,6.41,11.08,9.44,12.28,9.19,6.64,12.04,5.01,10.55,34.24,1.5167,2.7233,0.631641544,0.0093,0.0289,0.0345,0.0274,0.014153219,0.000775,0,-0.0025,0.0025,0.001266826,0.003319816,0.095774,0.082712
342.00,195412.00,8.85,480.49,12.00,1954.00,6.98,8.98,9.5,9.49,8,13.85,7.04,8,3.88,12.77,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.026992813,0.000958333,-0.003731343,0.0064,0.0017,0.000882281,0.002845475,0.054288,0.052361
343.00,195501.00,1.28,481.77,1.00,1955.00,1.75,2.12,1.18,-0.08,1.87,3.36,1.4,-2.24,1.51,1.94,36.63,1.5467,2.8333,0.597558888,0.0122,0.0293,0.0345,0.0286,0.026412209,0.001016667,0,-0.0241,-0.0097,0.002517398,0.002790374,0.018076,0.017591
344.00,195502.00,4.03,485.81,2.00,1955.00,2.42,5.35,5.32,3.57,6.58,2.54,2.48,3.8,3.84,4.41,36.76,1.5533,2.8967,0.593148324,0.0117,0.0293,0.0347,0.0292,0.028044653,0.000975,0,-0.0078,-0.0063,0.000604031,0.002469542,0.013526,0.005446
345.00,195503.00,0.66,486.47,3.00,1955.00,-0.29,-0.07,0.13,0.84,0.22,2.75,-1.57,4.59,-0.89,0.92,36.58,1.56,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.027968342,0.001066667,0,0.0087,0.0092,0.002482548,0.002822056,-0.002242,-0.003851
346.00,195504.00,2.89,489.36,4.00,1955.00,2.2,3.98,1.74,0.57,2.55,5.49,2.45,4.12,2.58,3.23,37.96,1.5633,3.0467,0.584987666,0.0159,0.0301,0.0349,0.029,0.026509679,0.001325,0,1.00E-04,-1.00E-04,0.00062805,0.00123108,0.039843,0.038885
347.00,195505.00,0.80,490.16,5.00,1955.00,-0.52,0.35,0.59,0.6,0.94,1.3,1.63,1.05,-0.06,2.09,37.91,1.5667,3.1333,0.586075413,0.0145,0.0304,0.035,0.0287,0.025418715,0.001208333,0,0.0073,-0.0018,0.000745073,0.001413363,0.006433,-0.001081
348.00,195506.00,2.66,492.82,6.00,1955.00,1.91,2.12,5.28,7.09,3.35,-2.27,3.83,1.47,1.66,2.19,41.03,1.57,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,0.025363932,0.001175,0,-0.0076,0.0029,0.000645744,0.000454198,0.0813,0.07993
349.00,195507.00,1.15,493.97,7.00,1955.00,1.92,3.07,0.17,-0.58,-2.76,4.31,1.98,1.02,3.31,-0.94,43.52,1.5867,3.2933,0.534506816,0.016,0.0306,0.0352,0.03,0.024760442,0.001333333,0.003745318,-0.0102,-0.0041,0.002082119,0.000641264,0.057646,0.057068
350.00,195508.00,-0.20,493.77,8.00,1955.00,-1.19,-0.24,1.91,1.5,-0.23,-3.97,-0.03,-0.25,0.06,0.47,43.18,1.6033,3.3667,0.531846726,0.019,0.0311,0.0356,0.0301,0.026671063,0.001583333,0,4.00E-04,-0.0038,0.001120404,0.000573748,-0.000648,-0.008313
351.00,195509.00,-1.09,492.68,9.00,1955.00,-0.94,1.91,-0.27,-1.42,-2.92,-2.61,0.25,-1.15,-2.19,-1.59,43.67,1.62,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,0.025633981,0.001725,0.003731343,0.0073,0.0076,0.005711081,0.000206388,0.011286,0.010117
352.00,195510.00,-1.89,490.79,10.00,1955.00,-0.52,-3.21,-1.64,-1.6,-3.14,-4.52,-1.54,0.94,-1.2,-2.44,42.34,1.6267,3.5,0.54740915,0.0223,0.031,0.0359,0.0292,0.025100687,0.001858333,0,0.0144,0.0078,0.002679896,0.000632409,-0.030468,-0.031
353.00,195511.00,5.31,496.10,11.00,1955.00,2.06,5.24,7.38,9.41,6.48,3.76,2.25,6.97,3.07,6.44,45.51,1.6333,3.56,0.51525059,0.0224,0.031,0.0358,0.0295,0.026033703,0.001866667,0,-0.0045,-0.003,0.001929162,0.000372768,0.087825,0.075124
354.00,195512.00,2.56,498.66,12.00,1955.00,1.56,0.7,3.05,4.4,3.64,1.25,2.21,7.3,0.26,1.27,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,0.02524455,0.002116667,-0.003717472,0.0037,0.0063,0.000474703,0.000243799,-0.000309,-0.001685
355.00,195601.00,-1.68,496.98,1.00,1956.00,0.13,-3.76,-3.37,1.95,-3.32,0.88,-1.71,-4.49,-0.3,-2.84,43.82,1.67,3.6433,0.528954412,0.0241,0.0311,0.036,0.0292,0.026424477,0.002008333,0,0.0083,0.0104,0.001179984,-0.000397533,-0.035057,-0.036279
356.00,195602.00,3.04,500.02,2.00,1956.00,1.28,4.62,4.46,5.47,4.7,-0.61,0.91,4.05,1.88,3.68,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.024165344,0.001933333,0,-2.00E-04,0.0026,0.001100147,0.000363753,0.041397,0.034458
357.00,195603.00,5.17,505.20,3.00,1956.00,2.13,3.54,7.21,8.76,7.2,5.67,2.26,7.09,3.36,4.52,48.48,1.73,3.69,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
