time,node,obj,bestbound
2.577647689063e12,5.0,3908.25,1070.3
2.577647696356e12,6.0,3908.25,1081.68
2.577648543797e12,7.0,3908.25,1081.68
2.577648551455e12,8.0,3908.25,1104.08
2.577648818012e12,9.0,3908.25,1104.08
2.577650097561e12,11.0,3908.25,1137.58
2.577650103395e12,12.0,3908.25,1147.19
2.577650109959e12,13.0,3908.25,1213.75
2.577650114699e12,14.0,3908.25,1213.75
2.577651308921e12,15.0,3908.25,1213.75
2.577651314755e12,16.0,3908.25,1213.75
2.577652215435e12,19.0,3908.25,1213.75
2.577652222363e12,20.0,3908.25,1213.75
2.577652228927e12,21.0,3908.25,1213.75
2.577653769928e12,23.0,3908.25,1213.75
2.57765377795e12,25.0,3908.25,1213.75
2.577653784879e12,26.0,3908.25,1213.75
2.577653789619e12,27.0,3908.25,1213.75
2.577653793995e12,28.0,3908.25,1213.75
2.577658126739e12,29.0,3908.25,1213.75
2.577658136219e12,30.0,3908.25,1213.75
2.577658143148e12,31.0,3908.25,1213.75
2.577658150805e12,32.0,3908.25,1213.75
2.577658158098e12,34.0,3908.25,1213.75
2.577659789532e12,36.0,3908.25,1213.75
2.577659795002e12,37.0,3908.25,1213.75
2.577659804118e12,40.0,3908.25,1213.75
2.577659809223e12,41.0,3908.25,1213.75
2.577663104909e12,43.0,3908.25,1213.75
2.577663113661e12,44.0,3908.25,1213.75
2.577663120589e12,46.0,3908.25,1213.75
2.577663125694e12,47.0,3908.25,1213.75
2.577667319872e12,54.0,3908.25,1213.75
2.57766733227e12,57.0,3908.25,1213.75
2.577667337375e12,58.0,3908.25,1213.75
2.57766734722e12,59.0,3908.25,1213.75
2.577667356701e12,60.0,3908.25,1232.47
2.577667363265e12,61.0,3908.25,1234.45
2.577667368005e12,62.0,3908.25,1237.16
2.577667372381e12,63.0,3908.25,1237.16
2.577667377121e12,64.0,3908.25,1237.16
2.577669529637e12,65.0,3908.25,1237.16
2.577669556621e12,67.0,3908.25,1237.16
2.577669567196e12,69.0,3908.25,1237.16
2.577669578135e12,71.0,3908.25,1237.16
2.577669589804e12,72.0,3908.25,1237.16
2.57766959892e12,73.0,3908.25,1237.16
2.577669606942e12,74.0,3908.25,1237.16
2.577669614235e12,75.0,3908.25,1237.16
2.577669621528e12,76.0,3908.25,1237.16
2.57766962955e12,77.0,3908.25,1237.16
2.577669637573e12,78.0,3908.25,1237.16
2.57767179337e12,80.0,3908.25,1237.16
2.577671806132e12,82.0,3908.25,1237.16
2.577671814884e12,83.0,3908.25,1237.16
2.577671823271e12,84.0,3908.25,1237.16
2.577671830928e12,85.0,3908.25,1237.16
2.577671838951e12,86.0,3908.25,1237.16
2.577671850619e12,87.0,3908.25,1237.16
2.5776718601e12,88.0,3908.25,1237.16
2.577671868852e12,89.0,3908.25,1237.16
2.577671877239e12,90.0,3908.25,1237.16
2.577671885626e12,91.0,3908.25,1237.16
2.577671894012e12,92.0,3908.25,1237.16
2.577671902399e12,93.0,3908.25,1237.16
2.577671910422e12,94.0,3908.25,1237.16
2.577675481781e12,95.0,3908.25,1237.16
2.57767549819e12,98.0,3908.25,1237.16
2.577675506942e12,100.0,3908.25,1237.16
2.577675590811e12,101.0,2359.44,1237.16
2.577675603938e12,104.0,2359.44,1237.16
2.577675614513e12,105.0,2359.44,1237.16
2.577675625817e12,106.0,2359.44,1237.16
2.577675633475e12,107.0,2359.44,1237.16
2.577675640768e12,108.0,2359.44,1237.16
2.577675648061e12,109.0,2359.44,1237.16
2.577675654989e12,110.0,2359.44,1237.16
2.577675662282e12,111.0,2359.44,1237.16
2.577675668845e12,112.0,2359.44,1237.16
2.577675675409e12,113.0,2359.44,1237.16
2.577675682337e12,114.0,2359.44,1237.16
2.577681755909e12,115.0,2359.44,1237.16
2.577681764661e12,116.0,2359.44,1237.87
2.577681771589e12,118.0,2359.44,1237.87
2.577681775965e12,119.0,2359.44,1237.87
2.577681832485e12,120.0,2128.77,1237.87
2.577681855094e12,131.0,2128.77,1423.36
2.577681859834e12,132.0,2128.77,1423.36
2.577681864939e12,133.0,2128.77,1425.82
2.57768186968e12,134.0,2128.77,1441.72
2.577681874055e12,135.0,2128.77,1441.72
2.577681878431e12,136.0,2128.77,1441.72
2.577681883171e12,137.0,2128.77,1441.72
2.577681887912e12,138.0,2128.77,1441.72
2.577686624685e12,152.0,2128.77,1454.31
2.577686631614e12,153.0,2128.77,1454.31
2.577686636719e12,154.0,2128.77,1454.31
2.577686641095e12,155.0,2128.77,1454.31
2.577686645835e12,156.0,2128.77,1454.31
2.57768665094e12,157.0,2128.77,1454.31
2.577686655681e12,158.0,2128.77,1454.31
2.577686660421e12,159.0,2128.77,1454.31
2.577686665161e12,160.0,2128.77,1454.31
2.577686669902e12,161.0,2128.77,1454.31
2.577686674642e12,162.0,2128.77,1454.31
2.577686679018e12,163.0,2128.77,1454.31
2.577686683758e12,164.0,2128.77,1454.31
2.577686688499e12,165.0,2128.77,1454.31
2.577692618764e12,180.0,2128.77,1560.92
2.577692629704e12,181.0,2128.77,1560.92
2.577692639914e12,182.0,2128.77,1560.92
2.577692648665e12,183.0,2128.77,1560.92
2.577692654864e12,184.0,2128.77,1560.92
2.577692661428e12,185.0,2128.77,1560.92
2.577692667627e12,186.0,2128.77,1560.92
2.577692674555e12,187.0,2128.77,1560.92
2.577692681119e12,188.0,2128.77,1560.92
2.577692687683e12,189.0,2128.77,1560.92
2.577692693882e12,190.0,2128.77,1560.92
2.577692700081e12,191.0,2128.77,1560.92
2.577692706644e12,192.0,2128.77,1560.92
2.577692716855e12,193.0,2128.77,1560.92
2.577692725241e12,194.0,2128.77,1560.92
2.57769273144e12,195.0,2128.77,1560.92
2.577692738004e12,196.0,2128.77,1560.92
2.577699741428e12,212.0,2128.77,1620.77
2.577699750179e12,213.0,2128.77,2107.57
2.577699756378e12,214.0,2128.77,2107.57
2.577699764765e12,216.0,2128.77,2107.57
