"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","Ypos"
-0.93,-1.18,-0.61,-0.72,2.46,-0.45,-0.62,1.95,-1.95,-0.9,84.74,2.83,5.46,0.5209746006,0.045,0.0507,0.0558,0.0477,0.0171222618,0.00375,0.0030959752,-0.0016,0.003,0.000501212,-0.0006660165,-0.01438,-0.015904,1.61
16.74,22.03,18.5,11.25,24.2,13.85,15.31,10.14,4.72,20.06,86.61,2.88,5.5167,0.5333631411,0.0472,0.052,0.0597,0.0448,0.0156977923,0.0039333333,0,0.0154,0.045,0.0007334768,0.0002491782,0.079215,0.077723,1.12
4.86,3.57,7.13,6.68,7.67,7.94,3.95,8.58,1.41,6.64,90.2,2.9,5.45,0.5495507979,0.0426,0.0513,0.0585,0.0455,0.0149216835,0.00355,0.0030395137,0.0198,0.0117,0.0005011407,0.0007180707,0.041137,0.039544,16.74
4.09,5.29,4.32,2.66,6.69,3.83,6.12,5.28,1.82,2.43,94.01,2.9,5.41,0.5305166936,0.0384,0.0511,0.0583,0.0477,0.0150463556,0.0032,0.003030303,-0.0291,-0.0071,0.0008371172,0.0005834677,0.043371,0.042544,4.98
-0.56,-2.02,-0.62,0.93,-2.29,-4.9,0.27,-4.43,-3.46,0.56,89.08,2.9,5.37,0.5582011823,0.036,0.0524,0.0596,0.0482,0.0114646702,0.003,0.003021148,-0.0039,-0.0254,0.0008903522,0.0013629683,-0.04681,-0.052314,4.86
6.74,9.65,9.2,8.91,14.74,5.9,9.26,6.25,-1.15,7.83,90.64,2.9,5.33,0.553204845,0.0354,0.0544,0.0615,0.0507,0.0101533857,0.00295,0.0030120482,-0.0312,-0.0223,0.0010707191,0.0017294553,0.019319,0.018015,4.09
2.14,2.04,0.09,0.34,-2.7,-0.65,2.05,2.24,-0.05,1.4,93.64,2.9133,5.31,0.5280209478,0.0427,0.0562,0.0633,0.0514,0.0058418374,0.0035583333,0.002994012,-0.0084,-7e-04,0.0002966196,0.0020824119,-0.006824,-0.012197,6.74
7.34,8.27,5.04,8.99,9.92,3.07,9.7,6.41,0.03,4.97,96.71,2.92,5.3,0.5135648458,0.0442,0.0565,0.064,0.0517,0.0056002036,0.0036833333,0.0029850746,-4e-04,0.0094,0.0003585452,0.0022640229,0.033815,0.032597,8.85
-1.07,-2.17,-3.57,0.52,-1.13,-8.53,0.49,-5.9,-4.55,-1.34,93.9,2.92,5.31,0.5409552822,0.0456,0.0582,0.0652,0.0549,0.00371557,0.0038,0.0029761905,-0.04,-0.0281,0.0004449139,0.0022940724,-0.027448,-0.028701,2.14
-0.02,-1.85,-0.36,1.68,0.02,-0.48,0.53,1.5,1.92,0.16,94,2.92,5.32,0.5433826972,0.0473,0.0607,0.0672,0.0567,0.0027733318,0.0039416667,0.0029673591,-0.0196,-0.0272,0.00095478,0.0028493145,0.006435,0.000533,7.34
-4.48,-7.1,-6.42,-6.59,-9.3,-4.62,-3.93,-5.4,-0.96,-4.58,89.36,2.94,5.4033,0.5662105889,0.0498,0.061,0.068,0.0542,0.0104507284,0.00415,0.0029325513,-0.0033,0.0037,0.00082043,0.0025561893,-0.0269,-0.031973,6.92
0.11,-0.88,-1.9,1.84,-1.14,-0.96,0.64,-0.16,-3.35,-1.32,90.2,2.95,5.44,0.5668098065,0.0517,0.0611,0.0685,0.056,0.0126771562,0.0043083333,0.0029239766,-0.0212,-0.0197,0.0013955058,0.0034032192,0.009696,0.008585,3.45
10.66,9.69,8.44,8.57,9.27,8.31,13.61,5.75,0.74,11.22,98.68,2.9767,5.5267,0.5300333704,0.0566,0.0627,0.0703,0.0547,0.0106464132,0.0047166667,0.0029069767,0.0043,0.0032,0.0003865129,0.0029648972,0.016374,0.011104,0.11
2.54,-0.5,0.85,2.18,-2.51,3.48,1.31,1.01,8.56,2.42,99.58,2.99,5.57,0.5307418133,0.0552,0.0628,0.0707,0.0534,0.0120900958,0.0046,0.0057971014,0.023,0.0122,0.0004994808,0.0026268741,0.009916,0.008695,16.14
-2.2,-3.69,-3.55,0.43,-6.92,-5.86,-3.15,-3.75,0.48,-0.92,97.74,3.0033,5.6,0.5396375991,0.0531,0.0624,0.0698,0.0517,0.0138854348,0.004425,0.0057636888,0.0289,0.0341,0.0007566197,0.0026163853,-0.017444,-0.018664,10.66
4.03,3.63,3.9,3.19,1.92,5.89,5.17,2.11,-0.76,4.31,98.86,3.0167,5.63,0.5318021004,0.0509,0.0602,0.0682,0.052,0.018035051,0.0042416667,0.0028653295,-3e-04,0.0206,0.0003164022,0.0028815826,0.016415,0.011259,2.54
1.19,1.21,0.48,-0.1,-2.95,1.47,3.97,-0.47,1.4,0.77,103.41,3.0433,5.6933,0.500320247,0.0535,0.0609,0.0684,0.0543,0.019410059,0.0044583333,0.0056980057,-0.0132,-0.016,0.000268413,0.002547129,0.008587,0.006751,4.03
5.78,7,6.86,8.08,8.03,6.72,7.01,8.47,8.52,8.07,108.37,3.0567,5.7267,0.4837170585,0.0545,0.0619,0.0701,0.0566,0.0211886848,0.0045416667,0.0028328612,-0.0269,-0.0226,0.0002629663,0.0024623206,0.05358,0.048659,6.85
0.45,0.23,0.77,4.88,-0.12,-4.43,0.66,-0.64,-3.02,0.64,103.86,3.07,5.76,0.5049006623,0.0596,0.0645,0.0723,0.0598,0.0319614907,0.0049666667,0.0028248588,-0.0363,-0.0233,0.0003339823,0.0023475611,-0.040826,-0.042141,1.19
-0.62,-1.14,-0.62,0.83,-2.36,-2.44,-1.2,-0.49,2.28,0.91,103.01,3.08,5.78,0.5036731674,0.0614,0.0659,0.0732,0.0617,0.0365245731,0.0051166667,0.0028169014,-0.0206,0.0139,0.0006067871,0.0021968795,-0.007547,-0.008612,5.78
-8.88,-8.23,-8.67,-10.57,-10.46,-8.53,-8.43,-6.11,-4.37,-8.9,98.13,3.09,5.8,0.5263971896,0.0612,0.0666,0.073,0.0618,0.0413174118,0.0051,0.0056179775,0.0042,-0.016,0.0005955741,0.0023357287,-0.042321,-0.047384,0.45
0.2,-0.1,-0.37,8.7,-0.85,3.31,1.43,2.46,-0.2,-0.52,103.46,3.12,5.8333,0.5558044285,0.0604,0.0679,0.0752,0.0635,0.044005738,0.0050333333,0.0027548209,-0.049,-0.0227,0.0004268965,0.001576849,0.003854,-0.001862,0.29
-9.69,-9.67,-9.33,-10.24,-12.01,-10.85,-11,-4.04,-3.1,-10.42,91.83,3.1367,5.8567,0.6390179896,0.07,0.0708,0.0784,0.0621,0.0511609959,0.0058333333,0.0054644809,0.0079,5e-04,0.0023056996,0.0015607611,-0.058632,-0.059919,0.2
8.79,10.61,8.72,3.33,16.93,13.61,10.2,11.13,7.48,7.81,97.24,3.1533,5.8533,0.608768794,0.07,0.0733,0.0822,0.0653,0.0486304206,0.0058333333,0.0053908356,0.0365,0.0127,0.0007537227,0.0018446799,0.0469,0.044661,3.84
-6.82,-10,-6.02,-7.64,-7.95,-1.96,-7.06,0.61,-1.41,-8.94,92.06,3.16,5.78,0.6510820131,0.0782,0.0772,0.0865,0.0687,0.0342737833,0.0065166667,0.0053333333,-0.0068,-0.0134,0.001163582,0.0008222518,-0.016922,-0.018365,8.79
-13.52,-18.55,-15.33,-18.39,-21.51,-14.99,-16.94,-17.07,-6.51,-18.14,81.52,3.1733,5.5933,0.7367505808,0.0651,0.0783,0.087,0.0699,0.0357121248,0.005425,0.0078534031,-0.0413,-0.025,0.0016146903,0.0004939943,-0.088831,-0.090035,3.55
13.24,13.7,12.04,11.48,21.7,10.54,13.75,12.19,0.77,13.46,84.21,3.19,5.36,0.7129147605,0.0612,0.0809,0.0939,0.068,0.0379495959,0.0051,0.0051282051,0.0228,0.0139,0.0010579859,0.000875697,0.034702,0.033021,5.76
-3.61,-7.41,-6.81,-0.93,-13.46,-3.66,-5.05,-4.42,-0.58,-6.61,83.25,3.1733,5.2833,0.7176982835,0.0591,0.0803,0.0933,0.0693,0.0369697948,0.004925,0.0051020408,-0.0109,-0.0096,0.0010434122,0.000624019,-0.009032,-0.011639,5.03
0.19,-0.16,-0.57,2.27,-3.6,2.23,0.01,-0.25,8.79,0.22,87.2,3.1567,5.2067,0.682920072,0.0528,0.0805,0.0938,0.0637,0.0352318942,0.0044,0.0050761421,0.0791,0.0584,0.0008854279,0.0005711349,0.054387,0.048836,13.24
13.85,13.99,13.54,8.72,18.91,10.31,15.02,8.44,4.81,16.15,95.88,3.13,5.16,0.6244099021,0.0444,0.0736,0.0874,0.0612,0.0305992921,0.0037,0,0.0506,0.0532,0.0005410371,0.0016976254,0.042828,0.0415,0.19
9.47,5.52,4.21,3.6,5.03,1.98,5.81,6.85,-1.98,3.96,96.75,3.12,5.19,0.6170704232,0.037,0.0708,0.0839,0.0629,0.0258074728,0.0030833333,0.0025125628,-0.0163,-0.0366,0.000451438,0.0018948256,0.013317,0.008152,12.11
4.09,5.15,4.62,2.65,9.64,7.78,8.99,4.64,1.74,6.09,100.31,3.11,5.22,0.6338113825,0.0338,0.0721,0.0846,0.0593,0.0264046828,0.0028166667,0.0025062657,0.0526,0.0258,0.0004927151,0.0021051754,0.039068,0.037624,13.85
0.79,5.09,3.48,3.08,3.35,3.06,1.74,4.08,-2.47,3.72,103.95,3.1067,5.2533,0.6086541014,0.0386,0.0725,0.0845,0.0619,0.0265626273,0.0032166667,0.0025,-0.0283,-0.0236,0.0003075676,0.0020432328,0.036965,0.035789,9.47
-4.79,-5.48,-5.14,-5.74,-6.14,-3.55,-4.76,-0.49,-3.48,-5.79,99.63,3.1033,5.2867,0.6314096562,0.0414,0.0753,0.0862,0.0624,0.0297284547,0.00345,0.0049875312,-6e-04,-0.0161,0.0005392723,0.0018246132,-0.03715,-0.042138,4.09
-3.14,-0.06,-2.65,-0.43,-3.54,-0.64,-1.26,-0.5,2.44,-1.66,99.7,3.1,5.32,0.6432210427,0.0475,0.0764,0.0875,0.0641,0.0272784983,0.0039583333,0.0074441687,-0.0159,0.0107,0.0009245587,0.0013777546,0.002439,0.001061,0.79
-5.72,-5.91,-6.53,-8.38,-8,-5.45,-5.39,-4.85,1.8,-6.3,94.23,3.0833,5.52,0.6831942789,0.0446,0.0739,0.0848,0.0588,0.029243829,0.0037166667,0.0024509804,0.0167,0.0282,0.0006619464,0.0009808042,-0.040129,-0.042015,3.32
-3.92,-2.89,-3.76,-1.9,-2.9,0.29,-3.56,-2.89,-1.06,-4,93.99,3.0767,5.61,0.6894892583,0.0422,0.0726,0.0838,0.0596,0.0294519101,0.0035166667,0,-0.0047,0.0029,0.0018662759,0.00142819,0.002898,-0.002029,0.91
3.65,4.93,4.68,6.22,5.72,7.65,6.09,7.85,-2.23,2.58,106.57,3.07,5.7733,0.6175858985,0.032,0.0727,0.0823,0.0602,0.0330297786,0.0026666667,0.00486618,0.0088,0.0107,0.0002843764,0.0022955076,0.030221,0.025416,12.12
-1.03,0.47,0.34,-3.54,0.12,0.36,-0.01,0.44,-0.03,0.3,107.2,3.07,5.81,0.6459019879,0.0373,0.0724,0.0824,0.0613,0.0317231825,0.0031083333,0.0024213075,-0.0082,0.0024,0.0005450871,0.0022397228,0.007315,0.006132,9.35
-0.71,3.73,1.44,-1.41,0.5,-1.64,-1.25,-0.61,-2.31,-0.16,107.67,3.07,5.8633,0.6367838016,0.0371,0.073,0.0824,0.0615,0.0324918322,0.0030916667,0.0024154589,0.0027,0.0035,0.0003834088,0.0020286355,0.005476,0.004658,3.65
-4.64,-7.94,-3.07,5.07,-3.37,-7.27,-5.99,-8.1,-2.95,-4.65,116.03,3.1567,6.5467,0.6081960321,0.0541,0.0715,0.079,0.0685,0.0356473121,0.0045083333,0.0023529412,-0.0321,-0.0054,0.0005156282,-0.0001203033,-0.016752,-0.018044,5.89
6.19,7.34,8.02,16.64,12.03,3.68,6.13,8.52,6.25,5.93,108.43,3.27,7.69,0.6788089959,0.0829,0.0763,0.0863,0.0703,0.0343612257,0.0069083333,0.0022172949,0.0318,0.0356,0.0009345469,-5.45824e-05,0.042219,0.041038,10.91
-18.24,-23.67,-18.65,-6.43,-21.95,-18.21,-20.72,-15.78,-9.64,-16.29,95.96,3.3433,8.0033,0.7818789906,0.0783,0.0767,0.0842,0.0712,0.0387363392,0.006525,0.0065789474,-0.0183,0.0078,0.0043697281,-0.0013245342,-0.10722,-0.113046,6.19
0.83,2.7,2.29,-1.78,0.65,-1.38,2.77,-0.62,-2.61,0.37,93.98,3.44,8.36,0.8151840129,0.0796,0.0801,0.0862,0.0783,0.0103999361,0.0066333333,0.0127118644,-0.0292,-0.0307,0.0016936661,-0.0011670985,-0.021818,-0.023154,15.13
-4.79,-5.52,-3.33,-7.03,-5.7,-8.62,-4.96,-5.51,-9.23,-5.86,90.31,3.46,8.4867,0.8248580819,0.0833,0.0825,0.0887,0.0816,0.0096570612,0.0069416667,0.0041841004,-0.0253,-0.0341,0.0017291447,-0.0010474939,-0.037649,-0.039359,1.91
-6.12,-6.49,-5.66,-11.3,-7.08,-6.25,-6.22,-5.97,-6.34,-7.89,87.28,3.48,8.6133,0.8604161213,0.0823,0.0837,0.0905,0.081,0.0092465389,0.0068583333,0.0125,0.0123,0.0105,0.0020987058,-0.001237991,-0.026896,-0.033127,0.83
-7.51,-9.5,-7.37,-3.73,-10.78,-3.64,-9.1,-8.27,-2.6,-7.73,68.56,3.6,8.89,1.1200181747,0.0715,0.0889,0.1063,0.076,0.0087733076,0.0059583333,0.0077669903,0.0171,-0.0075,0.0038144384,-0.0008304879,-0.018021,-0.020305,6.14
10.43,10.87,8.02,-0.3,12,7.54,13.32,5.19,-0.6,7.15,83.36,3.67,8.45,0.9724663152,0.0549,0.0867,0.1048,0.0824,0.0204679182,0.004575,0.0038095238,-0.0267,-0.0247,0.0024026425,-0.0007042916,0.024014,0.022122,28.75
3.77,3.33,5.21,6.69,6.69,6.88,3.02,3.8,0.06,1.66,87.3,3.6833,8.2867,0.909489371,0.0561,0.0895,0.1058,0.0852,0.0224964867,0.004675,0.0037950664,-0.0182,-0.0052,0.0023137271,-0.0006734883,0.049424,0.047293,4.69
6.8,7.61,6.26,13.53,10.97,9.67,6.7,8.65,7.04,7.04,91.15,3.6967,8.1233,0.8975236997,0.0523,0.089,0.1069,0.0836,0.022953967,0.0043583333,0.0056710775,0.0212,0.0106,0.0018071844,-0.0004098218,0.051193,0.044794,10.43
8.32,8.59,7.79,8.76,8.8,7.26,7.61,5.43,9.53,6,95.19,3.71,7.96,0.8498390198,0.0534,0.0877,0.1062,0.0813,0.0229618335,0.00445,0.007518797,0.0292,0.0304,0.0013533546,-0.0008054238,0.04622,0.044342,3.77
0.77,1.48,-1.04,-2.81,-2.05,-5.74,0.66,-2.52,-3.15,-0.67,88.75,3.71,7.8933,0.898365624,0.0613,0.0884,0.1055,0.0829,0.0256271466,0.0051083333,0.0111940299,-0.0087,-0.003,0.0012444147,-0.001182099,-0.065504,-0.067553,6.8
-4.4,-6.02,-4.39,-3.17,-6.47,-2.97,-3.76,-7.68,-1.66,-4.95,86.88,3.71,7.8267,0.8942466541,0.0644,0.0895,0.1059,0.0844,0.0263645964,0.0053666667,0.0018450185,-0.0068,-0.0175,0.0023431572,-0.0015740132,-0.015663,-0.021731,8.32
-1.66,-4.15,-3.56,-4.06,-4.39,-4.41,-3.11,-5.04,-0.93,-4.38,83.87,3.71,7.76,0.9409482541,0.0642,0.0895,0.1061,0.0862,0.0279176358,0.00535,0.0055248619,-0.0098,-0.0126,0.0023045866,-0.0014922567,-0.03225,-0.034226,0.77
-0.71,-0.89,-0.87,-1.77,-2.54,0.47,-0.57,-0.75,0.67,0.52,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,0.0237094285,0.0045333333,0.0036166365,0.039,0.0442,0.0013308075,-0.0004651156,-0.010485,-0.012296,4.26
19.93,26.04,20.71,14.96,25.01,20.72,18.8,17.01,9.74,16.65,100.86,3.6833,8.1933,0.7659338857,0.0487,0.086,0.1041,0.0802,0.0218504892,0.0040583333,0.0018018018,0.009,0.0188,0.0019782975,-0.0001102926,0.120143,0.118545,4.06
0.48,2.53,1.9,2.05,3.61,-2.69,2.54,1.9,0.1,2.76,102.77,3.69,8.66,0.7840312172,0.05,0.0852,0.1012,0.0792,0.0150701473,0.0041666667,0.0017921147,0.0166,0.0167,0.0012657167,-0.0004387984,0.03264,0.030786,19.93
-0.85,-1.17,-0.7,2.38,-1.28,0.14,-1.65,-3.51,1.53,-0.16,101.64,3.7133,8.8567,0.7860761398,0.0486,0.084,0.0994,0.0797,0.0142384372,0.00405,0.0035778175,0.0018,-0.0015,0.0010071297,-0.0013534097,-0.00961,-0.010699,13.7
-4.16,-4.27,-0.77,7.19,-3.17,-3.55,-3.74,-1.81,-1.14,-1.83,100.18,3.7367,9.0533,0.8035027635,0.052,0.0858,0.0986,0.0821,0.0141463859,0.0043333333,0.0071301248,-0.0158,-0.0103,0.000936506,-0.0010527004,-0.008116,-0.015026,0.48
-2.77,-2.62,-1.5,-3.02,-3.33,3.82,-1.58,-1.52,2.88,-1.23,102.91,3.82,9.45,0.8047322694,0.0514,0.0845,0.0964,0.079,0.0206283658,0.0042833333,0.0052539405,0.0211,0.0231,0.0007445453,-0.0012977566,0.001599,-0.004982,1.2
2.97,0.88,3.49,11.82,5.39,4.79,1.83,3.71,2.46,3.62,102.03,4.0967,9.9667,0.8210652053,0.0462,0.0796,0.0908,0.0764,0.02959896,0.00385,0.0051546392,-0.0388,-0.0303,0.0006956395,-0.0015928437,-0.049654,-0.051167,2.21
-0.03,-0.36,0.93,-1.67,0.6,1.6,-0.44,-0.5,-2.73,0.89,99.82,4.1433,10.0233,0.8368039982,0.0467,0.0804,0.0912,0.0775,0.0279694334,0.0038916667,0.0102564103,-0.0049,-0.002,0.0003346787,-0.0016537032,-0.015638,-0.0224,8.81
0.33,-1.12,1.2,-0.45,1.84,2.25,0.09,0.65,0.32,1.68,98.42,4.19,10.08,0.8684299283,0.046,0.081,0.0912,0.0772,0.0303375593,0.0038333333,0.0067681895,0.0091,0.0094,0.0006657457,-0.0017320885,-0.012502,-0.014548,2.97
-0.49,-0.5,-0.62,1.82,0.52,-1.23,0.67,0.04,1.39,0.89,96.12,4.3033,10.3067,0.8882113369,0.0496,0.0805,0.0901,0.0765,0.0353156385,0.0041333333,0.005,0.0125,0.0106,0.0006347988,-0.0013541819,-0.015064,-0.023541,0.33
4.63,3.29,5.13,8.69,6.05,7.07,4.77,7.14,5.53,5.39,100.48,4.36,10.42,0.8711120812,0.0502,0.0795,0.0891,0.0754,0.0319412841,0.0041833333,0.0066334992,0.0164,0.0175,0.0005633536,-0.0015935849,0.047776,0.045705,1.49
-0.59,-0.96,-0.73,-3,0.49,0.05,0.54,-0.43,-1.81,0.07,96.77,4.4533,10.6133,0.9265342604,0.0549,0.0798,0.0882,0.0754,0.0337507391,0.004575,0.0032786885,0.0198,0.0136,0.0005824518,-0.001666359,-0.01231,-0.020221,4.63
1.1,1.28,-0.17,2.48,0.8,1.39,2.79,4.78,1.51,1.7,96.53,4.5,10.71,0.9422625161,0.0581,0.0792,0.088,0.0764,0.0323679755,0.0048416667,0.0032679739,-0.0029,-0.0022,0.0004631835,-0.0018026906,-0.000825,-0.003084,1.19
7.11,7.65,7.23,8.61,9.25,8.01,6,8.17,3.53,7.08,94.83,4.6133,10.83,0.9620344703,0.061,0.0808,0.0895,0.0777,0.029217127,0.0050833333,0.0048701299,0.0093,0.0061,0.0013875174,-0.0012900084,0.036752,0.026953,1.1
-0.18,-3.48,-1.72,-3.66,-2.21,-1.67,-1.24,-1.42,-3.21,-0.3,89.25,4.7133,10.9,1.0367310889,0.0644,0.0841,0.0917,0.0816,0.0288143894,0.0053666667,0.0064412238,-0.008,-0.0089,0.0009080559,-0.0018933608,-0.060643,-0.062611,7.11
2.17,2.46,2.61,1.25,2.51,2.31,4.44,1.86,0.42,2.55,87.04,4.7567,10.91,1.0755672937,0.0645,0.0847,0.092,0.0822,0.0311691409,0.005375,0.0064,4e-04,0.0051,0.0006698867,-0.001551213,-0.01626,-0.024938,1.31
7.01,8.48,9.17,5.74,11.84,9,8.11,10.94,0.31,7.79,96.83,4.8367,11.0233,1.0053504037,0.0629,0.0856,0.0932,0.0838,0.0229459889,0.0052416667,0.0078864353,-5e-04,-0.0023,0.0017411612,-0.0019860558,0.088964,0.087593,2.17
6.95,8.64,7.54,3.58,12.3,5.59,7.32,8.29,0.17,6.17,97.24,4.8733,11.1267,1.0014156386,0.0641,0.0869,0.0949,0.0852,0.0165594591,0.0053416667,0.0093896714,-0.0058,-0.0108,0.001085059,-0.0023334338,0.013719,0.004436,6.65
0.94,0.13,0.44,-0.29,0.62,-0.49,0.04,0.73,1.02,1.87,95.53,4.91,11.23,1.0279015813,0.0673,0.0876,0.096,0.0865,0.0165234648,0.0056083333,0.0108527132,-0.0062,0.0023,0.0010274112,-0.0018349394,-0.016578,-0.018953,7.01
2.83,3.57,6.22,4.13,7.61,4.68,3.28,8.94,3.01,5.6,100.68,4.9467,11.3433,0.9762603361,0.0701,0.0888,0.096,0.0858,0.0146714141,0.0058416667,0.0076687117,0.0143,0.0101,0.0008499304,-0.0015001826,0.056974,0.055121,6.95
7.66,13.07,8.67,3.58,17.75,8.3,10.64,9.74,1.59,9.01,103.29,4.9833,11.4567,0.9600602176,0.0708,0.0869,0.0948,0.0843,0.0120250518,0.0059,0.00456621,0.0218,0.0257,0.0010022445,-0.0018316643,0.033641,0.025563,0.94
2.64,0.16,-0.78,2.52,0.91,-0.71,-0.06,-0.25,0.15,0.64,102.54,5.02,11.57,0.9722575131,0.0785,0.0869,0.0942,0.086,0.012726385,0.0065416667,0.0075757576,-0.0106,-0.0048,0.0009480155,-0.0025993048,-0.005163,-0.007483,2.83
-18.21,-20.45,-18.61,-20.65,-24.93,-13.63,-19.2,-22.79,-7.34,-16.35,93.15,5.0367,11.8233,1.0622752224,0.0799,0.0889,0.0959,0.0889,0.0143756625,0.0066583333,0.0090225564,-0.02,-0.0205,0.0021000224,-0.0018702195,-0.08957,-0.092269,7.66
5.82,3.65,4.53,8.87,8.11,6.96,2.72,7.87,2.3,2.68,94.7,5.0533,12.0767,1.053527402,0.0864,0.0903,0.0983,0.0877,0.0141137586,0.0072,0.0044709389,0.0189,0.0134,0.0031809042,-0.0018611309,0.026771,0.0174,2.64
8.74,11.1,10.86,7.43,12.03,9.16,9.34,8.97,6.12,8.33,99.93,5.1133,12.6533,1.0030742833,0.0935,0.0925,0.1013,0.0886,0.0144498818,0.0077916667,0.0088626292,0.0191,0.0184,0.001001125,-0.0018498194,0.042697,0.040161,5.82
5.84,6.14,9.01,18.13,11.38,8.92,7.39,7.3,2.59,7.54,101.59,5.2,13.3,1.0330789394,0.0948,0.0937,0.1026,0.0902,0.0117314337,0.0079,0.010130246,0.0129,0.0106,0.0008007712,-0.001349922,0.057361,0.054825,8.74
-0.26,-1.17,-1.25,0.17,-1.45,-1.19,-2.44,-1.31,0.61,0.53,99.08,5.2933,13.7533,1.0831418044,0.0961,0.095,0.1047,0.0903,0.0142453913,0.0080083333,0.0127478754,0.0261,0.0228,0.0009242333,-0.0014325784,-0.016818,-0.026303,5.84
1.9,3.55,5.06,19.95,5.03,6.65,2.84,4.46,5.54,5.99,102.91,5.34,13.98,1.0578636072,0.0906,0.0929,0.1038,0.0877,0.0121279927,0.00755,0.0111888112,0.0311,0.0269,0.0005714583,-0.0013276842,0.040324,0.037792,2.51
7.28,5.21,8.27,12.13,9.77,6.54,7.76,7.62,2.5,6.77,109.32,5.4533,14.4133,1.0034586483,0.0952,0.0923,0.1035,0.0907,0.0116042572,0.0079333333,0.0095759234,-0.0035,6e-04,0.0005064556,-0.001171412,0.061865,0.053222,1.9
-1.54,-1.66,-1.01,6.61,-0.55,1.59,0.1,1.32,-1.52,-0.27,109.32,5.51,14.63,1.0137949874,0.1026,0.0944,0.1054,0.0927,0.0094391713,0.00855,0.0108401084,-0.0122,-0.0179,0.0012330846,-0.0014195561,0.001416,-0.000872,0.25
-9.64,-10.1,-10.37,-7.04,-9.26,-8.34,-9.37,-9.27,-6.66,-10.17,101.82,5.5567,14.7067,1.0919455682,0.117,0.1013,0.114,0.1034,0.0102475283,0.00975,0.0080428954,-0.0841,-0.089,0.0025893399,-0.0012554812,-0.06556,-0.068517,7.28
7.82,11.28,11.88,19.56,14.76,3.79,5.59,8.25,1.21,9.7,114.16,5.7,15.0033,1.016954958,0.12,0.1109,0.1242,0.1114,0.0112974707,0.01,0.0143415906,-0.0741,-0.0645,0.001906401,-0.000295125,0.061308,0.058935,4.69
-1.22,-1.75,-2.49,8.52,-0.43,-3.11,-1.27,-3.28,-4.05,-0.67,113.66,5.75,15.1467,1.0319299303,0.1286,0.1238,0.1357,0.1186,0.0108271852,0.0107166667,0.0141388175,-0.0467,-0.0665,0.0018976087,-0.0008211683,0.002611,-0.005574,4.23
-14.33,-17.45,-16.6,-24.76,-19.62,-11.34,-15.03,-13.64,-6.72,-15.95,102.09,5.8,15.29,1.0937321031,0.152,0.1296,0.1445,0.1239,0.0118773964,0.0126666667,0.0152091255,-0.0315,-0.0062,0.0046218715,-0.0004846084,-0.097518,-0.100096,7.82
3.87,2.85,3.56,6.58,3.2,2.74,4.17,1.94,4.92,5.15,114.24,5.94,14.94,0.990183427,0.0707,0.1058,0.1271,0.1006,0.0153043513,0.0058916667,0.011002445,0.0359,0.0341,0.0013710672,0.0004203133,0.029722,0.026895,4.21
7.7,8.25,10.13,6.67,17.59,5.89,8.75,13.17,0.67,8.53,121.67,5.9833,14.84,0.9188299192,0.0806,0.1107,0.1265,0.1074,0.0201540079,0.0067166667,0,-0.0476,-0.0429,0.0013628286,0.0007490105,0.0682,0.06563,6.85
5.84,7.47,6.26,8.9,13.07,9.11,6.08,8.7,-1.33,5.65,122.38,6.0267,14.74,0.9215196389,0.0913,0.1164,0.1315,0.114,0.0199498051,0.0076083333,0.0072551391,-0.0432,-0.0445,0.0017081321,0.0008182502,0.013454,0.00603,3.87
3.33,6.56,4.78,11.98,6.85,2.09,3.05,6.6,0.12,4.64,125.46,6.07,14.64,0.9216876515,0.1027,0.1202,0.137,0.1185,0.0237960484,0.0085583333,0.0084033613,-0.0262,-0.0237,0.0026574069,0.0007654027,0.027935,0.025155,7.7
1.79,0.94,3.03,11.38,7.65,3.05,2.24,6.41,1.15,4.77,127.47,6.1,14.7,0.9295936138,0.1162,0.1231,0.1423,0.1231,0.0227691948,0.0096833333,0.0095238095,-0.0263,-0.0159,0.0021906356,0.0014456625,0.017809,0.014742,5.84
1.11,3.44,6.15,26.07,10.78,6.08,3.12,7.72,2.41,6.17,140.52,6.13,14.76,0.8651619788,0.1373,0.1297,0.1464,0.123,0.0219492827,0.0114416667,0.008254717,0.01,0.0017,0.0024190922,0.0013118477,0.10991,0.103015,3.33
-3.13,-3.99,-3.9,-7.31,-3.71,-2.35,-2.55,-2.17,0.23,-2.56,135.76,6.16,14.82,0.8915030239,0.1549,0.1321,0.1514,0.1199,0.026816359,0.0129083333,0.0093567251,0.0352,0.0248,0.0029514871,0.0010201575,-0.030634,-0.033006,1.79
3.88,2.04,0.36,-6.21,-3.29,5.07,2.87,2.9,0.37,1.15,129.55,6.2,14.74,0.9072386965,0.1502,0.1281,0.1503,0.1211,0.0286954236,0.0125166667,0.0081112399,-0.0115,-0.013,0.0015974401,0.0007105859,-0.04337,-0.045036,1.11
