"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","Ypos"
0.38,0.89,2.17,6.75,-0.21,1.14,0.51,3.3,-4.85,-1.13,9.35,0.6867,1.08,0.8491783533,0.0011,0.0281,0.0432,0.0195,0.0099236032,9.16667e-05,0.006993007,0.0027,0.0049,0.0015744619,0.0023032693,0.013184,0.00214,2.17
13.24,14.2,10.68,15.58,6.82,13.57,13.17,12.65,9.34,17.57,10.39,0.6933,1.1233,0.7663638481,0.0012,0.0274,0.0428,0.0191,0.0090298599,1e-04,0,0.0022,0.0063,0.0012129739,0.002343917,0.057106,0.055619,0.38
0.91,-2.69,-1.29,-2.31,-1.56,0.53,2.6,0.45,-2.33,-1.04,10.3,0.6967,1.1567,0.7745428863,0.0013,0.0274,0.0427,0.019,0.0107250203,0.0001083333,0.0136054422,0.0018,0.0034,0.0005131798,0.0020067334,-0.001113,-0.009736,6.27
0.56,-2.88,-2.75,-1.83,0.3,-3.17,-1.35,2.58,-3.92,-3.85,10.2,0.7,1.19,0.7782684119,0.001,0.0275,0.043,0.0193,0.0102838552,8.33333e-05,0.0134228188,-0.0012,0.0048,0.0009754417,0.0026685511,-0.007351,-0.011499,13.24
-5.25,-8.02,-6.78,0.09,-7.68,-5.32,-6.46,-2.48,-13.56,-6.19,9.5,0.7033,1.18,0.8377185537,9e-04,0.0273,0.0428,0.0182,0.0116872081,7.5e-05,0.0132450331,0.014,0.0034,0.0013100965,0.001620696,-0.064602,-0.065955,0.91
-2.28,-5.35,-2.66,-2.62,-1.71,-8.3,-4.46,0.04,-11.76,-3.79,9.1,0.7067,1.17,0.8608058608,0.0028,0.0272,0.0428,0.0186,0.0103646245,0.0002333333,0.0065359477,-0.0029,-0.0094,0.0012858981,0.0020676588,-0.024916,-0.042107,0.56
-6.29,-0.26,-3.74,-5.61,0.47,-4.62,-4.53,-4.48,-11.82,-8.96,8.01,0.69,1.04,1.0348638601,0.0025,0.0286,0.043,0.0244,0.0101204616,0.0002083333,0.0126582278,0.0092,0.0063,0.0031061137,0.0030109638,-0.064068,-0.069676,10.34
4.38,4.84,3.45,5.02,5.32,3.27,5.43,2.45,0.12,7.16,8.56,0.6467,0.9667,0.974271661,0.0038,0.0283,0.043,0.0244,0.0084862716,0.0003166667,0.0061349693,0.0018,0.002,0.0020886578,0.0014150598,0.036031,0.034314,4.44
1.92,4.06,2.08,4.85,1.72,2.64,1.02,3.02,2.1,5.44,8.62,0.6333,0.9533,0.9686824038,0.0038,0.0281,0.0428,0.0244,0.0071526483,0.0003166667,0.006097561,0.0038,0.0035,0.0006270321,0.0017870239,0.015346,0.007531,3.72
3.16,4.57,3.27,7.12,4.68,8.88,1.77,2.02,10.68,9.03,8.85,0.62,0.94,0.9440014664,0.0038,0.028,0.0426,0.0244,0.0062435384,0.0003166667,0,3e-04,0.002,0.000472522,0.0028007712,0.032449,0.027671,4.38
7.58,12.06,9.8,8.96,11.17,15.01,5.66,4.8,23.2,11.95,9.42,0.61,0.97,0.9074889868,0.0038,0.028,0.0424,0.0244,0.0044262784,0.0003166667,0.0121212121,0.0024,6e-04,0.0012735961,0.0031066091,0.067867,0.066333,1.92
0.87,-4.19,-2.97,-0.88,0.69,5.54,3.51,1.69,-4.77,-3.98,9.29,0.6,1,0.8995633188,0.0038,0.0279,0.0425,0.0247,0.0050957059,0.0003166667,0.005988024,-0.0035,6e-04,0.0009920566,0.0033449369,-0.004392,-0.016937,3.16
3.47,3.42,3.76,5.12,8.95,4.68,0.37,9.48,5.03,1.85,9.77,0.59,1.03,0.8626465662,0.0038,0.0281,0.0428,0.0246,0.0018120043,0.0003166667,0.005952381,0.0049,0.0049,0.0007913905,0.0051009425,0.057537,0.050449,7.58
14.79,17.52,13.41,13.74,9.07,9.53,15.7,6.07,36.7,26.5,10.47,0.59,1.0433,0.8213061159,0.0038,0.0279,0.0416,0.0245,0.0020883053,0.0003166667,0,0.0033,0.0049,0.0007448683,0.005995311,0.072434,0.071062,0.87
8.43,15.05,10.34,9.27,7.14,8.44,8.14,6.05,23.47,27.07,11,0.59,1.0567,0.7940790995,0.0038,0.0277,0.0408,0.0246,0.0025699914,0.0003166667,0,-5e-04,6e-04,0.0008195966,0.0071307633,0.058503,0.052676,3.47
9.93,15.26,9.99,15.09,10.92,6.54,13.63,11.93,2.39,11.93,11.58,0.59,1.07,0.7834809988,0.0038,0.0276,0.0401,0.0247,0.0018918598,0.0003166667,0.0177514793,9e-04,0.002,0.0013687759,0.0073223493,0.059404,0.055182,14.79
4.57,3.46,-0.3,4.13,2.57,8.01,7.18,5.01,11.68,5.93,11.59,0.59,1.08,0.78978447,0.0038,0.0276,0.0396,0.0246,0.0012510459,0.0003166667,0.011627907,0.0048,0.0049,0.0024921939,0.0012927987,0.003588,0.002332,8.43
7.39,9.52,6.84,6.6,9.43,6.12,8.93,3.56,17.96,10.54,12.11,0.59,1.09,0.7578977192,0.0038,0.0274,0.0391,0.0244,0.0009461828,0.0003166667,0.0057471264,0.005,0.0048,0.0010895496,0.001819385,0.052698,0.045651,9.93
2.92,2.03,0.87,-1.48,3.25,1.79,6.24,2.42,0.97,-2.5,12.35,0.59,1.1,0.7462686567,0.0038,0.0272,0.0388,0.0244,0.0012001053,0.0003166667,0,0.0018,0.0048,0.001069158,0.0013497331,0.021689,0.017142,4.57
-4.98,-10.58,-7.96,-4.37,-8.66,-3.15,-0.65,-2.75,-5.91,-7.46,11.68,0.5933,1.0933,0.7795992714,0.0038,0.0269,0.0381,0.0245,0.0178236432,0.0003166667,-0.0057142857,-1e-04,0.0019,0.0024333612,0.001390142,-0.053092,-0.054238,7.39
0.31,2.09,0.02,0.77,0.81,-1.12,2.03,-1,-1.13,-0.49,11.8,0.5967,1.0867,0.7831942615,0.0038,0.0269,0.0381,0.0245,0.0139543192,0.0003166667,-0.0057471264,0.0021,0.0019,0.001706636,0.0012769185,0.016232,0.010751,2.92
2.1,-1.51,0.03,-1.99,-1.67,6.18,-1.81,-0.06,0.06,-1.54,11.92,0.6033,1.0333,0.7737363511,0.0038,0.027,0.0382,0.0247,0.0168686484,0.0003166667,0,5e-04,-9e-04,0.0007641571,0.0013963569,-0.01165,-0.0125,0.31
-6.01,-11.61,-9.06,-8.78,-9.17,-6.01,-6.73,-5.67,-11.73,-11.45,11.02,0.6067,0.9867,0.8258084433,0.0038,0.0271,0.0383,0.0248,0.0190799607,0.0003166667,0,0,-0.0023,0.0020016,0.0018240458,-0.067052,-0.077966,3.91
9.82,14.26,9.57,9.26,11.95,6.92,7.95,5.95,9.55,9.64,11.67,0.61,0.94,0.7874015748,0.0038,0.0274,0.0382,0.0248,0.0144225261,0.0003166667,0,0.0018,0.0049,0.000988594,0.0019623979,0.070305,0.065211,2.1
1.13,1.14,0.89,1.43,-1.13,1.92,3.44,-2.29,2.2,2.82,11.82,0.6167,0.9333,0.7850330154,0.0038,0.0274,0.0372,0.0247,0.0194938253,0.0003166667,0,0.0032,0.0034,0.0006426372,0.0018118196,0.006479,0.000238,9.82
4.12,5.55,2.76,7.05,4.32,2.72,5.65,5.86,2.37,4.56,12.02,0.62,0.93,0.813886488,0.0038,0.0274,0.037,0.0247,0.0191453147,0.0003166667,0,0.0021,0.0048,0.0006364084,0.0015918007,0.021313,0.017309,4.76
-2.28,-3.18,-3.17,-1.62,-2.32,-3.47,-2.41,-1.86,-4.12,-3.91,11.87,0.6233,0.9267,0.8296013509,0.0038,0.0274,0.0368,0.0248,0.0200775805,0.0003166667,0.0057471264,0.0013,0.0034,0.0007641629,0.002125858,-0.012427,-0.013433,1.13
6.33,11.53,6.88,4.55,6.83,7.19,8.49,5.44,1.73,4.9,12.35,0.6267,0.9233,0.794431946,0.0038,0.0273,0.0363,0.0247,0.0183973447,0.0003166667,0,0.0028,5e-04,0.0004119055,0.0030803806,0.048841,0.040864,4.12
-0.58,-2.25,-1.79,0.9,-2.25,0.13,0.16,-2.61,-0.83,-1.76,12.71,0.6333,0.9133,0.7733899117,0.0038,0.0272,0.0357,0.0247,0.0043229237,0.0003166667,0.0056818182,0.0036,0.0034,0.0009396738,0.0034641321,-0.01947,-0.020629,6.33
3.99,7.94,3.18,-1.34,1.75,1.93,2.63,0.07,6.81,1.7,12.82,0.6367,0.9067,0.7687597796,0.0038,0.0271,0.0355,0.0247,0.0080697851,0.0003166667,0,0.0027,0.0034,0.0005599877,0.0030166343,0.0147,0.008208,7.05
0.32,-2.79,-0.29,0.45,0.06,0.58,3.54,-0.6,-0.93,-0.07,12.78,0.64,0.91,0.7711731386,0.0038,0.0272,0.0355,0.0247,0.0065111807,0.0003166667,0,0.0012,0.0019,0.0006752183,0.0030293988,0.002435,0.001045,3.99
3.42,7.03,6.39,10.61,6.36,2.87,4.2,5.32,2.88,13.11,13.28,0.64,0.93,0.7437635753,0.0038,0.027,0.0349,0.0246,0.0190624465,0.0003166667,0.0056497175,0.0042,0.0149,0.0008722726,0.0035223172,0.044778,0.041034,0.32
4.37,6.61,4.62,4.9,2.94,3.26,3.78,1.75,8.84,3.18,13.47,0.6433,0.94,0.7353419666,0.0038,0.0269,0.0346,0.024,0.0164538969,0.0003166667,0,0.0127,0.0076,0.0009244634,0.0040992035,0.011901,0.010784,2.76
4.98,10.08,8.82,10.21,6.2,4.33,8.99,6.28,9.94,10.48,14.3,0.6467,0.95,0.7044887781,0.0038,0.0265,0.0341,0.0236,0.0148360524,0.0003166667,0,0.0077,0.0046,0.0006548519,0.003660855,0.069472,0.063578,3.42
-4.32,-7.7,-6.35,-7.21,-6.22,-5.26,-3.55,-3.34,-4.93,-5.42,13.64,0.65,0.96,0.7678826431,0.0038,0.0262,0.0338,0.0236,0.0159625278,0.0003166667,0,0.0021,0.0018,0.0018874417,0.0040766101,-0.041685,-0.04499,4.37
7.44,12.89,8.83,6.48,9.18,5.67,8.26,9.73,12.06,9.39,14.84,0.65,0.9733,0.7150628627,0.0038,0.0261,0.0336,0.0228,0.0150858689,0.0003166667,0,0.016,0.0018,0.0013982781,0.0033761763,0.090524,0.089465,4.98
4.44,1.9,2.97,1.48,-0.68,3.79,-0.61,-3.29,8.95,8.6,14.96,0.65,1,0.7188430455,0.0038,0.0261,0.0329,0.0217,0.0194663167,0.0003166667,0.0111731844,0.0169,0.0032,0.0008661648,0.0041469851,0.00238,0.000134,7.44
-2.72,-1.66,-4.16,-3.14,-3.85,-2.78,-1.93,-2.09,1.93,-5.69,14.66,0.6533,0.9967,0.7263015717,0.0038,0.026,0.0326,0.0224,0.0204374124,0.0003166667,0,-0.0086,-0.0011,0.0018141108,0.0037918956,-0.021539,-0.022479,4.4
7.23,9.43,8.46,2.79,8.86,2.67,7.78,9.96,1.24,2.53,15.51,0.6567,0.9933,0.6787538011,0.0038,0.0261,0.0326,0.0223,0.018945103,0.0003166667,0,0.0026,4e-04,0.0020966469,0.0036289262,0.059852,0.054027,4.44
9.92,1.16,4.58,9.51,2.55,4.49,8.55,7.62,9.91,7.74,16.65,0.66,0.98,0.6339764202,0.0038,0.0262,0.032,0.0216,0.0185809993,0.0003166667,0,0.0104,0.0032,0.0009811839,0.0038478623,0.030815,0.029862,7.23
9.05,7.92,7.83,12.33,6.65,9.54,13.95,9.49,8.02,12.1,17.19,0.66,0.97,0.617883631,0.0038,0.0262,0.0315,0.021,0.0189340334,0.0003166667,0,0.0125,0.0032,0.0014482715,0.0037386804,0.04495,0.035612,5.36
1.32,4.71,2.6,0.65,3.04,1.41,5.87,2.81,-1.01,1.47,17.36,0.66,0.96,0.6132393344,0.0038,0.0261,0.031,0.0199,0.0255252783,0.0003166667,0.0055248619,0.0194,0.0133,0.001538317,0.0043280057,0.011133,0.008805,9.92
8.92,9.79,9.97,3.15,7.03,2.19,7.84,9.56,14.77,11.6,18.57,0.6667,0.94,0.5780036156,0.0038,0.0254,0.0301,0.0199,0.0279694968,0.0003166667,0,0.0025,0.0128,0.0026451685,0.0040437412,0.069504,0.068515,9.05
-6.68,-9.14,-6.57,-4.99,-7.89,-7.26,-3.82,-4.32,-5.7,-7.37,17.28,0.6733,0.92,0.6223367878,0.0038,0.0248,0.0295,0.0198,0.0310909521,0.0003166667,-0.0054945055,0.0032,0.0034,0.005942413,0.0036712804,-0.065171,-0.069785,1.32
5.64,2.53,5.8,9.94,3.07,0.42,12,15.6,6.13,2.81,18.08,0.68,0.9,0.6148526759,0.0038,0.0247,0.0294,0.0198,0.0311878756,0.0003166667,0.0110497238,0.001,0.0034,0.0014965734,0.0036328539,0.049118,0.046147,8.92
4.18,8.72,6.48,5.65,6.56,1.13,5.38,5.93,3.44,3.95,19.18,0.68,0.86,0.5780101752,0.0038,0.0251,0.0302,0.0209,0.0319999197,0.0003166667,0.0054347826,-0.0012,0.0019,0.0012724951,0.0031524535,0.028785,0.023202,5.64
-4.52,-6.92,-4.71,-3.38,-6.36,-4.21,-6.89,-6.93,-2.71,-4.31,18.43,0.68,0.84,0.5967318354,0.0038,0.0249,0.0303,0.0206,0.0335915715,0.0003166667,0.0108108108,0.007,0.0019,0.0014817412,0.003061925,-0.035289,-0.037521,6.47
-1.68,-6.11,-4.79,-0.72,-5.4,-4.31,-3.8,-3.9,-4.58,-5.45,17.96,0.6833,0.8567,0.6087517365,0.0038,0.0248,0.0303,0.0209,0.0391749876,0.0003166667,0.0588235294,-0.004,-0.0012,0.0017038857,0.0026143444,-0.02735,-0.028429,4.18
4.06,5.99,6.51,6.18,7.82,2.37,3.03,7.23,6.11,0.75,15.3,0.71,1.06,0.6924379233,0.0038,0.0261,0.0317,0.0212,0.0360760605,0.0003166667,0.0093896714,0.0145,0.0113,0.0027155077,0.0017810408,0.046818,0.041973,1.59
0.15,-1.39,-0.6,0.18,-2.21,-6.09,0.24,-4.21,-1.62,-0.32,15.43,0.7167,1.2,0.6858580212,0.0038,0.0255,0.0312,0.0214,0.0301026572,0.0003166667,0,0.0021,5e-04,0.0013641434,0.001159422,-0.008307,-0.015166,4.06
-3.36,-3.86,-2.72,1.48,-3.15,-4.46,-3.2,-1.26,-3.14,-4.43,15.17,0.72,1.27,0.7415349887,0.0038,0.0255,0.0315,0.0213,0.0310199797,0.0003166667,0.0186046512,0.002,0.0067,0.0024112826,0.0008036463,-0.015008,-0.017731,1.57
-8.69,-9.63,-8.17,-2.43,-8.04,-6.61,-10.11,-8.46,-5.24,-9.1,14.58,0.7333,1.3267,0.7700421941,0.0038,0.0253,0.0316,0.0217,0.0313459749,0.0003166667,0,-0.0037,0.002,0.0023073615,0.002775418,-0.03956,-0.040772,0.15
-0.79,-1.28,-1.05,-0.68,-2.55,-2.07,-3.46,-4.93,-0.28,-3.47,15.32,0.78,1.5133,0.7346938776,0.0075,0.0256,0.0317,0.021,0.0231767917,0.000625,0.0135135135,0.0081,-0.0071,0.0008243998,0.0035721715,-0.023076,-0.029148,6.11
1.23,1.67,1.6,1.5,2.15,-0.41,-2.14,-3.97,-1.62,-0.55,15.11,0.79,1.55,0.7403233985,0.008,0.0261,0.0323,0.0213,0.02405855,0.0006666667,0.0222222222,-0.0044,-0.0131,0.0013854969,0.0043268967,-0.009928,-0.01369,5.39
-2.76,-3.74,-2.66,-0.39,-1.7,-8.28,-3.45,-2.87,-7.76,-2.9,14.99,0.8233,1.59,0.7319926466,0.0092,0.0277,0.0344,0.0229,0.0259081445,0.0007666667,0.0043478261,-0.0174,-0.0098,0.0004759608,0.004494506,-0.017633,-0.029555,1.23
0.12,2.14,2.1,12.37,1.32,-1.61,-1.11,0.87,0.02,4.74,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,0.0259215953,0.0007916667,0.012987013,-0.0192,0.0024,0.0011073046,0.0047609245,0.030784,0.025273,3.06
-6.59,-7.73,-6.3,-4.65,-6.23,-4.21,-5.52,-4.78,-3.37,-5.66,14,0.8467,1.6767,0.7877697842,0.01,0.0285,0.0353,0.0241,0.029134401,0.0008333333,-0.0084388186,0.0046,0.0039,0.0017556377,0.0049033646,-0.040232,-0.047782,0.12
7.45,13.99,8.67,7.7,12.34,6.66,9.25,7.24,7.12,8.43,16.69,0.85,1.81,0.7816923561,0.01,0.0276,0.0338,0.0231,0.0255781215,0.0008333333,0.0042016807,0.0141,8e-04,0.0014527575,0.0044591399,0.084014,0.077523,6.17
-2.47,-1.77,-2.21,2.39,-0.54,1.38,-2.04,-1.03,2.31,-1.42,16.74,0.85,1.86,0.7869735036,0.01,0.0276,0.0334,0.0238,0.0238936692,0.0008333333,0.0083682008,-0.0084,-0.0083,0.0009070567,0.0031442365,0.007665,0.003687,2.48
-2.85,-6.67,-5.6,-7.76,-6.35,-8.35,-6.31,-4.64,-3.13,-5.46,15.85,0.8567,1.93,0.8222577621,0.01,0.0281,0.0337,0.0241,0.02217932,0.0008333333,0.0124481328,-0.0021,-0.0052,0.0027669911,0.0029631757,-0.052296,-0.053144,7.45
-0.89,-1.21,1.26,5.79,6.54,-0.5,-0.11,2.68,3.03,1.54,15.2,0.93,2.29,0.8409475465,0.0116,0.0279,0.0353,0.0237,0.0150145541,0.0009666667,-0.0041322314,0.0056,0.0131,0.000967405,0.0016330103,0.035952,0.029719,3
5.32,7.32,5.93,6.54,4.87,6.64,5.56,6.21,5.44,6.47,15.06,0.98,2.38,0.9017504235,0.0117,0.027,0.0347,0.0227,0.0146589662,0.000975,0,0.0074,7e-04,0.0011208941,0.0027170669,0.033981,0.029349,4.07
-2.23,-6.52,-5.27,-5.93,-6.38,-4.46,-0.98,-2.68,-0.57,-5.52,14.19,1.0067,2.3933,0.9485626039,0.0117,0.0271,0.0345,0.0227,0.0169014375,0.000975,-0.0041841004,0.0019,0.0038,0.0010076601,0.0034218573,-0.029423,-0.037792,5.32
2.59,2.13,2.21,6.26,1.57,1.35,2.31,0.81,4.37,1.96,15.22,1.0333,2.3933,0.8938766372,0.0104,0.0262,0.034,0.021,0.0194408008,0.0008666667,0.0042194093,0.0111,0.0037,0.0010735364,0.0037216875,0.0218,0.011738,0.45
3.08,6.08,4.08,4.34,4.99,15.09,4.45,3.5,4.52,4.54,15.58,1.04,2.39,0.8750205468,0.0107,0.026,0.0337,0.0212,0.0233434075,0.0008916667,0.0042016807,-0.0011,0.0021,0.0015475937,0.0026298133,0.027415,0.024293,5.94
3.4,6.96,4.4,3.72,4.38,6.21,1.55,3.45,0.89,4.72,16.04,1.0733,2.3667,0.8425662129,0.0105,0.0261,0.0336,0.0212,0.0222332996,0.000875,-0.0083682008,0.0019,0.0067,0.000613502,0.0029968918,0.02978,0.028437,2.59
0.93,2.89,1.17,-1.21,1.05,-1.73,0.29,2.58,3.71,-0.24,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.0236431599,9e-04,0.0042194093,0.0021,0.0021,0.0009088615,0.0040043923,0.020738,0.000482,3.08
6.8,9.42,7.29,1.56,9.35,13.93,5.89,8.13,4.06,8.53,16.76,1.14,2.32,0.7964292839,0.011,0.0258,0.0331,0.0209,0.0271755847,0.0009166667,-0.0084033613,0.0052,-0.0145,0.0004732395,0.004252018,0.050984,0.046034,3.4
4.6,4.76,3.1,1.76,9.71,1.51,3.01,2.16,3.97,4.98,17.05,1.15,2.3367,0.7914168195,0.0107,0.0257,0.0324,0.0215,0.027102233,0.0008916667,-0.0042372881,-0.0061,0.0037,0.000989153,0.0044582231,0.019703,0.018245,0.93
-0.68,2.96,2.51,-0.84,4.31,0.88,0.92,3.93,3,1.52,17.22,1.16,2.3533,0.7849980338,0.0112,0.0258,0.0324,0.0214,0.0254916448,0.0009333333,0,0.0021,7e-04,0.0004260143,0.0042464942,0.019603,0.009975,6.8
-0.55,1.67,-1.17,3.43,3.19,6.48,-1.58,-2.92,0.95,-0.55,17.29,1.17,2.37,0.8255277845,0.0112,0.0258,0.0324,0.0215,0.029291342,0.0009333333,0.0042553191,8e-04,0.0022,0.0006243025,0.00455264,0.008185,0.003542,4.6
-6.73,-9.71,-7.66,-7,-9.47,-9.47,-4.91,-6.37,-7.69,-8.19,17.69,1.2,2.54,0.8134474678,0.0115,0.0262,0.0328,0.0216,0.0303966588,0.0009583333,0.0042194093,-0.0025,0.0023,0.0058557165,0.0041153743,-0.054224,-0.057849,1.82
6.35,1.66,6.79,10.7,-0.64,-2.26,1.89,-3.18,-4.75,8.69,17.84,1.2433,2.6,0.8123209169,0.0116,0.0265,0.0332,0.0214,0.0301173474,0.0009666667,0.012605042,0.0055,0.0069,0.00311025,0.0043203314,0.016981,0.015875,3.24
4.52,6.17,5.75,2.41,7.4,4.54,6.69,5.85,4.23,6.01,19.45,1.33,2.72,0.7514578547,0.013,0.0264,0.0321,0.022,0.0259142089,0.0010833333,0.0041152263,-0.0072,-0.0039,0.001318373,0.0040318334,0.059466,0.05651,6.35
-0.17,-2.21,0.31,0.04,-3.41,-2.02,-1.26,0.55,-1,-0.25,19.53,1.3767,2.76,0.7559664015,0.0131,0.0267,0.0322,0.0225,0.0273410383,0.0010916667,0.0081967213,-0.0048,-8e-04,0.0017594065,0.003975191,0.005084,0.003425,4.19
0.93,-0.56,5.5,5.48,1.74,-1.29,0.81,3.28,-0.89,5.52,19.51,1.4233,2.8,0.7473637961,0.0136,0.0267,0.0322,0.0224,0.0255401327,0.0011333333,0.0040650407,0.0035,0.0054,0.002457673,0.0048867653,0.02243,-7.3e-05,4.52
6.77,9.26,8.48,6.28,9.77,4.31,7.68,4.05,6.17,6.91,21.66,1.4867,2.8367,0.6835992445,0.0134,0.0266,0.0317,0.0221,0.0300450784,0.0011166667,0.016,0.0058,0.0019,0.0017046886,0.0056360733,0.065105,0.063309,0.93
1.32,1.49,0.84,0.05,2.89,4.47,1.71,2.16,2.72,0.49,21.8,1.5033,2.8333,0.674866098,0.0136,0.0266,0.0316,0.0228,0.0311200524,0.0011333333,0.0118110236,-0.0074,-0.0044,0.000650644,0.0055102499,0.014546,0.004185,6.8
-3.96,-3.02,-3.79,-3.31,-3.39,-1.93,-3.82,-0.04,-0.67,-3.68,21.4,1.52,2.83,0.7813946002,0.014,0.0278,0.0323,0.0241,0.0326867713,0.0011666667,0.0038910506,-0.0157,-0.0237,0.0012276649,0.0057490293,-0.017484,-0.019706,6.77
2.1,4.01,6.47,8.62,4.79,2.81,-0.01,8.9,0.95,2.44,22.43,1.5333,2.7933,0.7494307876,0.0147,0.0287,0.0335,0.0248,0.0320924792,0.001225,0,-0.0063,-9e-04,0.0008481981,0.0044062337,0.049108,0.047903,1.32
-4.57,-7.66,-5.53,-1.25,-3.85,-5.38,-3.3,-1.45,-0.88,-5.4,20.96,1.56,2.72,0.8003626772,0.0145,0.0294,0.0349,0.0259,0.0363411209,0.0012083333,0,-0.0062,-0.0093,0.0011367733,0.0040645158,-0.025848,-0.028186,2.1
0.41,2.4,2.7,2.27,2.91,0.57,2.29,0.02,1.12,4.09,23.26,1.52,2.51,0.7161823278,0.0163,0.0284,0.0346,0.0253,0.0287995059,0.0013583333,0.0077220077,-0.008,-0.0057,0.000254769,0.0039337103,0.002868,0.001195,2.63
-2.19,-2.86,-2.55,-0.85,-3.63,-6.55,-3.48,-3.58,0.96,-3.22,22.94,1.4833,2.4867,0.7402325138,0.0154,0.0289,0.035,0.0254,0.0291442552,0.0012833333,0.0038314176,0.001,-0.0145,0.0015110763,0.0038418979,-0.013321,-0.015088,3.16
-0.7,1.56,0.14,-0.24,2.53,4.73,1,-1.33,2.02,2.04,22.88,1.4467,2.4633,0.7432923795,0.0156,0.0296,0.0356,0.0264,0.0316209665,0.0013,0.0076335878,-0.0136,-0.0061,0.0010239817,0.004017421,0.011388,-0.002574,0.41
-1.54,-1.61,-3.16,-2.21,-1.5,-1.36,-1.84,-3.56,-0.23,-1.69,23.26,1.4167,2.4133,0.7466933251,0.0154,0.0293,0.0353,0.0269,0.0348717046,0.0012833333,-0.0075471698,0.0014,-0.0085,0.000931601,0.0036388713,-0.025241,-0.035743,0.54
1.69,3.5,2.7,6.11,3.51,0.09,1.58,0.21,1.69,4.47,24.37,1.42,2.4,0.7518741186,0.0159,0.0296,0.0351,0.0263,0.0320941367,0.001325,0,0.0111,0.0076,0.0006318152,0.0033227299,0.052805,0.050655,0.4
1.93,2.51,2.31,3.19,1.13,0.44,2.65,1.06,3.23,2.63,23.86,1.44,2.36,0.7705179889,0.0167,0.0293,0.0349,0.0257,0.0321491207,0.0013916667,0,-0.0033,0.0031,0.0005264526,0.004511025,0.033698,0.023274,1.69
0.1,1.1,1.8,-0.97,1.65,3.11,1.25,-2.22,1.87,0.74,25.4,1.45,2.3467,0.724710259,0.0181,0.0295,0.035,0.0261,0.0279228246,0.0015083333,0.0075471698,-0.002,0.0016,0.0003448818,0.0041125604,0.019129,0.017659,1.93
0.86,1.25,-0.69,-2.29,0.56,0.64,-0.24,-0.01,2.2,-0.07,25.03,1.45,2.3533,0.736620128,0.0183,0.0294,0.0351,0.0267,0.0280428787,0.001525,0,-0.007,0.0063,0.0002895367,0.003761577,-0.005674,-0.015007,1.89
-2.32,-0.09,-2.3,-4.06,1.67,2.28,-1.07,-2.25,0.66,-1.2,24.54,1.45,2.36,0.7486789106,0.0171,0.0295,0.0352,0.0277,0.031038055,0.001425,0,-0.013,-0.0018,0.0004411726,0.0035043688,-0.018085,-0.020098,0.1
-1.87,-0.59,-1.5,0.02,-0.5,0,-0.99,-1.48,-0.22,-1.16,24.52,1.4367,2.3733,0.7525164358,0.0174,0.0301,0.0354,0.0269,0.0299273118,0.00145,0,0.0148,0.0039,0.001026218,0.0035754811,0.00032,-0.001244,0.86
2.83,4.48,2.95,-1.42,1.68,6.22,2.17,-2.37,1.06,3.11,26.38,1.41,2.41,0.6991752079,0.0196,0.0302,0.0351,0.0279,0.025934035,0.0016333333,-0.0037453184,0.0012,-0.008,0.0004009589,0.0033213634,-0.006207,-0.006795,4.92
2.69,1.65,1.02,0.36,0.72,4.57,0.79,2.07,1.07,0.6,25.9,1.41,2.42,0.7127027122,0.0197,0.0307,0.0353,0.0287,0.026515491,0.0016416667,-0.0037593985,-0.0087,-0.004,0.0004906637,0.0031140907,-0.00754,-0.017804,2.2
-1,-2.67,-1.9,2.58,-2.38,-1.32,0.03,-0.02,0.56,-1.47,25.29,1.41,2.43,0.7624968735,0.0201,0.0312,0.0357,0.0294,0.0240133528,0.001675,0.0037735849,-0.0088,-0.0033,0.0006826525,0.0028973121,-0.022288,-0.024368,2.83
-0.84,-3.31,-2.57,-3.62,-2.48,4.63,-1.59,-2.47,-3.14,-2.7,24.62,1.4133,2.4567,0.7767060965,0.0219,0.0323,0.0365,0.0303,0.0262931544,0.001825,0,-0.0105,-0.0248,0.0012715949,0.0033969102,-0.025308,-0.026832,2.69
1.78,0.39,1.58,1.79,1.48,3.23,1.89,2.58,3.22,1.62,24.75,1.42,2.5233,0.7749291888,0.0204,0.0328,0.0386,0.0301,0.0261518703,0.0017,0,0.0039,0.0177,0.0005810146,0.0025605978,0.026314,0.024844,0.73
-1.56,-2.64,-0.7,-3.25,2.26,2.11,-1.32,-0.38,1.27,-2.45,23.35,1.42,2.55,0.8082108771,0.0179,0.0329,0.0388,0.0284,0.0258766059,0.0014916667,0,0.0299,0.0253,0.0011056426,0.0026094226,0.002187,7.2e-05,1.78
-1.82,-3.1,-1.32,-1.58,-0.67,-2.33,-2.05,0.05,0.84,-2.26,24.81,1.45,2.51,0.7597009612,0.016,0.0313,0.0374,0.0274,0.0248222723,0.0013333333,0,0.0206,0.0172,0.0004172689,0.0027933096,0.001713,-0.001189,1.37
