36484159886824752e-25,4648724263572187e-24,0.3681956888161511,4166496976440195e-24,4780362275686687e-24,8329637500880991e-24,5415335963305478e-24,115230426645701e-22,0.6318042602644133,8407479987403124e-24
24110825749135543e-24,8580954007302062e-23,0.36239373669268093,4803571426147975e-23,7064823864116066e-23,16463235233483733e-23,10590106660629796e-23,7591569461423029e-23,0.6376055664395534,121816109541497e-21
0.037999084505089716,6222018481421657e-26,8436088016302888e-26,1472741557805007e-25,1634427872077566e-25,5352085016418114e-25,19052038960834012e-26,0.523249466711456,0.4387491121767707,23354233731981757e-22
1991662619231922e-26,6896128844291862e-25,9524605896738294e-25,14194523619458752e-25,774115133122726e-25,0.18293873064297037,539626059726585e-24,0.42692108209790186,0.39014018183669646,1724120902968483e-24
38501018616540654e-26,171321189385305e-22,7332913101696324e-24,7753242208415588e-24,541085497473891e-23,0.2860312675667103,4963373653955291e-24,0.34855115658809205,0.36541751689096663,15977099073414516e-24
7825953634081326e-25,6726825732061268e-24,0.3909647985286402,25134962690757197e-25,17843325139314937e-24,239161108517261e-22,30345486442265614e-25,7860717498231742e-23,0.6090350581962541,9851259580960556e-24
7814635436948858e-24,3907978391951211e-22,0.3999001484247737,6752882463475728e-23,6754320589918154e-22,36731770996455842e-22,9452808948373603e-23,55671472517697946e-22,0.6000888362221654,5389272564229783e-22
21561376245932356e-25,5669543866693759e-23,0.40591565873748314,8374086951935836e-24,30208310306923287e-23,517125775795856e-21,9672528827647187e-24,7787031997398827e-22,0.594082601014689,6543754912142446e-23
8004420072248545e-25,22350463407202825e-23,0.4081375433357903,22260101431069335e-24,7624863439563798e-22,27249688538700683e-23,2453004274148985e-23,2173701041336498e-21,0.591858777782007,19910268118630997e-23
4991744426620341e-24,34366457367472385e-23,0.3304038048533519,23776274874930595e-24,13523609072791754e-22,24292891150547566e-22,3512354519464841e-23,0.24682508904400247,0.4227667988995213,11799696313444363e-23
34812606273743734e-25,13973862582722231e-24,0.3439739709426908,9436197996621602e-24,24682330289302473e-24,19329308688948024e-21,13505136070838561e-24,0.19664255399120642,0.4593640587607115,21920112129912043e-24
