0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,0.3105019921601785,0.36937770887825494,0.24501785326729797,0.17895737444617554,0.3535119410868305,0.33087771158834334,0.46353827280176707,0.8792302108982769,0.6953137354275211,0.8073554931937786,0.432197854406682,0.022858841364735927,0.10473262058796484,0.43140000888758967,0.7002967232218772,-0.07131008389919202,0.6534993886055074,-0.04329431839244258,0.44455023705143404,-0.5607103779755676,0.23510001729585772,-0.06296695242694295,-0.012798678662898633,0.03708342830987221,0.010129007630639397,-0.08847529786670028,0.06547546648072577,0.10330640135468316,0.006668151810284795,0.44087761915801715,-0.28912930321362107,0.16003410817744934,-0.440673212627942,0.4183367347352911,0.37459680941151186,-0.3257662584717709,-0.002400841231581685,-0.053172632995765134,-4.928065223638648,0.07518963672527468,-0.030623991298175834,0.495472710851088,-0.07581720359343569,0.5570734318134891,-0.027258809401323303,-0.13563175330429278,0.14925820971212866,-0.0052806740031525745,0.523037258142901,0.4031504887126117,0.5554591367610603,-0.005456749081182322,0.35632607367485214,0.266954092541022,0.24595236078089255,-0.4658141090899819,0.38449556886174796,0.5139310384008215,0.6380847385623791,0.5215338152421395,0.11802783330708755,-0.0167983060490704,0.18520212471867026,0.26331995956396603,0.7371210020813983,-0.1839837155343198,0.3275778670620234,0.04388687798199531,0.2743907543686406,0.026319601594155695,0.46044886050939393,-0.10746566783559341,0.36711766163861714,0.23718474177764592,0.020157613416757036,-0.05841239220335903,-0.21898534289140037,0.699022121381947,0.3503219634644049,0.090594512101829,-0.000780031431623307,-0.3116149545965232,0.14197055254344404,0.19644714586732648,0.2606633046823187,-0.04112202612052496,0.6312131883524557,0.17381533114369785,-0.008255221930657086,0.17896216647774021,0.2570693589724534,0.49551227910933415,0.00439177326911977,-0.022763674779392007,0.0746368832154457,-0.009148898956638396,-0.07268799694174666,-0.4337183723831457,0.4290715929196557,0.6274619265740373
1.033,0.3069935737920547,0.34543155867254016,0.24277570927219294,0.17739788677226553,0.3356041420738617,0.31240559575625915,0.45949525609553943,0.8734240777074487,0.6961147076130848,0.8047158060630251,0.4284920510165916,0.02328067311676907,0.10212033829098344,0.429818941892246,0.7003704435467293,-0.0773436186330172,0.6335603086033761,-0.04329433139983618,0.43659063476829496,-0.5758069833498924,0.23248276585200844,-0.07042287129188618,-0.0310333757246517,0.027593199209912767,0.0016104585779321834,-0.09409324486476445,0.068423078998475,0.09550323095775082,0.0033068973555069325,0.41913172826961986,-0.2891292649056483,0.15508962436732443,-0.46675725979947,0.40199015040787,0.36994960666477816,-0.3257822878339691,-0.023366816457079942,-0.05317280866363272,-5.2163079185354295,0.07464010787612163,-0.03062405183303185,0.47957592041407926,-0.07581823524870934,0.5495861584992616,-0.027258804854060292,-0.1574409845870508,0.13967935678412902,-0.0035121740993964146,0.5149648048787595,0.3958712507397575,0.5474253867212345,-0.016081458382677383,0.35006664211315175,0.25941682393762977,0.23022800479852623,-0.4839766751290895,0.3778127333853032,0.5127621968870503,0.6210423689800278,0.489707812728424,0.10082150651805943,-0.016798427213192912,0.18439208928008488,0.25677980947928436,0.7290073933450664,-0.19304135433276115,0.3260192345619476,0.017044930103189748,0.26861597724160347,0.026582247377339274,0.43952432687025444,-0.12370904143597028,0.3630203549413161,0.21382005821027938,0.020547277712408607,-0.054125350465249245,-0.22956656046370671,0.6890311113308419,0.33835067405277064,0.08747669462711816,-0.000780233613623782,-0.3116192290040116,0.14113418641007414,0.18639322628212596,0.23711071969030517,-0.038350906368810556,0.6173868582123303,0.1683466236243174,-0.00829723111373748,0.17274808026127397,0.24336870592111093,0.48514795610388495,-0.024013802118654004,-0.018564986840488684,0.07451701874951466,-0.010400545147254414,-0.07268487923401845,-0.4530645585404254,0.399442989922573,0.6215802854081829
1.067,0.3032715123414941,0.3213669530137142,0.2405573330841333,0.1766116529918923,0.31590402153849284,0.2929035635798194,0.45525085378569174,0.8719776344360884,0.6969918441019036,0.8018125872791829,0.42428548724643045,0.023713562131089994,0.09920651672612635,0.4279678543439429,0.7003730505797916,-0.07667337004248687,0.6123375479780402,-0.043294233858707676,0.42805960297022216,-0.6069080654592658,0.22968304608054813,-0.07852008580562808,-0.04994945982415233,0.02125594165967115,-0.005175963707318099,-0.09409766203063863,0.07137165109134924,0.0868725126035047,-0.0005340544061369634,0.3970846308064643,-0.28912926367030267,0.15019721005204523,-0.4958377187982319,0.38495117363400055,0.3648309351436938,-0.32578221844730426,-0.04586291730102188,-0.05317302723810702,-5.523839424353221,0.0736268759364066,-0.030624173408495325,0.4632391842123039,-0.07581827379566075,0.5473284760389368,-0.027258805724476476,-0.1798575991114446,0.12940969541332736,-0.0025970985490875176,0.5062397007719928,0.38804301889105286,0.5384927257253612,-0.028297555494301463,0.34337862950716,0.25173240290725885,0.22446582357668865,-0.5044397889893417,0.37078186620791476,0.5114063493475165,0.6031103855309622,0.4584683834425143,0.08237808854458029,-0.016798334317007058,0.1836274619037691,0.24995832979236776,0.7204027361230723,-0.20159051221720148,0.3212068945382688,-0.012440391116220972,0.2623532958050181,0.0267303658649366,0.41684505484073386,-0.14081831579923465,0.359732637890277,0.19812127595455076,0.020808787465887768,-0.04985237373730422,-0.24034821613282142,0.6781440365336315,0.325481423496213,0.08361576237808699,-0.0007705845170906667,-0.31162012695097396,0.13976978568989507,0.17571380008360604,0.21172337725675583,-0.035669843956513514,0.60269463892738,0.1630100575671739,-0.008294997727508635,0.16572511292696712,0.22884228924695416,0.47393827426625557,-0.055259808322624115,-0.014814510456764296,0.07406725382226054,-0.012056446060401349,-0.07268734964306689,-0.4691939445960107,0.3680689843268431,0.6187005892151994
1.102,0.29933775290175113,0.3020591948389687,0.23801943909427858,0.17615140519687889,0.2943643463896851,0.2722332341114846,0.4555170104340456,0.8703986520791658,0.6978093508152845,0.7985929612523386,0.41963581105230807,0.02412119861870765,0.09591999377824711,0.4259282206089102,0.7002960879224174,-0.07372439525668217,0.5965766291257313,-0.043294349421125755,0.41900186455846244,-0.6412423311127875,0.22669150554955364,-0.08644475732780799,-0.06683976973534533,0.02276013505435004,-0.015168657591811519,-0.09409591442811127,0.07383752365084306,0.07741425191405849,-0.004828255213344734,0.3725181964169544,-0.2891284102817946,0.144942635703885,-0.5265183985884481,0.3666823900970133,0.3590686331391102,-0.3257823447168373,-0.07040711058338722,-0.05317304086099872,-5.846699806948399,0.07212236738907818,-0.030623502067747443,0.44549921588467634,-0.07581827888352888,0.5444318982498217,-0.027258811095178803,-0.2046609478839061,0.11830629488614952,-0.003367055369053462,0.497189105632469,0.37968762784041066,0.5288245733475616,-0.03948205055055176,0.336380145172104,0.24379463499590415,0.22238413261166246,-0.5256966276422381,0.3632238510642455,0.5098946570885636,0.5833205772940362,0.4339842825202679,0.06271564441632282,-0.016798429012442995,0.1828198949699773,0.24207249178950763,0.7035312850378475,-0.2107933907104127,0.3154760632636394,-0.04126733655605541,0.2557813056911189,0.026846234201833408,0.3924839956579872,-0.15942170890167806,0.35608699580239567,0.18698374458156186,0.020930252867175425,-0.04562320253272234,-0.2524450702095675,0.6668660653248724,0.31190253020250935,0.0791045387755116,-0.0007803317609464955,-0.3116200975637218,0.13775140230618088,0.1644088827558835,0.1839754825464831,-0.033205816073230476,0.5869616817592659,0.15742679155129968,-0.008296802614328413,0.15785680725224127,0.21277193536277184,0.46183374379109177,-0.08936110266724073,-0.01164116672866733,0.0732562299542483,-0.0140708371475875,-0.07268800296503741,-0.48639792563081796,0.34813851218559977,0.6170547621656366
1.138,0.2951589712585512,0.2813940230772132,0.23496692829381782,0.17469330991229315,0.2936896196417045,0.2503985173387765,0.4557665497591131,0.8688611667263471,0.6984768768605361,0.7951081661636199,0.4149733764457495,0.02442657744734289,0.09221189991925793,0.4235844416450837,0.7001299284953935,-0.07172591932227834,0.5800964908688888,-0.0432940848595591,0.4094502397002573,-0.677671649762648,0.2234074922075422,-0.096273636631387,-0.07319562950873237,0.02431614408299765,-0.020683215170233638,-0.09409748331217105,0.07566974014821637,0.06642905268912336,-0.007737345378529881,0.34631641824345494,-0.28912925962801395,0.1397621733165174,-0.5590594309610466,0.347349654753468,0.352717450365613,-0.3257820957097197,-0.0961760811917809,-0.0531729343274272,-6.197673774974599,0.07004765613819086,-0.03062379781868385,0.4264144963312324,-0.0758182597677386,0.5414739723630926,-0.027258802443736796,-0.22728553713754684,0.10659145285176463,-0.0041745150068133174,0.4874579287660058,0.3702787059226619,0.5180352987499761,-0.04930512935884113,0.328811638053192,0.2357863725520598,0.22018746503820796,-0.5481646592815237,0.3551433614941427,0.5082492345465688,0.5621410260853597,0.4081565175022288,0.041940386730686674,-0.016798521915657005,0.18174328871120926,0.23785457422770762,0.6881510378477331,-0.22037432370234766,0.3145890110478303,-0.07440078752780832,0.24865783762162463,0.02689013388891448,0.36612984348384636,-0.17934995589681302,0.3521494278638747,0.17657137253776756,0.020898905828688252,-0.04152058630786781,-0.2647488196929153,0.6543511562489651,0.29749318486074106,0.07357132820215395,-0.0007803023662682484,-0.3116203236660886,0.13509542257113116,0.15196475376770335,0.15441621062473954,-0.030671088177228967,0.5699333461996088,0.1505737010339434,-0.00829513997336817,0.14893915728679386,0.19692250672502842,0.44852848417456614,-0.12772427299183087,-0.011617119915613872,0.0719974184672304,-0.016559458223199375,-0.07268794317062621,-0.5043281283276981,0.33188327339903423,0.6164146235843841
1.175,0.29065365633053875,0.2592685202426108,0.2316944014278668,0.17360369445497514,0.2938839980625071,0.22734425257963164,0.45594664165477816,0.8670364813043429,0.6985700003504908,0.7913178834830236,0.41201039875895273,0.024596494060559193,0.08831821075462798,0.42099226363263387,0.6998704085556812,-0.07509501736848612,0.5625158812560211,-0.043294322202442004,0.3990658581354183,-0.7119605298462046,0.21994067518066462,-0.10656330055942842,-0.0802145428956027,0.025865711482250586,-0.018137291014743262,-0.09409559003277557,0.07651499077324686,0.054779229233127724,-0.009486588750787561,0.3195746507538605,-0.289129257219928,0.13361104722941908,-0.592734538762073,0.32669309835757787,0.3461924020168651,-0.32578234567591835,-0.12374436040304815,-0.05317295724589277,-6.563866222701202,0.06739588908904603,-0.03062361611818054,0.40572601876351455,-0.07581826662891644,0.5381708583974345,-0.027258810986458437,-0.22746076858183728,0.09413110327188257,-0.0052283651456663804,0.47712035211589043,0.3607797513632903,0.5063563402514741,-0.05947206545394246,0.32127719273856414,0.22704062614267528,0.21778572899896032,-0.5725067082884743,0.34652142689012144,0.50648676403817,0.5396270942636472,0.3800909394380707,0.020153283573058678,-0.016798354947097804,0.18069726646521433,0.23372017797798494,0.6824596628811641,-0.23095658238348826,0.3147435879357491,-0.10950547915577857,0.24082838640906945,0.0268610105089806,0.33737474848832993,-0.20091447759320347,0.34766937503113093,0.16541508924753656,0.020705554093249257,-0.03720586475707188,-0.2774333263206197,0.6406418800529401,0.28228826068748547,0.06784489788851455,-0.0007780471507166098,-0.3116196232644124,0.13176563380473683,0.13882808268204339,0.1226497477884313,-0.028141087925477093,0.5521097535072617,0.14388482109671275,-0.00829631591979818,0.1389790879330458,0.17977284391732373,0.43435192211634743,-0.16844730628237947,-0.011616718976385165,0.07019381694578997,-0.01969921924814444,-0.07268800275875043,-0.5234067415320052,0.31444898020098744,0.6156729100051566
1.214,0.28593714934842807,0.23537230700805978,0.22803585384907865,0.17244079038684523,0.2937497016860937,0.20258998052577315,0.45602255479989984,0.8651590874108187,0.6984816623160974,0.785880845128248,0.40896589167984165,0.02468437520530331,0.0851206177383288,0.4180243571211555,0.6995023378729448,-0.07832205859109043,0.5440873181624714,-0.0432943047099541,0.3872643710007283,-0.7293297913300858,0.21626542078497424,-0.11760753515887545,-0.08713402509205803,0.027458572096268674,-0.01567430169709194,-0.09409747619776776,0.07616836453854114,0.04192502371967688,-0.011455493137642714,0.2911229579376974,-0.2891292076140395,0.12701259198429693,-0.6298874095010834,0.30516959942019284,0.3382980950836848,-0.3257807569113824,-0.15372835104587734,-0.0531730203297216,-6.958582398800959,0.06427712246724993,-0.030624123676596282,0.38575666878644155,-0.07581829977289578,0.5344850152733583,-0.027258809790689842,-0.22746113519970934,0.08089517330612428,-0.006055576320386891,0.4661951104150919,0.3501253513628435,0.49349156719619447,-0.0702166768161423,0.31285084626054227,0.22141870369223016,0.21530802311076136,-0.5980339549042681,0.33730155186084,0.5042851584785399,0.5333277798302847,0.35004373445845705,-0.0019023830479154569,-0.016798437040910885,0.17955479783167794,0.22898866612646607,0.6765593437666199,-0.24132824810047482,0.3148329140483992,-0.14503281215699992,0.23284760442429553,0.02674236664575602,0.30625561087031405,-0.2241876803500038,0.343023515904467,0.15354873165007532,0.020317501609846356,-0.03358508673093885,-0.2906834415808337,0.626074435963515,0.2662420022793205,0.06074960770899329,-0.0007803129618391136,-0.3116203404679292,0.12751871090438616,0.12446368903782545,0.09076296159154262,-0.025784743976947633,0.532808039079023,0.13661855990580252,-0.008297275128249737,0.1279047322649708,0.17308514420657672,0.4189580247879552,-0.2114495833747465,-0.011616797332000495,0.0679343921037413,-0.02328280753763723,-0.0726877684828644,-0.5720237708262785,0.2950608924375453,0.6148384574464866
1.254,0.2809295466802255,0.2094961239174814,0.22364718248783855,0.17095213491571926,0.29343039449620867,0.17649358385757996,0.45613949537432286,0.863093622745552,0.6983553503445815,0.7778987285967971,0.40564543646794293,0.02468389443244634,0.08153182562867844,0.41476929587503175,0.6990210594388977,-0.07967781677389718,0.5229280823476957,-0.04329432567421421,0.37177636364158184,-0.7413968146791394,0.21224711089371495,-0.12966209312570665,-0.09504410851700551,0.02909174930936642,-0.013328460288936528,-0.09409777716848788,0.07556986108618724,0.027868307093872557,-0.013670035836236494,0.2606656473050938,-0.28912910272795944,0.12016133839062271,-0.6688678187637451,0.2824079811615655,0.3297814683167588,-0.32578201839286103,-0.15733929131932878,-0.053173015336762885,-7.377425630319005,0.060075902180749985,-0.030624161281934237,0.36455293894656515,-0.0758182539505401,0.5303077786434207,-0.027258477612461807,-0.22746117300862778,0.06644136705306125,-0.006055672995651573,0.4546735189905434,0.3386054975893733,0.4794387580701569,-0.08149880383220864,0.30413494207317826,0.2254005528937848,0.21272456175553012,-0.6247625980871392,0.3275082893420822,0.502112486928527,0.5291448325122405,0.3175959353473211,-0.0020895089440835513,-0.016798435369524745,0.17823231198465583,0.223629632224694,0.6703331996274419,-0.2531296861015462,0.31479940138121154,-0.18390205886846123,0.2237873802879955,0.026533036682757194,0.2739471715707231,-0.24897394478416457,0.337847111185978,0.14073519268039136,0.019740135091790734,-0.029735456305615138,-0.30502731396261096,0.6104523758282538,0.24874767327797043,0.052763403536285836,-0.0007797447338535601,-0.31162041566526266,0.12252395609162392,0.10948857167374149,0.09060255193998523,-0.02346714369803693,0.5118312102068769,0.1290014665623489,-0.00829727758050569,0.11561847106162448,0.16652653843708587,0.4024869697496035,-0.259901132775318,-0.011616752783357942,0.06506905863864632,-0.027288206254034275,-0.07268788320022601,-0.5989512189945896,0.2758658841771603,0.6139043626486134
1.295,0.27548313643073974,0.18200811751046142,0.21874667547653504,0.16941614310401387,0.29285961038313857,0.14891618909905135,0.4561674605491287,0.8609248395083534,0.6981909275979412,0.7692850374518836,0.4021175348486665,0.02461105299391475,0.07783347536665686,0.4111369013365922,0.6984152349578148,-0.08033477818888102,0.5014132278661843,-0.04329433570027774,0.358615648301294,-0.7538935429781588,0.20796752015697906,-0.14365728757459695,-0.10325768902000898,0.03043171851753579,-0.011682018746904,-0.09409778236641997,0.07474956532326071,0.013002077651474875,-0.016125280203464598,0.23403985325389998,-0.28912922152661613,0.11198455948025221,-0.709541120736686,0.2614355879639836,0.32067539099425035,-0.3257823188188822,-0.157314485944392,-0.05317305128852956,-7.823937877783248,0.0552660337592904,-0.03062417324210598,0.3419841135177195,-0.0758182577121509,0.5259250096182273,-0.02725858335510467,-0.2274611819816339,0.051890027722698795,-0.0060557664085645335,0.44231466344981196,0.3260099755922974,0.4640570852617568,-0.09345163647311705,0.29495728344007754,0.22904388423486244,0.2098807801138064,-0.6537813446762522,0.3169359197668552,0.4996070386870506,0.528167991390989,0.28333383044650595,-0.0020890223840546174,-0.016797913952465438,0.17667113135275514,0.2175352204649046,0.6637410264752762,-0.2654017861460678,0.31475046272209106,-0.22516806368679831,0.214381646047615,0.02622098784503124,0.2381286335293643,-0.2761276112494182,0.3322128929972842,0.12884226324697645,0.01892357899375552,-0.025809063103700458,-0.3204128863041864,0.5935703665520145,0.23121324199692805,0.04434773899900213,-0.0007802066182476253,-0.31162035199534577,0.11661053004714617,0.09288831959707844,0.08965489374008895,-0.02107442561700923,0.4896496342703809,0.12055883152446634,-0.00829727881187603,0.10199027752648193,0.15931374853858826,0.3912367810418276,-0.31148939365114514,-0.011616710580965472,0.06157698463903971,-0.032021625909067764,-0.0726876307759674,-0.6196876712224384,0.25706838478511496,0.6128431162463972
1.337,0.27001028378057956,0.15322862972229534,0.21345876123178142,0.16509584088047324,0.2919737289717379,0.11976008262646498,0.4560779480398547,0.8584466793798519,0.6987073945262628,0.7597442905020189,0.39835266840514827,0.024386734649283426,0.07378510533944349,0.4070787900826587,0.6976691781933392,-0.08097551204109754,0.478374597328057,-0.043294330531532754,0.35102790179546317,-0.7667346006465927,0.20337201515946912,-0.15696929811509097,-0.11212179745749706,0.03190758321559706,-0.008745740544329639,-0.09409746951614717,0.07346379535065606,-0.003209941741270983,-0.018763585933585958,0.22959119784039372,-0.28912924696059195,0.10425463218721254,-0.7549224491374309,0.2401984636707305,0.3106609921953549,-0.32578232465044565,-0.1573372225227998,-0.05317307269093874,-7.995409549918934,0.049585282564384436,-0.03062407468241224,0.3178224152260558,-0.07581826726301366,0.5213957918108385,-0.027258807964079868,-0.22746118607976906,0.03576667126828259,-0.006055752262770664,0.42946212264044004,0.3130825021834551,0.44725440531292293,-0.10621101902458707,0.2852309750668952,0.23235697581830694,0.2068950997412089,-0.6849195312152494,0.3058408364953291,0.4968619097445802,0.5269479072500011,0.24575213319190836,-0.0020892261408493873,-0.01679854024808969,0.17519721775860186,0.21053056874903087,0.6568630270334349,-0.2695061085622035,0.31456641220241544,-0.2694943330850652,0.20483855882936486,0.025808727176803603,0.19922463448489458,-0.305505918884879,0.3261142537702225,0.11877205538397861,0.017884338806177125,-0.022154605781017356,-0.3359728814531455,0.5752164731114748,0.2120874600858902,0.03365067486430251,-0.0007803244390960362,-0.3116202915049824,0.10950609228480934,0.07643056281019567,0.08775234703426438,-0.018952683478322907,0.46570998109713824,0.11182637776777893,-0.008297273905353064,0.08695204222019604,0.1512838593296577,0.3859584040271362,-0.3684187569723205,-0.011617023598688547,0.05746328933863076,-0.03775891432017153,-0.07268799221567646,-0.6412076647460154,0.23760480091177083,0.6116692935567738
