0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
23.053;-0.148131863;-0.017889986;-0.014220167;-0.130752413;-0.107538258;-0.287056851;-0.422186292;-0.108793165;-0.062660769;-0.247422945;-1.010733211;-0.00303636;-0.399233898;-0.050881766;-0.407336141;-0.001025883;-0.00171343;-0.000388262;-0.146015463;-0.026622021
24.142;-0.148131863;-0.007179289;-0.014220169;-0.11596578;-0.107538216;-0.287056852;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733204;-0.003036366;-0.399233861;-0.050881766;-0.407336141;-0.001025911;-0.00171343;-0.000388262;-0.146015462;-0.026622021
25.282;-0.148131862;-0.003688048;-0.014220168;-0.112852399;-0.107538211;-0.287056852;-0.422186297;-0.10879316;-0.062660767;-0.247422945;-1.010733191;-0.003036363;-0.399233927;-0.050881762;-0.407336006;-0.001025901;-0.00171343;-0.000388262;-0.146015462;-0.02662203
26.476;-0.148131863;-0.001271912;-0.014220168;-0.112852677;-0.107538202;-0.287056851;-0.422186297;-0.108793164;-0.062660768;-0.247422945;-1.010733124;-0.003036363;-0.399233929;-0.05088176;-0.407336142;-0.001025883;-0.00171343;-0.00038826;-0.146015462;-0.026622021
27.726;-0.148131862;0.000104307;-0.014220168;-0.112852384;-0.10753822;-0.287056851;-0.42218628;-0.108793165;-0.062660767;-0.24742294;-1.010733136;-0.003036362;-0.399233922;-0.050881766;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015463;-0.026622021
29.035;-0.148131862;0.000193;-0.014220169;-0.112852393;-0.1075382;-0.287056845;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733164;-0.003036363;-0.39923384;-0.050881765;-0.407336142;-0.001025911;-0.00171343;-0.000388261;-0.146015463;-0.026622021
30.406;-0.148131866;-0.00111966;-0.014220168;-0.112852382;-0.107538199;-0.287056853;-0.422186297;-0.108793165;-0.062660767;-0.247422942;-1.010733188;-0.003036365;-0.399233801;-0.050881767;-0.407336143;-0.001025884;-0.001713429;-0.000388262;-0.146015462;-0.026622022
31.842;-0.148131865;-0.004143026;-0.014220168;-0.112852382;-0.107538199;-0.287056845;-0.422186297;-0.108793165;-0.062660783;-0.247422945;-1.01073322;-0.003036366;-0.39923393;-0.050881766;-0.407336108;-0.001025883;-0.00171343;-0.000388262;-0.146015462;-0.026622022
33.346;-0.148131862;-0.007246017;-0.014220169;-0.112852384;-0.1075382;-0.287056853;-0.422186297;-0.108793163;-0.062660767;-0.247422945;-1.010733214;-0.003036366;-0.399233889;-0.050881765;-0.407336137;-0.001025883;-0.00171343;-0.000388262;-0.146015462;-0.026622021
34.921;-0.148131862;-0.006787672;-0.014220168;-0.112852382;-0.107538199;-0.287056852;-0.422186297;-0.108793162;-0.062660767;-0.247422945;-1.010733205;-0.003036366;-0.399233899;-0.050881767;-0.407336142;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
36.57;-0.148131863;-0.006308669;-0.014220169;-0.112852394;-0.107538198;-0.287056852;-0.422186296;-0.108793165;-0.062660767;-0.247422945;-1.010733205;-0.003036366;-0.39923393;-0.050881767;-0.407336141;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
38.297;-0.148131862;-0.00583022;-0.014220168;-0.112852439;-0.1075382;-0.287056853;-0.422186297;-0.108793164;-0.062660769;-0.247422944;-1.010733219;-0.003036365;-0.399233903;-0.050881767;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
40.106;-0.148131862;-0.005338215;-0.014220168;-0.112852385;-0.1075382;-0.287056853;-0.422186297;-0.108793165;-0.062660768;-0.247422945;-1.010733213;-0.003036357;-0.399233895;-0.050881767;-0.407336005;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
42;-0.148131862;-0.00483078;-0.014220168;-0.112852384;-0.107538198;-0.287056852;-0.422186295;-0.108793165;-0.062660767;-0.247422945;-1.010733221;-0.003036363;-0.399233912;-0.050881767;-0.407336028;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
43.983;-0.148131862;-0.004326419;-0.014220168;-0.112852382;-0.107538198;-0.287056853;-0.422186296;-0.108793165;-0.062660768;-0.247422945;-1.010733201;-0.00303636;-0.39923391;-0.050881767;-0.407336048;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
46.06;-0.148131862;-0.003818512;-0.014220168;-0.112852399;-0.107538199;-0.287056851;-0.422186294;-0.108793164;-0.062660767;-0.247422945;-1.010733221;-0.003036366;-0.39923393;-0.050881767;-0.407336142;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622023
48.235;-0.148131862;-0.003298664;-0.014220168;-0.112852383;-0.1075382;-0.287056849;-0.42218629;-0.108793164;-0.062660767;-0.247422944;-1.010733176;-0.003036366;-0.39923393;-0.050881767;-0.407336142;-0.001025892;-0.00171343;-0.000388262;-0.146015462;-0.026622022
50.513;-0.148131862;-0.002774626;-0.014220168;-0.112852393;-0.107538199;-0.287056849;-0.422186295;-0.108793165;-0.062660768;-0.247422945;-1.010733218;-0.003036366;-0.39923393;-0.050881767;-0.407336142;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
52.899;-0.148131863;-0.002252637;-0.014220168;-0.112852391;-0.107538199;-0.287056852;-0.422186295;-0.108793165;-0.062660768;-0.247422945;-1.010733221;-0.003036367;-0.39923393;-0.050881764;-0.407336141;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
55.397;-0.148131863;-0.001939633;-0.014220168;-0.112852382;-0.107538198;-0.287056848;-0.422186296;-0.108793165;-0.062660767;-0.247422945;-1.01073322;-0.003036366;-0.39923393;-0.050881764;-0.407336143;-0.001025882;-0.00171343;-0.000388261;-0.146015462;-0.026622021
58.013;-0.148131862;-0.001939853;-0.014220171;-0.112852389;-0.107538198;-0.287056848;-0.422186295;-0.108793165;-0.062660768;-0.247422945;-1.01073322;-0.003036366;-0.39923393;-0.050881767;-0.407336142;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
60.753;-0.148131862;-0.001939637;-0.01422017;-0.112852383;-0.107538209;-0.287056853;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733217;-0.003036366;-0.39923393;-0.050881763;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
63.622;-0.148131862;-0.001939633;-0.014220169;-0.112852384;-0.107538207;-0.287056853;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733212;-0.003036366;-0.399233927;-0.050881767;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622024
66.627;-0.148131863;-0.001939636;-0.014220168;-0.112852383;-0.107538198;-0.287056853;-0.422186294;-0.108793165;-0.062660768;-0.247422945;-1.010733207;-0.003036366;-0.399233923;-0.050881767;-0.407336117;-0.001025888;-0.00171343;-0.000388262;-0.146015462;-0.026622021
69.773;-0.148131862;-0.001939633;-0.014220168;-0.112852382;-0.107538199;-0.287056853;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733221;-0.003036366;-0.39923393;-0.050881766;-0.407336108;-0.001025894;-0.00171343;-0.000388262;-0.146015461;-0.026622021
73.068;-0.148131862;-0.001939659;-0.014220168;-0.112852382;-0.107538198;-0.287056851;-0.422186297;-0.108793165;-0.062660768;-0.247422945;-1.010733221;-0.003036365;-0.399233924;-0.050881767;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
76.519;-0.148131863;-0.001939633;-0.014220168;-0.112852404;-0.107538199;-0.287056849;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733221;-0.003036366;-0.39923393;-0.050881767;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622021
80.132;-0.148131862;-0.001939634;-0.014220168;-0.112852382;-0.107538199;-0.287056853;-0.422186297;-0.108793165;-0.062660767;-0.247422945;-1.010733221;-0.003036366;-0.399233927;-0.050881765;-0.407336143;-0.001025882;-0.00171343;-0.000388262;-0.146015462;-0.026622022
