0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.005686923029917024,-18.076924911652565,0.36654014488055187,-3.393938203611495,0.020497508086030236,-1.0154130763793003,-0.6344272217800075,-0.377554605855259,-3.836533252850594,0.10411095824613481,-1.294326250168373,-3.560133902243554,-2.9921506476430295,-0.26077686703101666,-0.11653010843299061,-1.3383253614541024,-0.01822002001853429,0.31446490534644167,-0.44609609703031805,-0.19029542968481072
1.047,0.009005108216669222,-17.075008715301745,0.36765543803850953,-3.2770732248577916,0.014772718899291548,-0.9331714423269102,-0.6350400994876069,-0.37820700421242526,-3.1842760893565005,0.10759291238937185,-1.2881041437528533,-3.498481380097396,-3.0709675507314502,-0.21151128245542594,-0.09336069378769274,-1.34416520896352,-0.009340037733034379,0.3360946400703484,-0.4138938032319319,-0.1846371140869678
1.097,0.012261555495783782,-15.925431067528358,0.3741175326906667,-3.1250438269079996,0.003997053332608136,-0.863588747579124,-0.6379496712728223,-0.37959970111110786,-2.706281096544575,0.11103148123654527,-1.284956374773563,-3.4656000950594104,-3.1076316825596058,-0.16193919069038043,-0.07385741667473278,-1.34200066342554,-0.0025203816749956864,0.3547692095800862,-0.37812352279625405,-0.18162751515885334
1.148,0.01593634611148076,-14.762845544840765,0.3793464002959782,-2.971721211721724,-0.008304853683182234,-0.8006972894286213,-0.6324144119872104,-0.38100153691325955,-2.370038407597178,0.11177040889114409,-1.276909202958481,-3.467019232624999,-3.2407737109162573,-0.11304460380527459,-0.06717991194261286,-1.3331813727505808,0.005277050255254712,0.37111439261838963,-0.34104453966348536,-0.1790201098183981
1.203,0.02037783758153555,-13.508260106126604,0.383599223959735,-2.815687323487052,-0.022460119774504017,-0.7447734030936215,-0.6120317052747752,-0.38491799572780994,-2.208540936893713,0.11130808122869273,-1.2326352248977779,-3.465639359471261,-3.301848819991293,-0.05711636148034471,-0.047976552729079414,-1.3360314912274869,0.009842295631526943,0.38477221040663,-0.30914828281097195,-0.17678921025274463
1.26,0.024795379239716753,-12.493880853395774,0.3865412289822727,-2.6537402152790412,-0.039597514627751185,-0.690798687885742,-0.5940885084094087,-0.3885819807108406,-2.2481544318900015,0.10948471439206897,-1.2188528659097027,-3.410149255729788,-3.2934409788029004,-0.0009462658827306125,-0.029236738039148502,-1.3354642851942011,0.01818416263943612,0.3954227491243043,-0.284765376458026,-0.17486500440443398
1.319,0.029354697853001266,-11.655599692257137,0.38696145935049975,-2.4975351805227954,-0.05851588981656897,-0.6411096880629956,-0.574513738031958,-0.393652644260281,-2.4267017658397494,0.11016598329636618,-1.2251566251919588,-3.337248261339827,-3.284756508168157,0.04511877963330568,-0.014262573588260885,-1.3251318812531112,0.023922365383253763,0.4071304802116076,-0.2767356970693655,-0.170452761589154
1.381,0.032672444345507645,-11.022211117776443,0.3834479259087332,-2.3555931172287945,-0.08017277589082639,-0.5940826628122571,-0.5562431616566399,-0.40002966273664775,-2.3935643520504963,0.11346273964632991,-1.2551805746057383,-3.2053546047280097,-3.2774445442367792,0.0802527570082392,-0.0005319174702607121,-1.3073962801426786,0.02998131288179695,0.42037609304966783,-0.2774941564843072,-0.16696188493534003
1.447,0.03590109983340373,-10.365123080901041,0.37911831480192026,-2.2143976163291175,-0.10490007176685423,-0.551341257105681,-0.539975065787754,-0.40719731697356365,-2.360850501358012,0.1153497178996592,-1.2875524476882343,-3.069013907035796,-3.2892981527206047,0.11392332645660586,0.01906708268273205,-1.2832658327950681,0.03762426023554877,0.43106176727309575,-0.27973876921922236,-0.16558348678370005
1.515,0.038836401572853396,-9.700839146940153,0.37431622357596817,-2.07617431671925,-0.14254122054998986,-0.5034303970219496,-0.524927351129062,-0.41707859454424945,-2.3258533972111755,0.11684507442056191,-1.3216017422720392,-2.9563466847050797,-3.323135979882677,0.14763488277103753,0.041536715485670506,-1.2598173732363716,0.04093909649009153,0.4371435973858022,-0.2937588194435776,-0.16835147251015337
