0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.6938080353656682,0.9149633824119963,0.7874996848262545,0.8381776040512877,0.6803137734358311,0.5552201456787458,0.37396935005554555,0.5924022606935805,0.6456059606002174,0.6983139014023818,0.6902894519865159,0.7801187913359151,0.6879537665160994,0.7051112608515879,0.6344743263205059,0.5905922607981746,0.3748802151116195,0.6992335085994695,0.7245714261600166,0.8927179076758431
1.047,0.6889636691034935,0.9112056068038785,0.7798715849916495,0.834269150529736,0.6694808543010808,0.5478966987362928,0.35585816191201114,0.5825478905114412,0.6357056024653938,0.6894275020853062,0.6795491695696915,0.7725620486138092,0.683241005162367,0.6915437507096096,0.6281092575212212,0.5727613165296357,0.3573683914173792,0.6879826884557296,0.715083356234256,0.8879301659914647
1.097,0.683643670663935,0.906496752484908,0.7736586145838307,0.8293014652316912,0.6582658441182385,0.5402862459852011,0.33775958768733716,0.5717555302653059,0.6252488867060921,0.680056785860086,0.6685132607234878,0.764574153578045,0.6786383645297638,0.6768105108817817,0.6207121765537973,0.5558064043329646,0.3383526447034767,0.6762640700421634,0.7051624897938649,0.8836332086090094
1.148,0.6780027716375226,0.9024621348902148,0.7669519299055372,0.8238509317262795,0.6460948017397456,0.5322148133267253,0.32122964480443805,0.5600652575617072,0.6139111783194791,0.6701552133798745,0.6606426232709514,0.7561497039357787,0.6704683615788203,0.6607398591918234,0.6126837893417799,0.542493981056597,0.3199291825095967,0.6644056165172201,0.6945808213134794,0.8790521580592617
1.203,0.6721472127790802,0.8971858620974655,0.759607033668441,0.8179597773125042,0.6329978448050201,0.524185139414628,0.3056397470536052,0.5468414343686241,0.6014322790813356,0.6595236996279126,0.6551581569163515,0.7471165372215226,0.6649049578333831,0.6415313177592363,0.6054952751776528,0.5316200117576608,0.3027383984967096,0.6514211669734334,0.6829571475815912,0.8742382310680192
1.26,0.6657892136315926,0.8924993732056362,0.7517260761586437,0.8122127407060644,0.6184133818331454,0.5155262138209855,0.28932377505588514,0.5326529153876911,0.5877076152830758,0.6486817206235869,0.6511757727645238,0.7389027518685345,0.6614810986383604,0.6211827475509059,0.5986445063616505,0.5216985111434436,0.2916154041061674,0.6372355432059338,0.6699713779031244,0.8691811598939907
1.319,0.6588436616173805,0.8887101303902214,0.7428373499207721,0.8062985305903264,0.60267501823793,0.5060403937294213,0.27333676433826515,0.5170350826686771,0.5737170128159436,0.6384002319569047,0.6477626148550171,0.730575540809226,0.657745998365237,0.6034518714476007,0.5923366655850995,0.5133286881651424,0.2809369848905843,0.623589510012559,0.6548647016893394,0.8635063904020625
1.381,0.6519532134045027,0.885698019294872,0.7322760894680707,0.8010723759128556,0.5852446567964731,0.49551228273211145,0.255937712154797,0.4999231612914814,0.5622884320239544,0.6285193703538823,0.6442559066846011,0.7201845909919397,0.6536509326630437,0.5872489215246591,0.5854554069037572,0.5056347214684007,0.2695685218429833,0.6151443820203351,0.6383185572833265,0.8573433703053369
1.447,0.6444824647064122,0.8825372664980224,0.721228842248744,0.7953137069187302,0.5661460378313418,0.48384206894153015,0.2370981363459379,0.4811379214542183,0.5497756161446317,0.6175087569706545,0.6404047338187175,0.7098913491342602,0.6492956248723576,0.5703956417094705,0.5781919881896089,0.4979448686582756,0.25903787600053807,0.6062212074774,0.622135566980676,0.8505560721679127
1.515,0.6364321596163036,0.8790489398255166,0.7107496325778025,0.7890772478181798,0.547826088576372,0.46987083900155446,0.21617489113116106,0.4635042571229977,0.5372203766941641,0.605701107820205,0.6361857512336355,0.700462282668744,0.644655353471097,0.5525738553640818,0.5703935373210145,0.48956495094794117,0.24866980370038094,0.5978060653474284,0.6062578744218924,0.8447662338428282
